m/z 35.00 ch3;37/21;Relative Time
1137.704676;6.75617627;186.842
1106.316357;6.579886845;187.599
1106.078414;6.364443407;188.355
1123.316874;6.728831625;189.111
1167.042836;6.257388192;189.867
1115.839067;6.292601598;190.624
1120.360102;6.564306472;191.38
1137.151379;6.481095015;192.136
1110.628654;6.365614638;192.893
1110.949434;6.29013223;193.651
1128.904037;6.056358372;194.407
1132.425505;6.7727958;195.164
1115.145008;6.401424361;195.92
1172.1213;6.812215268;196.676
1103.668345;6.291184945;197.433
1137.244323;6.793579271;198.189
1126.820558;6.451079744;198.945
1154.77089;6.680152549;199.704
1135.182766;6.865365257;200.46
1160.197917;6.564772812;201.216
1133.167091;6.448661581;201.973
1119.164238;6.50941544;202.729
1127.718608;6.231969101;203.485
1151.226101;6.956161142;204.242
1119.011133;6.262387483;204.999
1139.878732;6.417277666;205.755
1137.441177;6.80126952;206.511
1150.926733;6.350360481;207.268
1138.592734;6.362455074;208.024
1166.305568;6.593874474;208.78
1116.742845;6.378075755;209.537
1176.896631;6.948792336;210.293
1084.816168;6.380934125;211.049
1168.291544;6.718778733;211.805
1149.913661;6.578742553;212.562
1193.324504;6.713661422;213.319
1139.330674;6.599234712;214.076
1114.980688;6.53549301;214.832
1179.376866;6.707123962;215.588
1175.668113;6.504571221;216.345
1165.238705;6.895804623;217.101
1153.041036;6.505835489;217.857
1122.731324;6.45121523;218.615
1186.664938;6.681660278;219.372
1130.341543;6.37398526;220.128
1175.579988;6.739739127;220.884
1162.391739;6.793576894;221.64
1152.595648;6.617542636;222.397
1162.565054;6.497580139;223.153
1168.04677;6.515177521;223.909
1177.921419;6.415201933;224.666
1169.593836;6.659248887;225.422
1154.431262;6.549938139;226.181
1125.116202;6.449960535;226.806
1129.978538;6.227827727;227.693
1157.434683;6.70955891;228.45
1186.065019;6.50024843;229.206
1162.125971;6.640275245;229.963
1117.033756;6.382363032;230.719
1156.673125;6.547169914;231.475
1158.088755;6.634383815;232.232
1176.152741;6.833433592;232.988
1118.242671;6.460769094;233.745
1147.077228;6.564015309;234.501
1158.941537;6.529663956;235.257
1222.980323;6.329198703;236.014
1161.492017;6.633300636;236.771
1217.682572;7.00689273;237.529
1179.216092;6.87390906;238.285
1118.829242;5.971120202;239.042
1175.084818;7.144165061;239.798
1122.917549;6.646654084;240.555
1128.467551;6.082364504;241.311
1153.081441;6.327534489;242.067
1184.556201;6.562662001;242.824
1156.148107;6.681171778;243.58
1189.232662;6.743389096;244.336
1159.377126;6.416689489;245.093
1168.791047;6.751784404;245.849
1189.516099;6.675675412;246.606
1196.246367;6.745374916;247.362
1156.608645;6.645017448;248.118
1130.44343;6.325324673;248.875
1186.891154;6.762871986;249.631
1158.476261;6.499809576;250.387
1147.798837;6.542001262;251.144
1172.242581;6.363260479;251.9
1169.768699;6.635991046;252.657
1197.573023;6.789475143;253.413
1179.798831;6.743166602;254.17
1122.291725;6.293197635;254.926
1203.497709;6.772753075;255.683
1167.017049;6.605609941;256.44
1182.745737;6.289917233;257.196
1154.359506;6.589944572;257.953
1156.308095;6.694313093;258.709
1142.507264;6.542601164;259.465
1146.47671;6.376464235;260.222
1159.409317;6.376269272;260.978
1248.857682;7.011795277;261.735
1166.564;7.003096303;262.491
1180.164989;6.785269993;263.247
1139.542922;6.593478839;264.005
1175.519285;6.812828896;264.761
1164.570402;6.719048371;265.517
1189.410451;6.40662439;266.274
1186.88534;6.842834379;267.032
1174.436243;6.304469283;267.788
1179.621959;6.669631546;268.545
1130.650734;6.100439071;269.301
1182.214095;6.680007733;270.058
1180.264829;6.144762525;270.814
1230.953015;6.672793456;271.571
1202.898697;6.628037942;272.327
1185.283902;6.217071381;273.083
1208.534516;6.752279624;273.839
1181.252263;6.61094047;274.596
1157.863252;6.472640563;275.352
1160.352517;6.124483111;276.109
1194.344487;6.852704462;276.865
1151.422494;6.507959876;277.621
1224.692156;6.684882887;278.378
1191.40294;6.814539359;279.134
1222.369596;6.609348831;279.759
1190.417216;6.738203916;280.647
1198.716212;6.524089082;281.403
1149.008716;6.280091046;282.159
1213.478584;6.713092836;282.916
1163.731937;6.160851839;283.672
1170.936362;6.508098171;284.429
1194.576319;6.765251464;285.185
1238.472746;6.912533689;285.942
1202.649815;6.405369176;286.699
1192.527333;6.90193681;287.455
1160.921604;6.575305041;288.212
1171.629565;6.377908049;288.97
1151.763466;6.362883559;289.726
1171.112512;6.493248536;290.482
1186.383096;6.691754884;291.239
1203.770758;6.776665526;291.995
1215.982765;6.760655505;292.751
1169.161372;6.478957635;293.508
1172.705307;6.23602803;294.265
1197.071297;6.604219849;295.021
1200.996171;6.364063996;295.778
1171.682636;6.841440073;296.534
1200.713274;7.054361311;297.29
1179.12992;6.60072819;298.047
1185.516639;6.277078079;298.803
1178.192348;6.485925827;299.559
1231.71171;6.821905928;300.315
1194.623125;6.339429291;301.072
1222.895844;6.873050452;301.828
1173.026224;6.831317216;302.584
1225.939173;6.68312703;303.341
1187.623091;6.3878065;304.097
1220.101768;6.771224727;304.853
1240.83495;6.743894972;305.609
1196.016229;6.436454057;306.366
1220.101958;6.805208809;307.122
1186.383917;6.556897769;307.878
1238.057918;6.932874176;308.635
1189.076058;6.473708512;309.391
1166.030011;6.551899084;310.147
1188.922979;6.570578203;310.904
1208.972867;6.865896175;311.66
1217.174892;6.562526267;312.417
1194.434298;6.743504749;313.173
1168.911907;6.545244795;313.93
1183.270864;6.433865942;314.687
1229.026278;7.136305926;315.443
1173.706393;6.405052465;316.199
1200.805656;6.276944432;316.956
1161.247519;6.515958156;317.712
1182.842805;6.496979315;318.468
1183.897618;6.743305287;319.224
1180.968993;6.754293277;319.981
1231.046106;6.645738638;320.737
1188.159937;6.423317407;321.494
1140.664081;6.534425681;322.25
1179.998199;6.508440538;323.007
1168.117557;6.213944342;323.763
1195.939828;6.485088817;324.52
1156.495659;6.21220984;325.276
1181.369922;6.325220619;326.032
1201.261286;6.62111204;326.789
1163.456505;6.498095548;327.545
1178.162311;6.689800184;328.301
1201.311934;6.878587565;329.057
1161.350689;6.434733292;329.814
1176.595862;6.280301026;330.571
1160.819292;6.178502874;331.328
1219.973473;6.512272592;332.085
1191.896795;6.533358513;332.842
1181.476427;6.612995908;333.599
1207.536482;6.797556782;334.355
1146.92756;6.382911699;335.111
1195.183562;6.578516479;335.867
1221.238717;7.149893153;336.624
1189.0414;6.893898634;337.38
1125.989556;6.350810676;338.136
1161.868939;6.817238501;338.893
1149.162936;6.460199753;339.651
1207.186372;6.576798045;340.407
1226.160904;6.858830237;341.164
1243.093314;6.995059885;341.92
1241.207853;6.689337526;342.676
1190.181617;6.708773383;343.433
1184.896133;6.581411251;344.19
1202.606881;6.678268993;344.946
1235.472317;6.63359901;345.703
1186.445535;6.662316004;346.459
1245.581281;6.317226229;347.216
1181.527934;6.897181419;347.972
1214.838754;6.835863717;348.729
1152.64714;6.166477661;349.485
1205.951146;6.594644089;350.241
1144.67237;6.283922038;350.998
1199.897078;6.735163468;351.754
1169.015886;6.692266642;352.512
1254.501732;6.924495005;353.268
1196.310386;6.695639984;354.024
1183.414032;6.784827101;354.78
1205.728404;6.824022522;355.537
1218.734869;6.641516742;356.293
1187.037391;6.555481838;357.05
1166.38826;6.451363242;357.806
1176.969074;6.8243187;358.563
1205.896796;6.600466751;359.189
1192.037133;6.890084762;360.076
1170.830057;6.678091534;360.833
1235.142248;6.95498203;361.59
1139.089953;6.185375857;362.347
1193.809594;6.859422038;363.103
1259.25063;6.734997274;363.859
1215.124065;6.734994277;364.616
1178.68499;6.623623838;365.372
1194.823212;6.774079663;366.129
1199.150099;6.688621713;366.885
1223.638888;6.668166112;367.642
1174.916017;6.416013454;368.398
1194.471801;6.598812041;369.154
1180.153355;6.564545605;369.911
1209.271012;6.66522347;370.667
1170.371755;6.514017496;371.424
1203.521976;6.773517419;372.18
1239.043399;6.718915058;372.936
1201.708078;6.489201413;373.693
1210.082232;6.532597673;374.449
1223.893451;6.587681108;375.205
1252.663309;6.539880459;375.961
1179.711632;6.39626533;376.719
1191.760944;6.327535426;377.475
1210.405852;6.807974685;378.232
1247.784145;6.872194307;378.989
1253.933398;6.930364593;379.745
1215.013224;6.794389597;380.502
1206.889445;6.514511017;381.258
1206.408255;6.463384152;382.015
1198.502958;6.681133958;382.772
1216.228058;6.791071145;383.528
1254.211328;6.804891687;384.285
1183.008241;6.790204239;385.041
1222.838428;6.63557858;385.798
1205.65606;6.42021038;386.554
1183.636266;6.30156947;387.31
1227.374665;6.6931122;388.066
1257.122519;7.14223488;388.823
1230.453154;6.6501616;389.581
1236.044892;6.844730865;390.337
1213.927296;6.69172164;391.094
1210.033541;6.729947861;391.85
1199.057137;6.557118297;392.607
1229.377351;6.634303764;393.363
1224.835694;6.783726532;394.119
1251.272435;6.559397983;394.875
1315.501507;6.943978075;395.632
1287.911302;6.580112685;396.389
1319.414185;6.529489191;397.145
1329.278168;6.681117659;397.903
1347.747094;6.604532759;398.659
1354.824693;6.797241611;399.416
1385.970729;6.609966613;400.172
1256.090589;6.459496269;400.928
1234.602595;6.559399465;401.685
1142.377938;6.751362798;402.441
1002.982497;6.693041254;403.197
886.3543712;6.48735465;403.954
778.0664632;6.50309356;404.71
678.7907066;6.388789309;405.467
596.5623204;6.239339834;406.223
559.8795314;6.793143305;406.98
475.3985581;6.020214141;407.736
451.7097591;6.454175468;408.492
424.8457751;6.808442958;409.249
383.1517879;6.570821964;410.005
378.3841548;6.550982395;410.761
345.8005839;6.928217417;411.518
330.538124;6.644589288;412.274
311.800082;6.439582989;413.031
304.5841965;6.454367019;413.787
284.5210798;6.127646686;414.543
278.7333505;6.323555505;415.3
256.2840965;6.380286763;416.056
255.5045948;5.929606015;416.813
236.197339;6.134685492;417.57
240.5039655;6.1890752;418.326
239.3501752;6.402837935;419.082
233.7566082;6.593721291;419.839
218.6015462;6.296789962;420.595
225.3410278;6.55631665;421.352
214.4975313;6.61838256;422.109
209.1058095;6.232279311;422.865
213.5379853;6.759327439;423.622
209.0979794;6.336439483;424.38
200.0153952;6.293237563;425.137
202.9437918;6.101792032;425.893
198.6831592;6.118219868;426.649
192.003317;6.148524634;427.405
192.4984176;6.114506979;428.162
186.9384901;6.589745439;428.919
193.3444478;6.200992302;429.675
185.6148162;6.547960216;430.432
183.6702588;6.156193388;431.188
186.5457693;6.560705318;431.945
179.2819287;6.318105194;432.701
190.6211033;6.614917996;433.458
175.5871517;6.539498083;434.216
172.6194623;6.464715582;434.972
167.2700189;6.240298335;435.729
171.9550158;6.378356581;436.485
166.4081921;6.334826118;437.242
165.6260958;5.91829873;437.998
165.1732308;6.42243746;438.755
163.6812341;6.796098126;439.511
158.5747888;6.268048472;440.267
157.7297165;6.448254216;441.024
159.757781;6.496122784;441.781
159.5164105;6.286495835;442.537
153.9934217;6.191768025;443.293
155.6365957;6.435451585;444.049
160.1480153;6.657756839;444.806
156.4806059;6.524090346;445.562
151.6247229;6.576799404;446.319
151.7916136;6.497072074;447.075
149.2696492;6.497802941;447.832
145.4049499;6.084151931;448.588
149.1246377;6.264188225;449.344
140.7884216;5.82340092;450.101
145.0050584;6.376190845;450.858
139.082571;6.556567105;451.614
138.7094631;6.310867884;452.371
129.4045588;6.212142799;453.127
138.3672931;6.290348631;453.884
139.5501567;6.547484455;454.64
133.7363532;6.413070169;455.265
133.3428134;6.346257628;456.152
139.6041259;6.386468223;456.909
136.6937595;6.48602933;457.665
128.2290746;6.457814106;458.421
133.6340592;6.61741556;459.177
137.0866817;6.537470179;459.934
130.6845474;6.462457781;460.69
139.6893431;6.420789311;461.446
129.6557622;6.330092448;462.203
127.7899571;6.453355495;462.959
125.6429983;6.463645446;463.715
123.9083332;6.352252611;464.472
130.7731601;6.466425528;465.228
119.5157116;5.998314173;465.984
130.7923523;6.493064227;466.74
128.063833;6.756539949;467.497
122.7840515;6.400894612;468.253
121.9080696;6.540516382;469.011
120.3173844;6.079569027;469.769
126.2581053;6.63276742;470.525
120.8753062;6.141892113;471.282
117.6404965;6.482238235;472.039
122.2227325;6.211881115;472.795
115.5890158;6.385146541;473.552
114.9011352;6.141047418;474.308
115.155215;6.306446272;475.065
110.5335283;6.050045527;475.821
111.3416748;6.029181418;476.577
120.2154419;5.975524661;477.334
116.142;6.377153434;478.09
117.1747236;6.480924112;478.847
112.4515702;6.271508245;479.603
110.3157015;6.46210449;480.359
104.861877;6.403118298;481.115
110.0908256;6.429226584;481.872
104.4711312;5.947120916;482.628
105.2891277;6.288197208;483.385
110.2728217;6.542082421;484.141
106.6124621;6.559115307;484.897
109.2492651;6.473991421;485.654
105.6051617;6.39536968;486.41
104.8419138;6.028178778;487.167
106.3197502;6.542415654;487.923
100.6971295;6.3986575;488.68
99.08967353;6.097479043;489.436
108.7193028;6.579448432;490.192
104.8629036;6.764205494;490.949
103.8165665;6.448911168;491.705
103.4695636;6.12821915;492.462
103.732505;6.520596995;493.218
102.1300547;6.413019499;493.974
97.88796831;6.066352903;494.731
103.6801601;6.605526537;495.487
101.6880537;6.778550691;496.244
97.60650626;6.314886962;497
95.8312669;6.212532688;497.756
98.64478603;6.385883692;498.512
97.23939883;6.144961834;499.269
97.19240535;6.503701191;500.025
98.51624911;6.662194461;500.782
97.33418828;6.087735135;501.538
96.93814009;6.615204286;502.294
96.08827402;6.500914643;503.051
96.21549953;6.220903955;503.807
95.81099665;6.425146271;504.564
93.1787439;6.387009658;505.32
93.6553819;6.423033456;506.076
90.57332903;6.525412124;506.833
99.01358807;6.571585368;507.592
91.44103605;6.044896981;508.218
96.13495629;6.42606452;509.105
92.42749472;6.201675434;509.862
93.50306962;6.452344393;510.618
89.41003011;6.521765348;511.375
91.71234176;6.330421357;512.131
85.52793712;6.586667051;512.887
89.25225912;6.215658978;513.645
97.86557492;6.574991343;514.402
89.06715625;6.348388376;515.159
87.41056919;6.201741458;515.915
89.19844077;6.32110845;516.671
85.43314062;5.969792047;517.428
89.1096638;6.448910608;518.184
88.35485181;6.318853431;518.941
89.54027991;6.01730249;519.697
87.13729912;6.219588602;520.454
86.45552851;6.511345256;521.21
90.12397592;6.645792428;521.966
86.98037532;6.508873663;522.722
88.22865289;6.633257664;523.479
86.11091145;6.366429086;524.235
83.38929424;5.887083551;524.991
87.51707029;6.782868522;525.748
85.14089156;6.427664586;526.504
81.66332455;6.433471236;527.26
84.39921684;6.517024655;528.016
86.62099108;6.292747569;528.773
81.79606324;6.652293181;529.531
81.38015624;6.423348772;530.287
82.65263857;6.335867041;531.044
79.12819145;6.112333584;531.8
78.08305304;6.101352249;532.556
81.0299752;6.549446761;533.312
84.64580091;6.467392336;534.069
77.56413506;6.139099719;534.694
74.25513999;5.994876961;535.582
80.43506362;6.558293423;536.338
74.95333428;6.154855043;537.094
79.87615695;6.226843936;537.851
75.42209912;6.587391905;538.607
77.15752536;6.603128651;539.363
77.03545328;6.30738099;540.119
74.01732796;6.603634771;540.876
76.93248956;6.410960008;541.633
73.10314022;6.386183731;542.39
78.93286301;6.394427859;543.146
78.89695694;6.501558825;543.903
76.67857495;6.06832427;544.659
72.83465942;6.314443939;545.415
75.34835716;6.34251603;546.173
74.49762996;6.445835129;546.93
80.6790917;6.446341004;547.686
73.78474183;6.334787538;548.443
74.78247881;6.65503338;549.199
74.8670885;6.448330054;549.955
75.88508516;6.519095068;550.712
75.6794855;6.353014495;551.468
75.26554533;6.374215891;552.225
66.87965446;5.992404353;552.981
73.32558608;6.250580476;553.739
70.99006072;6.447450707;554.495
73.32099784;6.415620222;555.251
71.19861113;6.598782761;556.007
73.63592004;6.799494243;556.763
74.51355033;6.742107109;557.519
70.88492387;6.098001442;558.276
73.9010889;6.624911818;559.032
70.80487937;6.316038975;559.79
73.55870367;6.287605439;560.546
73.11412659;6.746417286;561.172
70.85763724;6.563475182;562.059
68.53713881;6.409135116;562.815
67.53330894;6.471639355;563.571
67.40747674;6.301219034;564.328
70.02716994;6.139775094;565.084
67.39521271;6.703664024;565.841
67.59900238;6.12962051;566.597
70.38621045;6.489338432;567.354
67.1455669;6.390608613;568.111
69.38666;6.470611832;568.867
70.11600019;6.675687686;569.624
71.51651821;6.282745338;570.38
69.31554628;6.706176503;571.136
68.05942139;6.360880273;571.893
68.89188163;6.345844023;572.649
65.74160343;6.209700357;573.405
68.79769981;6.333806929;574.162
65.85337622;6.125022518;574.918
66.6975836;5.953125819;575.675
64.92699482;6.694527237;576.432
68.7644839;6.278355366;577.189
63.74360087;6.651948628;577.945
61.83586907;6.39423263;578.703
65.19884377;6.235879308;579.46
71.08648451;6.166170589;580.216
62.11772036;6.269254785;580.972
66.96413863;6.532756781;581.729
65.69225009;6.370849227;582.485
64.5657803;5.857654603;583.242
65.28447372;6.740735363;583.999
61.12837358;6.118183609;584.755
61.30960168;6.07828396;585.512
70.46274093;6.95533335;586.269
65.73064633;6.422247319;587.025
67.44926423;6.754049946;587.782
63.00662836;6.648724159;588.539
62.29015303;6.203485522;589.295
62.12566916;6.449490173;590.052
60.34966411;6.263663087;590.809
63.20408828;6.349783235;591.565
56.5215918;6.483217661;592.322
60.85583107;6.679799622;593.078
61.20459836;6.413636895;593.834
60.96223862;6.55252875;594.591
61.76178834;6.060494689;595.347
58.15436262;6.069339714;596.103
59.45554487;6.358576128;596.86
63.81236719;6.590422919;597.617
59.10560894;6.016566007;598.373
61.72928044;6.480272617;599.13
59.58275421;6.382351056;599.886
61.34922576;6.317441343;600.642
57.57101019;6.452354315;601.399
61.98224128;6.366084781;602.155
62.84231614;6.565726193;602.912
59.93276137;5.967972847;603.668
57.07646028;6.521572938;604.294
57.39363822;6.613642059;605.181
54.70405708;6.384278785;605.938
58.59013041;6.290982469;606.694
55.23165444;6.625685184;607.45
56.31730948;6.502209686;608.206
56.3651338;6.674035229;608.962
60.85723511;6.777405609;609.719
57.11624185;6.517528231;610.475
57.81074142;6.380231985;611.232
56.32497267;6.123642044;611.988
53.92612412;6.191317303;612.745
56.6438836;6.489108337;613.501
55.82151891;6.44882455;614.257
53.81889731;6.272240432;615.014
55.40603161;6.66967189;615.77
55.16191272;6.215282804;616.527
54.82501302;6.51776359;617.283
56.45108089;6.511757364;618.039
55.46866637;6.317665046;618.796
56.61083967;6.3853529;619.552
52.31897799;6.428275571;620.308
52.98491118;6.315811647;621.065
52.36277702;6.163684994;621.822
50.88265388;6.190700785;622.578
52.66132423;6.373126782;623.334
51.25627299;6.406006435;624.09
51.52423957;6.28025752;624.846
52.17118376;6.206463519;625.603
52.28727648;6.444564764;626.359
52.67649086;5.952403238;627.115
53.25707252;6.015513294;627.871
52.59825195;6.217972367;628.628
51.57173557;6.017910432;629.384
50.28235025;6.454050496;630.14
51.22498674;6.324698539;630.897
53.40990666;6.264598318;631.653
53.87881636;6.293165433;632.41
50.31722759;6.015580162;633.166
50.4473292;6.063667378;633.922
46.50379874;6.202608928;634.68
50.60171653;6.353323755;635.437
52.49012493;6.094723918;636.193
48.02615377;6.224817387;636.949
48.08479551;6.493473379;637.706
52.85063954;6.445149273;638.462
50.38839491;6.371550451;639.219
51.37396589;6.848294345;639.975
49.72905763;6.486032576;640.601
50.9700593;6.152552819;641.488
49.63536103;6.410391244;642.244
49.80874362;6.206616769;643.001
48.80846137;6.164639797;643.757
50.78969641;6.1249702;644.514
48.04182499;6.289438798;645.271
50.56978364;6.58549652;646.027
48.58067565;6.364488737;646.784
45.15092442;6.008605689;647.54
48.18372165;6.620682986;648.297
53.00201381;6.498010261;649.053
49.26015129;6.467555881;649.809
50.0547989;6.364491003;650.565
52.76119864;6.450048973;651.322
46.59477779;6.236763113;652.078
47.25415671;6.460399171;652.834
46.70165482;6.363267472;653.59
47.15679191;6.531595056;654.347
46.83913488;6.725890964;655.103
49.56096864;6.089066275;655.859
45.39386972;6.291636591;656.616
48.55863945;6.513418902;657.372
48.39961337;6.268550791;658.128
43.37013516;6.55265815;658.884
48.57327348;6.399311355;659.64
44.98533482;6.448788729;660.397
