m/z 35.00 ch3;37/21
0.224208;1.79487919
0.055333253;1.710601421
0.114979261;1.706016893
0.110004029;1.519842892
0;1.973271496
0;1.53610503
0.272041463;1.655636219
0.056696424;1.784394627
0.294111834;1.691386395
0;1.876641927
0;1.520505435
0.055812422;1.539673466
0.116557273;1.730149384
0.112106587;1.615110407
0.1139308;1.624076421
0;1.454264048
0.113100797;1.713387319
0.289236959;1.785337369
0.165912368;1.682203024
0.0546891;1.527856078
0.220737719;1.44037822
0.22126139;1.751303895
0.111554662;1.616274728
0.176323604;1.672157719
0.22945116;1.689015977
0.056147638;1.807680923
0.175002241;1.654880058
0.114835097;1.587990129
0.056387741;1.624614546
0.280060204;1.589724052
0.054588001;1.449725729
0.225604368;1.487348765
0.112387009;1.415843318
0;1.582388991
0.223228046;1.500268262
0;1.690075513
0.1077997;1.723798699
0.267876848;1.409302017
0.223762381;1.489034693
0.333763004;1.4522892
0.276951398;1.539664573
0.111659394;1.572105349
0.164941105;1.568131395
0.2255054;1.47369112
0.108751311;1.572526459
0.165572371;1.360830952
0;1.775906654
0.160245478;1.553453546
0.055517969;1.506998516
0;1.653509523
0.163832152;1.536505168
0;1.810989814
0.05583048;1.646635585
0.055259359;1.570255192
0.16675849;1.62247296
0.167315605;1.648473701
0.274575468;1.449059195
0.222644844;1.532853699
0.055580907;1.496887928
0.169902873;1.969305274
0.112862139;1.598952213
0.222139324;1.799800614
0.215091428;2.038162414
0.110006433;1.979443779
0.675232837;1.956987969
0.655018488;1.950110729
0.165438334;1.846716833
0.218228;1.765910915
0.109510559;1.694836283
0.161049796;1.867478604
0.287993808;1.761554385
0.473266044;1.718220172
1.49525682;2.329186974
488.5614811;2.365218361
715.2687052;2.156162493
817.664287;2.043291396
1604.014892;2.286790532
1777.407862;2.011326579
1945.923607;1.88521218
2028.447585;1.723423046
2075.762614;2.023880751
2117.249746;1.838127675
2211.859068;1.705102669
2185.849531;1.846000055
2265.797065;1.638822012
2257.140973;1.581477681
2375.003239;1.862537119
2253.588819;1.584477436
2293.399509;1.737990207
2236.972358;1.58657097
2305.822979;1.585564465
2353.514869;1.601279728
2357.400041;1.725624637
2322.833005;1.667537367
2306.434502;1.516716372
2335.365646;1.67277349
2377.58801;1.728930656
2352.981624;1.61008989
2482.764388;1.872255286
2344.38523;1.472715451
2366.384442;1.669291254
2399.972213;1.601898686
2515.797512;1.773135665
2249.317158;1.649390535
2528.879789;1.822696362
2400.37358;1.557172806
2471.943589;1.600862048
2314.735247;1.767634192
2471.013339;1.45358766
2556.486403;1.663929381
2531.729705;1.702947185
2533.322319;1.676590689
2462.180425;1.534454443
2498.628793;1.438584978
2516.54239;1.509842357
2534.407977;1.488907634
2450.497887;1.482261338
2526.720501;1.721188265
2424.700695;1.47600243
2457.947839;1.457370649
2477.567929;1.407798985
2382.248051;1.514091254
2577.467383;1.547301826
2526.075507;1.649767308
2542.493262;1.471845637
2587.465665;1.597417392
2496.762847;1.414411752
2491.011563;1.645509848
2450.349377;1.470293594
2451.100302;1.479965815
2465.564604;1.448677502
2623.843348;1.532532411
2398.44099;1.641168554
2489.741959;1.725075596
2358.776241;1.521409996
2436.908269;1.832981649
2362.265008;1.734266475
2276.156541;1.623585114
2278.911427;1.660601541
2350.764475;1.784172727
2329.997667;1.637528508
2345.008603;2.000009055
2266.245672;1.580037842
2250.080092;1.541631233
2326.514034;1.734265571
2150.699028;1.669166103
2189.822965;1.677791084
2168.19512;1.703332858
2182.331352;1.887868561
2215.142859;1.840565212
2187.286865;1.897935658
2111.483995;1.962431099
2164.310466;1.877690971
2048.598886;1.803201933
2039.916559;1.847108945
2055.048727;1.914131204
1982.004277;1.997004804
1990.868994;1.926196401
1942.92157;1.865008117
2046.820733;1.965326978
1948.704801;1.841325364
1932.490423;1.920407107
1929.813369;1.951596744
1938.531114;2.159393739
1921.511571;1.875650752
1871.985558;1.958822524
1930.422527;2.141015326
1883.200675;2.233564904
1819.571896;2.157748012
1868.642427;2.064558722
1873.587487;2.336266124
1864.86812;2.252674016
1843.438065;2.226771267
1897.145148;2.306089972
1744.818624;1.889615171
1770.234544;2.296006092
1718.389805;2.52857568
1720.504624;2.373235481
1693.025203;2.343526247
1649.436282;2.566777009
1700.990765;2.353251949
1554.192306;2.298531256
1694.084932;2.649806215
1617.346978;2.437572401
1575.747293;2.421270326
1572.308585;2.569593203
1627.980821;2.77581275
1552.365249;2.514774662
1517.330361;2.498799272
1592.064817;2.916051456
1563.089291;2.588306674
1540.869822;2.574268711
1615.38102;2.893094656
1539.591062;2.607631683
1443.607494;2.754188447
1504.801599;2.857852686
1491.046839;2.626422578
1456.066888;2.730763167
1515.155089;2.886767562
1489.591926;3.099515778
1485.502993;2.874324435
1440.119608;2.832215285
1440.78048;2.886211797
1444.960882;2.855085259
1476.651934;2.90910391
1485.915976;3.23839627
1467.07339;3.05625899
1441.151073;3.029282059
1464.616384;2.953200539
1441.540284;3.003408649
1429.995322;3.110802335
1510.871783;3.294251988
1397.893171;2.772567759
1437.962745;3.00778891
1479.978115;3.195994092
1453.50146;3.204703246
1448.936861;3.014112896
1396.216566;2.957359007
1417.627667;2.916480528
1479.572301;3.266545812
1442.85869;2.981109129
1462.882168;2.899421004
1433.496562;3.012987544
1410.72027;3.230417003
1450.295659;2.985887676
1455.850013;2.979685374
1355.637936;3.131136752
1411.36634;3.459869264
1340.639924;3.043287653
1307.45991;3.097273718
1322.689734;3.43947474
1368.553592;3.580628656
1272.210993;3.484932095
1283.602832;3.24779705
1297.186451;3.413592086
1298.140257;3.608607888
1325.484585;3.590859219
1355.927995;3.684226656
1314.647958;3.400396539
1313.967989;3.441695462
1321.045053;3.395878744
1350.974075;3.674683893
1341.520889;3.567609684
1289.546776;3.303710644
1347.809643;3.73367194
1319.816811;3.515078454
1299.064595;3.319203177
1336.106657;3.432053967
1345.179169;3.574543235
1351.549549;3.452163702
1306.179018;3.49185525
1315.588192;3.272226906
1352.497343;3.562728211
1280.611139;3.365844458
1325.234657;3.404982229
1322.241718;3.390654187
1333.926296;3.498095179
1359.260404;3.584454021
1330.857022;3.634619264
1306.117731;3.519409248
1275.136784;3.512391635
1294.812937;3.548401682
1302.568161;3.799921198
1305.704619;3.571441991
1315.953409;3.680130151
1370.925639;3.823695571
1279.097528;3.41049985
1273.987977;3.322442636
1279.932355;3.911193349
1281.767824;3.667949801
1291.624553;3.57752075
1302.568261;3.966201522
1304.591089;3.591734884
1248.122463;3.509762448
1297.809561;3.83767368
1247.300386;3.59427076
1291.98377;3.823686344
1265.271293;3.907898499
1218.842477;3.582170321
1265.608543;3.656485554
1260.093711;3.766493453
1258.422827;3.731501798
1289.462044;4.149677657
1225.133642;3.631786433
1251.424983;3.767652497
1224.407961;4.016676024
1236.787854;3.914288422
1265.64781;3.940273539
1252.795817;3.955487423
1225.08213;3.884506532
1199.629267;3.765251525
1231.36588;3.874485102
1265.035533;3.85983414
1246.540656;3.892601762
1296.765896;3.933967152
1237.981496;3.954818964
1239.703002;3.788895098
1277.588516;3.874536236
1227.577784;3.555469502
1275.452098;3.8454359
1232.897564;3.856103087
1257.037199;3.645749861
1303.8093;3.911150309
1248.691092;3.802765171
1243.064409;3.892036227
1257.358947;3.865563793
1269.033467;3.823685271
1250.23377;3.86674335
1269.898405;3.962997426
1251.251637;3.790339009
1186.220897;3.454478526
1282.94744;4.076941106
1193.451491;3.591851543
1230.75524;3.723420251
1294.057145;4.06313401
1269.780544;3.943952112
1254.393834;4.001912941
1256.572709;4.033671664
1253.793607;4.13481591
1250.139007;3.875432931
1213.373275;3.846887783
1254.272609;4.236163009
1190.701234;4.046870908
1224.97862;4.11462709
1241.408036;4.096115373
1222.924243;4.213766343
1266.928169;4.268251507
1210.748299;4.124205159
1222.17542;4.022625809
1206.588305;3.913464089
1189.235829;4.201850764
1188.322352;4.208121407
1199.415976;4.06123077
1225.686581;4.27561998
1206.496058;3.843664528
1251.873976;3.965367685
1217.988358;3.862697137
1242.687449;4.069784805
1194.24988;3.969134459
1249.452704;4.245667332
1214.902141;3.896421765
1279.830324;3.855555008
1225.179976;4.088801507
1225.933565;4.268828812
1186.997636;3.960819092
1272.253669;4.404368494
1276.808695;4.244977883
1213.195579;3.922510445
1200.762413;4.05018059
1191.779282;4.002779549
1191.68518;3.955957257
1205.176035;4.062518903
1197.276914;4.189393158
1197.950604;4.139400424
1229.277744;4.381462286
1187.54958;4.184348811
1148.591608;3.919296893
1166.134389;4.046232006
1192.619478;4.257811854
1189.789366;4.195071722
1196.709253;4.262464064
1214.526304;4.413877541
1190.798082;4.053696096
1149.755909;4.291571128
1155.154378;4.112848169
1203.76476;4.324088957
1220.877841;4.01040798
1215.47282;4.274096577
1196.612383;4.362119062
1160.489098;3.939410268
1184.717326;4.12582552
1158.784716;4.187856703
1244.289277;4.215607886
1174.837908;4.033089693
1212.319944;4.539460496
1191.236396;3.733780996
1174.833247;4.049603504
1193.867552;4.283007602
1157.961161;3.994494194
1178.024711;4.313102334
1157.0311;4.039178296
1130.181801;4.284423705
1133.611494;3.970803386
1156.919616;4.199832909
1167.719435;4.193263922
1111.291265;4.144365594
1112.447577;4.10338669
1109.910777;3.95797757
1162.428131;4.794868326
1109.754407;4.454605813
1118.378818;4.223960198
1144.251447;4.525499271
1105.851662;4.609854035
1146.972662;4.838878462
1115.677889;4.51570359
1176.452769;4.831644462
1117.891145;4.553385914
1147.277168;4.79168653
1088.844991;4.646300349
1115.160108;4.629734337
1067.903273;4.178523684
1102.5813;4.708351535
1118.281443;4.527522061
1072.698833;4.548770452
1124.467632;4.67857391
1093.247109;4.38214232
1090.082718;4.531055439
1090.797879;4.401295602
1088.629801;4.357484289
1148.158805;4.990517364
1103.00335;4.858596073
1123.111264;4.64751418
1087.558126;4.503386425
1064.724479;4.494498545
1127.167089;4.889222975
1110.967045;4.250935996
1133.563796;4.782832269
1120.150479;4.826165793
1103.26083;4.578221929
1074.623201;4.82528614
1071.103015;4.509820629
1064.801521;4.725245019
1107.304627;4.71133663
1089.756414;4.614368636
1095.325033;4.475382763
1059.221868;4.924528603
1111.133634;4.951296364
1138.358802;4.812433474
1107.409022;4.776619972
1101.966628;4.93425957
1069.579695;4.331142059
1153.343893;4.934354191
1070.088082;4.671158436
1114.864447;4.8666254
1103.35301;4.616807108
1140.216757;4.761023908
1095.912455;4.409251113
1133.440516;4.803617578
1106.125571;4.809039243
1102.05296;4.933718494
1078.906178;4.42858822
1105.360868;4.849207295
1088.239753;4.847401415
1118.40778;4.870851437
1110.265143;4.891774357
1052.594603;4.553904498
1056.3802;4.786875982
1099.5192;4.990761858
1096.957331;4.817401542
