Relative Time;m/z 35.00 ch3;37/21
0.756;0.200311965;44.95771376
1.512;0.353274753;45.84284717
2.268;0.298701473;45.93403376
3.024;0.324777791;45.54957816
3.781;0.288304706;44.83861474
4.537;0.343931716;44.8964153
5.293;0.116109014;45.45960692
6.049;0.284464857;44.09475699
6.805;0.233052006;45.30062447
7.562;0.260918291;45.05882178
8.318;0.366493258;44.50768583
9.074;0.171212608;44.98136933
9.831;0.143153692;45.70274967
10.588;0.256845081;45.50905096
11.345;0.290108014;46.98516864
12.101;0.142944086;44.84065093
12.857;0.354138911;46.8045232
13.614;0.211773203;47.55324704
14.37;0.143423601;45.2043892
15.127;0.388801846;43.93574943
15.883;0.258005184;46.16512103
16.64;0.167487958;44.6769235
17.396;0.311676728;45.7121785
18.153;0.343710522;45.92430809
18.779;0.372244075;46.20891442
19.666;0.404032868;46.05125465
20.422;0.257703278;46.10235081
21.179;0.338227705;45.41875629
21.935;0.311126811;45.18495105
22.691;0.307323394;45.53426138
23.447;0.194084145;44.31371685
24.204;0.259218451;46.41676356
24.96;0.315730886;45.10704426
25.717;0.086326694;45.74506514
26.473;0.087139867;47.14479872
27.23;0.226488064;46.54792044
27.987;0.171801611;46.08530099
28.743;0.141188788;45.81047221
29.499;0.277284829;46.47019274
30.255;0.288550378;48.28800613
31.012;0.31786769;47.8993551
31.768;0.144076703;49.47818612
32.525;0.427897169;48.09045186
33.281;0.422825281;47.06567731
34.038;0.266084418;50.24065545
34.795;0.274983896;46.73530118
35.551;0.338964847;47.46455572
36.307;0.264134028;50.17427294
37.063;0.2737575;47.37862082
37.82;0.276465034;47.60642425
38.576;0.254957708;48.9263231
39.333;0.172451625;49.40837898
40.089;0.195433247;48.43544222
40.846;0.22611068;49.45421871
41.602;0.141382412;49.0502467
42.358;0.200188166;50.19507785
43.115;0.253096092;49.0812845
43.871;0.228545347;50.25398236
44.627;0.355439719;47.52578551
45.384;0.258246698;50.54783463
46.14;0.327227615;47.51964849
46.896;0.227925682;49.5565315
47.653;0.110277412;48.42529153
48.41;0.310292015;49.91962813
49.166;0.227997315;50.50638768
49.922;0.256684348;50.87026102
50.679;0.307161574;49.43377906
51.435;0.172106879;50.91351368
52.192;0.198135107;50.35397514
52.948;0.362465076;48.8215162
53.704;0.423738599;49.3671834
54.461;0.21807347;47.43912924
55.217;0.339622534;48.34023385
55.973;0.195873417;48.26417204
56.73;0.280255594;48.67856686
57.486;0.260754132;49.29604854
58.242;0.278966705;48.6079931
58.998;0.253244124;48.71957462
59.755;0.359828814;48.499781
60.511;0.081215383;48.44644645
61.267;0.139227365;49.83793129
62.023;0.223839756;50.94979763
62.779;0.568511665;51.61536144
63.536;0.169571061;51.28607058
64.292;0.117535672;52.29967516
65.051;0.305605464;49.07452577
65.808;0.278765414;49.13975024
66.564;0.366897882;50.15513834
67.32;0.374201573;51.41475845
68.076;0.277191045;49.40064994
68.833;0.085108201;50.55500649
69.589;0.285920838;50.56498786
70.345;0.166313375;49.57861682
71.101;0.140663756;49.63537095
71.858;0.32926182;49.49739047
72.614;0.167810384;50.39356059
73.372;0.111583376;50.15603749
74.128;0.331507301;49.88525207
74.884;0.253926864;51.58366332
75.64;0.142365003;50.47410049
76.397;0.198751011;50.95711429
77.153;0.195998275;51.19127421
77.909;0.217141949;48.99727863
78.665;0.191432477;49.82057027
79.422;0.167664302;51.01392436
80.178;0.220688253;50.42068929
80.934;0.222517684;51.12587658
81.691;0.256764139;53.33870109
82.447;0.196847043;51.56436334
83.203;0.196727928;51.48424493
83.96;0.193037299;50.15115178
84.716;0.163999676;50.16236156
85.472;0.194263487;49.88125773
86.229;0.138958309;49.53466609
86.985;0.163408895;48.10570136
87.742;0.278006453;49.92684353
88.498;0.223987536;48.7916482
89.254;0.278399732;49.59939364
90.011;0.222608584;49.18723298
90.767;0.221305727;49.31343439
91.524;0.167264002;48.57992334
92.281;0.277023253;49.86950456
93.037;0.164581193;48.06469599
93.793;0.199769484;50.82802847
94.55;0.172468684;50.65148281
95.306;0.213875404;46.97420568
96.063;0.19731584;49.19207181
96.82;0.253152232;48.96476264
97.576;0.47581968;47.88168028
98.332;1.166823165;48.57035544
99.09;1.669855323;48.68052216
99.846;3.479515168;50.30724729
100.602;4.70746049;48.95155699
101.359;7.620838282;48.54010569
102.115;12.86288359;49.21898841
102.872;20.09204957;47.97871356
103.628;25.15760516;48.92149925
104.385;28.42038498;48.22273718
105.141;33.71601268;47.9564842
105.899;38.79859585;49.56191883
106.655;40.68865322;46.83411431
107.412;44.98330083;48.71958252
108.168;45.01348712;48.03910896
108.925;50.08926282;48.5326185
109.681;51.12730549;48.81700252
110.437;49.94668392;46.98396252
111.194;57.03756721;48.06004075
111.951;64.76542197;47.52439029
112.707;75.2832469;47.57273131
113.464;91.42390751;48.02422488
114.22;96.86479191;46.9353346
114.977;103.6350246;48.89146205
115.733;103.0854603;45.93169265
116.491;111.5724421;48.50099789
117.247;124.6729827;47.91531174
118.004;142.1793485;48.10171922
118.761;139.2131313;48.42943462
119.517;155.2819326;49.84523978
120.273;165.3112721;49.97829546
121.029;172.0125899;50.04020932
121.786;170.4639967;47.74439779
122.543;180.0051656;51.19900487
123.3;176.8689411;49.22528428
124.056;188.7499546;49.5847607
124.812;197.3338565;49.41416037
125.569;209.967026;49.93454443
126.325;197.9162679;49.98473603
127.082;207.1497678;50.62184991
127.838;205.3178747;48.79136981
128.594;218.318412;48.92651527
129.351;218.9096579;48.98167095
130.107;241.7466288;51.38520952
130.864;272.9829022;51.68106943
131.621;277.7168613;49.87626678
132.377;284.4987182;50.39286581
133.133;287.6435157;49.36578299
133.89;305.1512998;51.60901015
134.515;301.519423;49.59609577
135.403;314.6618201;49.27899505
136.16;333.8416528;49.37828945
136.917;336.7352318;49.29417253
