model,model time(h)
0.0,0.0
-2.765785504537023e-07,0.001758793969849246
1.5658545941994467e-05,0.003517587939698492
2.7020396919050947e-05,0.0052763819095477385
0.005394779039705206,0.007035175879396984
0.011884939730645736,0.008793969849246231
0.014575073862900594,0.010552763819095477
0.017589371820085988,0.012311557788944723
0.019827129013391488,0.014070351758793969
0.02163988323411126,0.015829145728643215
0.024085597514125843,0.017587939698492462
0.025371448597970327,0.019346733668341703
0.02710279053702471,0.021105527638190954
0.028622283887659934,0.022864321608040198
0.030244305726153782,0.024623115577889446
0.031238567688561352,0.02638190954773869
0.032621253644520926,0.028140703517587937
0.03395336980889833,0.029899497487437185
0.03512080010074272,0.03165829145728643
0.036092562556151335,0.03341708542713567
0.03728482756322775,0.035175879396984924
0.03835845686387568,0.03693467336683417
0.03893400551615857,0.038693467336683406
0.039581755386976704,0.04045226130653266
0.04032174767710266,0.04221105527638191
0.04132102580459542,0.04396984924623115
0.04191858342213537,0.045728643216080396
0.04260185172611623,0.04748743718592965
0.04295229991225803,0.04924623115577889
0.043455870557346496,0.051005025125628135
0.0438895837574715,0.05276381909547738
0.04453972722105878,0.05452261306532663
0.04483209210086957,0.056281407035175875
0.04484631955199965,0.05804020100502512
0.045401669793424575,0.05979899497487437
0.04559475440218958,0.06155778894472361
0.04664080695612778,0.06331658291457286
0.0464576274125257,0.06507537688442211
0.04667763249282423,0.06683417085427135
0.04703263985082172,0.0685929648241206
0.047380847299111024,0.07035175879396985
0.047820938739100545,0.07211055276381909
0.04765721920157438,0.07386934673366834
0.04770543612769132,0.07562814070351759
0.04802584973313379,0.07738693467336681
0.048301592517889964,0.07914572864321609
0.04863080589429462,0.08090452261306531
0.049048515829144594,0.08266331658291456
0.04888084094165617,0.08442211055276382
0.048665403548828604,0.08618090452261305
0.04908077070178849,0.0879396984924623
0.0451612224630147,0.08969849246231155
0.037016682275464154,0.09145728643216079
0.03349915719474752,0.09321608040201004
0.030992119592823133,0.0949748743718593
0.02874674540414061,0.09673366834170853
