model,model time(h)
0.0,0.0
-8.241685607869381e-06,0.001758793969849246
0.010873009492210494,0.003517587939698492
0.012504248829399977,0.0052763819095477385
0.014043595551408968,0.007035175879396984
0.015562345376683192,0.008793969849246231
0.017058954701466855,0.010552763819095477
0.01853596750085826,0.012311557788944723
0.01999300421365493,0.014070351758793969
0.021427595549012746,0.015829145728643215
0.022837272216087588,0.017587939698492462
0.02421973484370918,0.019346733668341703
0.025573036288452238,0.021105527638190954
0.026892804073892666,0.022864321608040198
0.02817792401904014,0.024623115577889446
0.029427281942904348,0.02638190954773869
0.03063976366449497,0.028140703517587937
0.031814255002821694,0.029899497487437185
0.032949680073250345,0.03165829145728643
0.034046174966420956,0.03341708542713567
0.03510238757852594,0.035175879396984924
0.036119112892243156,0.03693467336683417
0.03709714589025045,0.038693467336683406
0.03803728155522567,0.04045226130653266
0.038940314869846684,0.04221105527638191
0.03980704081679133,0.04396984924623115
0.04063825437873747,0.045728643216080396
0.041434750538362965,0.04748743718592965
0.042197078457751495,0.04924623115577889
0.04292729739148985,0.051005025125628135
0.043626558028489894,0.05276381909547738
0.044295924175679416,0.05452261306532663
0.044936459639986166,0.056281407035175875
0.04554922822833796,0.05804020100502512
0.04613529374766256,0.05979899497487437
0.046695720004887746,0.06155778894472361
0.047231570806941306,0.06331658291457286
0.047743909960751015,0.06507537688442211
0.04823380127324466,0.06683417085427135
0.04870230855135003,0.0685929648241206
0.04915044416101748,0.07035175879396985
0.04957906619739187,0.07211055276381909
0.04998902603798957,0.07386934673366834
0.05038116722472879,0.07562814070351759
0.05075631572782133,0.07738693467336681
0.05111523751203378,0.07914572864321609
0.051458663396482154,0.08090452261306531
0.05178731283665733,0.08266331658291456
0.052098590694800315,0.08442211055276382
0.04227710489509289,0.08618090452261305
0.04077974537179997,0.0879396984924623
0.03950558634702128,0.08969849246231155
0.038246490316945124,0.09145728643216079
0.03699403338284928,0.09321608040201004
0.03575197154227451,0.0949748743718593
0.034519497755367494,0.09673366834170853
0.033298893914395125,0.09849246231155778
