Relative Time;m/z 35.00 ch3;37/21
0.756;3.096646054;17.93388055
1.513;3.44444654;17.54117631
2.269;2.393415819;17.37457303
3.026;3.385314329;17.40123467
3.782;3.435818838;17.01621716
4.539;3.514953759;17.11558733
5.296;4.096049614;17.47045561
6.052;3.428010745;16.73753345
6.808;2.958748077;17.23288398
7.564;3.154394969;17.65855695
8.321;3.250689318;18.10330046
9.077;3.664976225;16.70585406
9.833;3.94136213;18.00323511
10.589;3.017399939;17.20689279
11.346;3.350450202;16.84453135
12.102;3.51309394;18.04960956
12.858;2.801333725;16.88287555
13.614;2.793041216;17.64757226
14.371;4.001212181;17.72055896
15.127;3.132847004;17.52030161
15.883;3.175613567;17.66255828
16.639;3.39787091;16.82340981
17.396;3.751868967;17.54753674
18.152;2.620865416;16.77620284
18.908;2.920592347;16.95011434
19.665;3.309354358;18.14172481
20.422;3.364627997;18.04277822
21.178;3.321721054;17.83629428
21.935;2.729313699;17.47507891
22.693;2.760050369;16.74882453
23.45;2.818301231;17.36502471
24.207;2.235278214;16.26968717
24.963;2.32363454;17.00380415
25.721;3.17036124;16.82132172
26.478;3.546234429;17.90264385
27.235;3.13003339;17.17762579
27.991;4.105274036;17.741363
28.747;3.487037998;17.77133422
29.503;2.816234812;18.18044503
30.261;2.921213151;17.63527303
31.018;3.660765964;17.45914739
31.774;2.822227344;16.88165258
32.53;2.263862638;17.01997399
33.287;2.797620402;16.75364254
34.043;3.154934448;17.06758631
34.799;2.681603065;17.4624005
35.556;2.662915057;17.07875156
36.312;2.866352377;17.63133912
37.068;3.432345998;17.42862783
37.824;2.833662021;17.42234571
38.581;3.099596632;16.79761419
39.337;3.028154877;17.34918161
40.093;3.418249136;17.70659353
40.851;3.551068518;17.70641189
41.607;3.652012301;17.56205109
42.363;2.849077337;18.07338292
43.12;3.272778482;17.28825882
43.876;3.410551636;17.62282026
44.633;3.128200351;17.24092206
45.389;2.958018892;17.17732359
46.145;2.748321318;17.11818969
46.903;2.976748897;17.61499269
47.66;3.479079467;16.38523513
48.416;3.419322044;17.21850439
49.172;3.685228524;17.65715546
49.929;3.247951728;17.88520902
50.686;3.500966331;17.57735511
51.443;2.567399585;17.44024493
52.2;3.146578556;17.39695712
52.956;3.308957376;17.46729181
53.712;3.005940097;16.99743936
54.469;2.872470228;17.37947116
55.225;3.331020089;16.78231228
55.982;3.167368461;17.54065959
56.739;3.048086701;16.62023974
57.496;2.927735508;18.53939368
58.252;2.668039681;17.24236654
59.009;3.114641223;17.74899186
59.765;2.594091471;16.94356282
60.521;3.092988756;17.42132078
61.279;2.980060748;16.58209949
62.035;3.261001712;17.47092147
62.792;2.648954892;17.31508265
63.551;3.433044703;17.89087326
64.307;3.029416864;17.23077254
65.063;2.869217033;16.67538172
65.819;2.780025073;16.90777896
66.576;3.13991374;16.92662124
67.332;3.402646685;17.30982188
68.088;2.808337461;17.8603047
68.845;2.820099929;16.77850465
69.601;2.659226756;17.72379155
70.358;3.300368556;18.17973702
71.115;3.792319945;17.34154216
71.871;3.142308387;16.65798063
72.627;3.318864864;17.38203316
73.384;3.455953463;17.27657451
74.141;2.915621583;17.4752728
74.897;2.573886748;16.9680207
75.653;2.787538843;17.28576701
76.41;2.969892807;17.58721621
77.166;3.140504223;17.26484943
77.922;3.117896025;17.07738608
78.679;3.183817665;17.11994061
79.435;2.733461975;17.01654818
80.191;3.026875161;17.31176011
80.948;2.754755895;16.88911155
81.705;2.729276323;16.66174224
82.462;3.565035732;17.26864682
83.218;2.861868138;16.71521861
83.975;3.215327053;17.42360658
84.731;3.147547781;16.8340748
85.487;4.098198284;16.88272474
86.244;4.572984685;17.19838444
87;8.243010716;17.10762757
87.756;14.69954329;16.68201349
88.513;17.76822565;17.65257018
89.27;27.79128741;17.91293176
90.026;36.01354838;17.32542664
90.783;53.57882246;17.42495167
91.539;98.09126292;17.92754445
92.296;110.4572125;17.11272857
93.052;117.889638;16.90328496
93.808;116.5503649;17.76018976
94.565;129.8308521;17.62794487
95.322;207.218623;17.10749491
96.078;241.2230357;17.44728011
96.835;279.2901876;17.56112808
97.592;301.7601053;17.66811372
98.348;333.1406108;17.32346709
99.105;311.7849571;17.95628999
99.861;310.7705152;17.27957151
100.618;316.0613825;16.91590396
101.376;373.8942885;18.11100263
102.132;430.3909595;18.49948395
102.888;493.9421135;17.98592319
103.645;454.7436682;17.30456522
104.402;429.3298412;17.47378437
105.159;444.3697423;17.28812599
105.915;513.0553077;17.26137427
106.671;527.8264521;17.35000528
107.428;533.640243;17.2504423
108.053;551.6433759;17.60249242
108.941;525.5612381;17.65706912
109.697;534.0773305;17.13260849
110.453;563.1934093;16.96760671
111.21;599.6625547;18.0406532
111.966;577.8474238;17.87826474
112.723;586.4846258;16.75032992
113.479;632.8557853;17.10258224
114.235;642.1537668;16.9157697
114.991;725.0202579;17.336421
115.748;772.6662014;18.17662403
116.505;723.7916915;17.70348329
117.261;660.1872556;17.21038472
118.018;713.3596562;17.38514769
118.775;762.0774996;17.86027135
119.531;727.8620652;17.72388371
120.287;794.834067;17.57132626
121.044;824.9178685;17.57547243
121.8;831.5983344;17.13611628
122.556;888.3128854;17.60006026
123.313;861.8970486;17.35375191
124.069;840.2294427;17.11920021
124.825;889.8969521;18.2025782
125.582;838.7206004;17.10743784
126.338;848.0340039;17.28386795
127.095;918.3912738;18.17618721
127.852;900.542934;17.29179804
128.608;935.3206825;17.10857793
129.365;991.2896965;17.37161482
130.122;977.4740653;16.80935152
130.879;1006.008389;18.4630991
131.635;961.7033797;17.25986278
132.392;1037.183831;18.40933975
133.148;971.7313359;17.75731528
133.904;983.9760583;17.5463896
134.529;1028.634619;17.86866014
135.417;1047.883936;18.44208065
136.173;995.4588227;17.0026579
136.931;1068.071333;18.33727248
137.688;1044.732986;17.652556
138.445;1096.885401;17.98465011
139.202;1088.134576;17.98786602
139.959;1097.276007;18.07105243
140.715;1065.021273;18.01059069
141.471;1111.355759;17.85582957
142.228;1090.740718;17.12329814
142.984;1124.316369;18.47950696
143.74;1124.995633;18.03265847
144.496;1093.971808;17.68072794
145.253;1068.876964;17.23487671
146.011;1107.946541;18.00820561
146.768;1139.657734;17.96385602
147.524;1120.031876;18.3182042
148.28;1088.696727;17.69004782
149.036;1118.893928;17.90668049
149.793;1137.521278;18.028755
150.55;1173.547176;18.24003257
151.175;1196.821583;17.56372338
152.063;1254.973487;18.60481457
152.819;1093.536016;16.72979106
153.576;1137.766387;17.21567007
154.332;1175.525991;17.93632641
155.088;1217.690766;17.92595734
155.845;1181.968289;17.42745899
156.601;1185.472942;17.767852
157.357;1202.317109;17.75671412
158.115;1156.953305;17.01618436
158.871;1186.992719;17.88090474
159.628;1226.995165;18.3782261
160.385;1185.874478;17.94013467
161.141;1173.339163;16.89910544
161.897;1161.328468;17.10048933
162.653;1229.907615;18.21115715
163.41;1218.61066;17.36273682
164.166;1265.465623;18.17869184
164.922;1249.655942;18.12001605
165.679;1224.145771;17.56924061
166.435;1218.980277;17.54575138
167.192;1218.96926;17.69841367
167.948;1188.721221;17.32682717
168.704;1254.240057;17.70029144
169.461;1234.605504;17.62420177
170.217;1245.540526;17.37245386
170.976;1273.789818;18.17070033
171.732;1281.743474;17.85145457
172.489;1251.724702;17.602928
173.245;1264.356637;17.97288044
174.002;1197.006645;17.33044627
174.759;1215.396086;17.75880549
175.515;1247.5599;17.18129364
176.273;1242.952116;17.21134523
177.03;1257.627372;17.52178403
177.786;1237.358145;17.27718882
178.543;1253.989859;18.01365053
179.3;1254.011698;17.33512636
180.056;1241.570103;17.65460843
180.812;1283.77494;18.21063101
