Relative Time;m/z 35.00 ch3;37/21
0.756;0.112570288;12.23146166
1.512;0.102657595;10.71649424
2.268;0.161154818;11.76600593
3.025;0;12.34320222
3.781;0.208379534;10.88735075
4.537;0.157551725;11.16894601
5.293;0.053672211;11.40457806
6.052;0.053504412;11.59753546
6.808;0;10.28097099
7.564;0.052284956;11.1391005
8.321;0;11.20984834
9.077;0.052012724;10.87249917
9.833;0;11.29578491
10.59;0.052733699;11.30821923
11.346;0;11.00468782
12.103;0.101631673;10.6993529
12.86;0.050993665;10.7368939
13.616;0.05309692;11.56450406
14.373;0.105033923;10.91663091
15.129;0;10.98758216
15.885;0.05354247;11.78202527
16.642;0.199908389;10.68665665
17.398;0.103355524;11.44236221
18.154;0.052148152;11.17412266
18.91;0;11.08414549
19.667;0.105056915;11.45066849
20.423;0;11.20148342
21.179;0;11.75946766
21.936;0.15854802;11.66931962
22.692;0.104288829;11.24043875
23.448;0.205121735;11.2425005
24.204;0;10.96061344
24.96;0.049591387;11.12954934
25.717;0.05017597;10.56487579
26.473;0.052269532;11.48571035
27.229;0.052155692;11.02924113
27.985;0.102585383;11.30658422
28.742;0;11.37077472
29.498;0.106647516;11.3943099
30.254;0;11.46447163
31.01;0.052750684;11.54010158
31.767;0.151794609;10.95596606
32.523;0;10.98955468
33.279;0.050908775;11.025051
34.035;0;11.24875559
34.792;0.052095063;11.26471141
35.548;0.10554376;11.70901507
36.304;0.152335733;10.54206928
37.061;0.050202125;11.12868558
37.818;0.052521293;11.34749458
38.576;0;11.72382952
39.332;0.207725251;11.79178565
40.09;0.100229749;10.98034454
40.846;0.052348754;11.66072445
41.602;0;11.03123413
42.359;0.051323916;11.02879657
43.115;0.054226631;11.82452658
43.872;0.152386724;11.02390619
44.628;0;11.44466379
45.384;0.105918388;11.82343816
46.141;0.106583061;11.35678411
46.898;0.051458802;11.49221606
47.654;0.152194839;11.05136733
48.41;0.052566278;11.12834083
49.167;0.105830029;11.49096252
49.923;0.050360917;11.13035474
50.679;0.106559727;11.67550898
51.435;0.103814385;11.27249795
52.192;0.103260201;11.56668854
52.948;0;11.17998762
53.705;0;10.97864692
54.461;0;11.26262274
55.217;0.102596668;11.69864351
