m/z 35.00 ch3;37/21
982.4853485;33.72673164
972.5538892;33.95441174
935.486506;32.8550572
953.044633;33.42964837
940.3335524;32.3500247
921.1677225;32.12748514
960.4847159;33.28579773
962.3026414;34.3900169
1014.969981;34.32694289
955.5433763;33.48689522
956.4830815;33.42689358
954.0184933;33.59265244
961.189295;33.73934582
951.334857;32.22003666
941.099126;32.76131639
912.2997507;31.83792273
1005.909649;33.48401079
948.3170772;33.289354
964.7919352;32.65408726
988.4853443;34.04975987
925.2445294;32.03245522
986.9291332;34.35970549
947.7849646;32.73272878
934.964492;32.55379688
958.2664404;34.03555231
961.8030528;33.41022567
953.8193746;33.47238364
941.1893227;33.04657539
964.6484272;34.21522379
880.2226616;31.06030401
961.995338;32.75246321
944.6344268;32.77003103
921.4113343;31.47252756
956.4150711;32.34332627
996.0250841;33.90478056
936.8696151;31.95632803
998.9139014;33.28211083
954.8513417;33.46519081
980.8062923;32.38627518
941.9861371;32.46483773
968.8726258;33.66160644
944.2630926;32.18634052
952.6806808;32.09365747
975.1756957;32.32436429
939.887853;30.70960055
953.8232046;30.86074553
990.9434572;32.43332541
972.5599828;31.4669572
1016.151271;32.05494892
993.4294495;31.37046954
970.3488874;30.02641042
944.7833055;30.07141372
943.9295903;30.23316742
923.9728314;29.42653204
987.706953;32.37804147
1007.975171;33.92536337
987.4710224;32.00123713
1004.239718;32.70315784
955.9627306;31.84791914
960.5841237;30.99066251
962.8063413;30.12766696
973.3916582;31.19378868
932.4051246;30.51862357
972.8952887;31.97033065
1004.776067;32.60093511
943.9996642;30.60793464
976.4861195;31.58616723
979.1325896;31.68108777
979.8375056;30.48909597
1004.672261;30.99151576
940.8117407;29.51133833
952.8019922;29.31118482
962.4199632;28.83035438
998.080702;29.96811186
978.7775537;30.01601922
1016.889549;31.37644738
950.6799356;28.77387268
969.2409232;30.20560908
995.4250807;30.51905362
1023.992354;30.86684826
1010.968904;31.13663897
989.4369067;29.86710174
1012.439666;31.75014453
1018.425453;31.24329853
950.0543111;30.55888625
1009.103414;31.133151
979.1990774;29.79301852
992.7152224;31.72781749
987.7202612;30.89599054
968.4115136;29.76352476
981.3058145;30.8971045
965.9195656;30.91162518
1050.754056;33.33161133
1026.853566;32.59960055
936.8363031;30.87196485
972.7475837;31.47644531
998.6397287;32.07913507
974.5095761;31.13172251
946.2598255;29.51750569
962.4788815;30.55888625
1000.069698;31.84141043
1014.239242;32.31037167
980.2513988;30.04780214
966.1686073;29.83243364
981.3882933;31.43791618
1026.172151;31.84933221
941.1343154;29.49218215
978.9860035;30.92461443
968.6934924;30.08948317
1015.975787;30.93799189
965.2623172;30.14836277
964.9666624;30.57308928
983.0586631;29.55981545
1030.054439;30.94617866
981.1461263;30.15262223
990.272191;29.66484998
952.7387063;29.21400877
1021.106442;31.02677026
983.366939;30.21233214
943.9001206;28.82125963
951.7003869;30.7892118
971.5244563;31.1393878
977.993833;31.97107551
989.8508029;32.35373988
958.7607258;32.40373954
977.737953;32.81349254
966.6052022;32.67358963
955.8243458;33.14887807
963.5167012;32.1415026
974.0489157;33.67123161
934.6828161;31.78699593
936.4814714;32.05486281
953.7512357;32.98793054
954.1428827;32.03698044
978.176943;33.69864647
955.0817633;32.5601597
990.7806015;33.8939212
949.5885867;32.57808029
947.2597692;32.38884112
1026.190583;33.42357843
964.7336387;33.84261453
957.6201388;34.34141304
941.869827;33.1271242
942.3125862;33.56894917
936.5117427;34.22261621
948.2825076;33.884325
947.449114;34.0963608
942.9734671;34.27826862
913.2688905;32.54905962
962.6740028;35.28329484
948.1760929;35.13748251
925.9652746;33.51761812
901.8291504;32.65702165
920.828154;33.32485768
938.2536503;33.6666615
969.3374915;35.28919481
947.5509923;34.18770829
938.1034394;33.73961902
948.2056211;34.43689154
979.5683166;35.19865483
942.523639;33.5835935
934.0353484;33.53853971
928.4399855;33.71085834
956.7035459;34.08288502
930.2389343;33.51058091
947.9313339;33.52676024
876.7169938;30.81122054
953.7742488;34.30808492
965.7684666;33.97446173
963.9196789;33.31188577
964.0492555;33.11980038
921.7124292;30.79664105
937.1010301;30.61322704
1003.640736;32.21868902
982.432741;31.36868276
973.2771656;31.72267193
1002.203607;31.11666492
1027.109356;32.17503901
989.4878788;31.00177453
989.433489;31.3496201
972.9373689;31.75631926
1001.928446;32.54009576
938.7298467;30.99550165
968.3595177;32.320155
967.8634297;32.15971823
975.3052785;34.12809661
925.7948807;32.88686788
926.0501461;32.12890769
951.2367303;34.13810171
956.8396488;33.8262033
933.2770565;33.07385861
977.6847763;34.2890061
963.6884747;33.59950953
898.0484559;31.91546709
937.5179433;32.55434899
954.4782133;32.92553452
947.393387;33.2906904
936.8994306;32.54672226
931.718161;31.58322332
955.4396884;32.04107445
1004.922157;33.704262
927.3562486;31.63659521
939.6337585;32.11513775
966.9282734;32.52432136
979.2889154;32.36546199
939.4388061;31.87221725
921.6807879;31.56360728
972.568026;32.72349987
970.5824074;32.1639244
950.0012773;33.35833652
979.3478045;34.19283854
944.3893113;34.33899013
935.9782006;34.25204335
938.281273;33.9959083
962.3795894;35.12318849
919.0315498;33.36629071
912.8028972;33.29507617
928.8486248;34.22745755
950.33336;35.09461324
947.4495428;35.39061851
907.9997276;33.81909762
942.2882074;35.2793131
899.3535178;33.76119418
909.1762635;34.39322719
939.4540859;34.32404959
938.4266113;34.68378609
931.7801081;33.63070458
960.2962155;34.70343515
906.258315;32.73071937
923.9224491;32.82497794
906.3064877;33.18599315
900.5972433;32.49231578
918.3046146;33.2650377
965.7948703;34.63872948
866.0428744;31.87828805
933.9791868;34.38895592
894.2858238;32.04723989
920.8877437;33.78538976
945.9288904;35.47360692
901.4341922;33.12872001
857.4895117;32.0458378
907.0310727;33.68270432
896.8159707;33.62659223
903.4468544;35.310993
914.7742499;35.72364288
894.7117329;32.38331244
927.0231333;34.90265559
897.9512576;33.5040845
907.3825048;34.29191571
914.5581535;33.97539933
903.833241;33.7246263
940.9417047;35.77212786
870.7166561;33.38100547
878.9664744;34.11023758
871.0703383;33.39280887
882.7049667;32.57661327
892.6119088;34.13612633
945.4050634;35.96809346
915.8900746;34.17885634
876.5113042;33.47864484
925.1076136;35.73546717
891.0282127;34.79806938
934.8281725;36.10160055
883.3469612;34.78187539
862.4002379;34.36097122
898.1365884;34.51089116
896.2750246;34.28735205
884.1065201;33.33520384
886.2296414;34.67869028
892.4854116;33.37888329
905.8037363;33.94669172
854.4763281;32.05348541
932.3062893;34.98659985
904.7293699;33.51878431
892.1269769;32.14450365
940.7778961;34.14945947
925.7461351;33.70011284
892.4976268;32.64720979
889.8390237;33.65079346
896.8804346;33.83542792
905.3815399;36.07102912
894.7254023;34.17209364
887.227167;34.28514296
902.6330538;34.8594491
909.5013827;35.85318288
888.1151725;33.36815329
872.1145956;34.44115518
921.880246;35.71759123
887.3821314;34.69029441
891.1562328;34.99749797
901.6887531;35.21390278
906.4853775;35.20272523
915.6016713;34.65762824
901.5089597;33.53049915
912.1976003;34.01838776
939.7881551;35.01385743
848.7689765;32.1572924
889.1099651;32.83573517
888.5125826;33.47503674
893.5822385;33.23203952
902.5100402;34.81041235
862.9109662;33.32172741
905.8225609;33.17049219
912.1736157;34.85396189
905.4953709;33.02280026
879.6256032;33.59892256
891.9000821;33.71325992
892.8909344;33.95438396
893.7934432;34.1021828
904.2506739;34.27981385
903.6554639;33.74414799
866.556705;32.97383403
887.9548164;33.73504382
907.306299;34.36563345
883.1028171;33.61762483
919.0201963;34.8858989
918.9226302;34.71552847
897.2961606;33.03285738
867.06114;31.31103386
891.4579539;32.56317915
891.8714195;32.66611914
909.9569072;32.91769076
893.7841631;31.06730376
949.1978061;33.90154503
890.0378268;32.01366096
913.3675727;33.57423779
882.389502;32.43815747
938.4173675;34.27400364
886.6662398;33.29365916
898.0815459;32.10789152
868.9565819;32.36358967
877.0549879;33.28624321
872.873133;32.89407973
873.2274172;33.94915388
864.4668958;32.98682935
896.6829442;33.85439542
863.5546517;33.44967104
836.2524804;32.19369513
897.1167513;34.65321906
840.9735555;31.82917097
903.1172722;34.68431849
900.3827173;33.98842196
871.5256806;33.28825683
888.6628471;35.08482414
873.7440961;33.41185071
864.7286708;32.64916612
861.9493627;32.75735342
890.3235163;34.2881512
882.4006643;33.06288776
880.8369172;34.00867624
876.5030153;33.15639086
838.1487014;31.54405034
877.2487355;33.21915194
889.7276147;33.87804631
866.1857128;33.49805793
901.5201722;34.37274611
860.7450902;32.98669291
882.4355123;34.08070764
882.086475;33.93683736
892.5585549;34.26201304
847.0024566;31.82898219
871.7613804;32.72130804
884.8459604;33.17207296
855.1018568;31.89370148
858.7156215;31.59457351
878.5004653;32.97255689
872.201223;31.79195911
875.7697695;32.59489792
874.7889459;32.90084559
856.7756281;32.56661848
870.77446;32.28855952
837.951411;32.50901154
867.5389059;32.97341237
873.6003486;32.76856621
899.6067828;33.67229394
858.0389087;32.29148013
881.9926479;32.91771115
842.8258693;31.98772962
871.2734648;31.03175093
889.0307899;33.36600994
841.2246485;31.18210446
901.0840214;32.77162744
858.3745929;30.4583778
872.6039862;31.94297879
885.3322084;32.96353245
852.8502781;31.60386828
825.8889957;30.02500672
887.4594527;33.17510756
850.790148;32.36925739
866.8831691;32.36774235
833.9658436;31.36775704
860.3447094;31.49338957
806.7747396;29.12883541
873.1783033;32.20869418
844.4305077;31.54574084
839.2220909;32.76578538
807.2282835;31.96318663
834.1334949;32.59506295
842.0676664;33.02564258
829.7129394;32.46640623
858.6096136;34.05967461
834.6981588;33.02461133
881.8751052;34.72240068
861.7916964;33.1295002
861.2512359;33.95404493
