Relative Time;m/z 35.00 ch3;37/21
0.756;0.056152539;7.911893731
1.512;0.056711875;8.13562948
2.268;0.215763541;7.813163572
3.025;0;8.24991346
3.781;0.215035306;7.533870545
4.537;0.218329879;7.918402025
5.293;0.422772528;7.575491166
6.05;0.418807505;7.506154334
6.806;0.056447207;8.210566093
7.562;0.106080113;7.531018519
8.319;0.26382149;7.392626583
9.075;0.161332023;7.483709277
9.831;0.213500018;7.686971213
10.588;0.211168606;7.4667638
11.344;0.208294745;7.277619543
12.1;0.1074102;7.831781242
12.856;0.056292745;8.095526981
13.613;0.052969831;7.675947826
14.369;0.162527977;8.058681729
15.125;0.223179516;8.289167943
15.881;0.212016108;7.667524882
16.638;0.055015353;8.130490619
17.394;0.109195553;8.078727398
18.15;0.266456869;7.527395869
18.906;0.054030217;7.526480668
19.662;0.206741902;7.583406344
20.419;0.109043167;7.789132293
21.175;0.219659257;7.690767432
21.931;0.104948656;7.332387008
22.687;0.165005384;8.23805989
23.444;0.275158053;8.204769687
24.2;0.266457427;7.820928874
24.956;0.105869972;8.06535086
25.712;0.104914336;7.996109078
26.469;0.108881632;8.035569663
27.225;0.052182026;7.537818527
27.981;0.218449995;8.033659589
28.738;0.051821132;7.544911655
29.494;0.158611432;7.616023489
30.251;0.052706383;8.008881862
31.007;0.105488797;7.738950407
31.764;0.16264474;7.862982293
32.52;0.050032863;7.481337488
33.276;0.106582226;7.701524543
34.033;0.107088559;7.532567694
34.79;0.054262561;7.806520484
35.546;0.105276393;8.058193994
36.302;0.052215588;7.485382678
37.059;0.158556397;7.718550395
37.815;1.0018364;7.57624219
38.573;2.072307371;7.905506391
39.33;3.956218586;7.645949786
40.086;4.078305369;7.780499385
40.842;3.268587421;7.580052267
41.599;2.702011438;7.439292218
42.355;4.271436643;7.537492416
43.112;20.34039038;7.502361827
43.869;64.25867153;7.213065555
44.625;118.5633362;7.707740717
45.382;177.6519803;7.927339585
46.14;233.2182306;7.722949274
46.896;297.5884603;7.965634059
47.653;344.883119;8.19756733
48.409;402.5227267;8.066306886
49.165;442.7384172;7.757664559
49.922;483.5362878;8.095501284
50.679;520.0574191;7.8994417
51.435;533.9824634;7.664334264
52.192;587.7789835;7.88118472
52.948;623.7182585;7.857529632
53.705;613.0567711;7.709554534
54.462;659.437544;8.01288702
55.218;648.6492688;7.859197168
55.974;698.0154354;7.906548691
56.73;666.9792217;7.885006405
57.487;678.0298261;7.792120865
58.244;689.6893093;7.726879866
59;713.4006186;8.120481528
59.757;751.4648678;7.864590931
60.513;714.8131566;7.725786291
61.269;728.5247571;7.588208696
61.894;726.3284884;8.059166644
62.783;756.6450063;7.890206021
63.54;743.0941978;7.832969059
64.297;754.1979493;7.723652709
65.053;791.0577234;7.981137249
65.81;769.6332243;8.301100288
66.566;734.6025228;7.374689392
67.322;784.9988742;8.127448417
68.079;799.0535258;8.398855287
68.835;778.8783763;7.844817298
69.592;799.3812572;8.016684856
70.348;796.8878665;7.631228093
71.105;789.4228516;7.942594045
71.861;813.0762316;7.918520652
72.618;775.7639816;8.146465864
73.374;798.7112059;8.108011365
74.131;778.7410489;7.937445621
74.887;797.7538704;7.696684568
75.643;791.6418939;7.64737451
76.4;811.339993;8.173527876
77.156;788.1793994;7.881830856
77.912;812.5250228;7.766091329
78.669;847.2093659;8.069685493
79.425;768.2283671;7.134503668
80.183;850.4028266;7.935139026
80.94;834.8005502;8.095727113
81.696;882.2026486;8.595291079
82.452;881.4332494;8.37950457
83.209;864.8921761;8.275557268
83.965;824.3580081;7.899033278
84.723;800.2410422;7.849941734
85.48;837.347352;8.103068311
86.236;866.7824806;8.406331075
86.992;809.3726006;7.729810512
87.749;831.2428178;8.021014488
88.506;842.0311877;8.39926587
89.262;817.0283485;7.615833401
90.018;829.852347;7.772003099
90.775;852.464852;7.899068083
91.532;836.0874609;7.75889738
92.288;822.6057506;7.902585107
93.045;855.1264662;7.961846484
93.801;859.7374107;7.846405206
94.558;867.1810675;7.929399914
95.314;853.2272392;7.898994016
96.07;875.033066;8.589407108
96.827;860.7270715;7.77465638
97.583;868.8174715;8.123245583
98.339;841.623099;7.774195902
99.095;831.030779;7.632816516
99.852;847.8977936;7.675100673
100.608;889.9085802;7.951722306
101.365;908.3999658;7.92548854
102.121;835.6285149;8.264498502
102.877;900.4047188;8.265141192
103.634;865.0111423;7.912540458
104.39;862.2792452;7.848732324
105.146;851.6295932;7.728138324
105.902;888.4631359;8.427437383
106.659;859.6810851;7.727094657
107.415;872.0226289;7.874088664
108.172;912.3979683;8.044367504
108.929;864.0689134;7.683012192
109.685;883.4539788;8.437992501
110.442;848.7952293;7.6324575
111.2;876.58264;7.721314555
111.956;852.5455765;8.155375223
112.713;851.0269869;7.552884838
113.469;899.9344753;8.232751184
114.225;890.4825663;8.114790069
114.981;864.0837877;8.048247201
115.738;839.3678899;7.769191612
116.495;861.5095414;7.740328466
117.251;821.6709321;7.415710639
118.01;852.9021129;7.66532925
118.766;871.3361352;7.738349419
119.523;883.4351176;7.863564764
120.279;863.8903917;7.850891598
121.035;869.2848019;7.935367064
121.792;870.1247644;7.743148958
122.548;901.3495519;8.272806139
123.304;916.1971219;7.871657931
124.061;887.4673417;8.349963868
124.817;894.9634312;8.082617871
125.574;926.6364585;8.107352646
126.331;883.1512065;7.78196849
127.088;900.620043;8.138356252
127.844;917.3839185;8.443505257
128.601;911.6808135;8.4939808
129.357;909.2966413;8.190510559
130.113;917.0922933;7.556852302
130.869;874.7080125;7.773705636
131.494;887.7305438;8.1596604
132.382;889.486378;7.881228994
133.14;922.9242193;8.305699852
133.896;864.3188837;7.428216418
134.653;879.8110241;7.547973909
135.409;909.8814124;8.081898874
136.165;911.7340458;8.000970136
136.921;909.5297215;8.080181501
137.68;906.5715375;8.007715772
138.436;893.8416574;7.67585801
139.193;880.1360356;8.239143184
139.949;925.4503504;8.1110915
140.705;890.9491324;7.931386662
141.461;926.7629299;7.806882446
142.218;915.3203424;7.72225282
142.974;896.9745824;8.143833671
143.73;909.2081471;7.982284773
144.486;944.9518544;8.335789476
145.243;900.4303228;7.472096694
145.999;913.3256973;8.191373355
146.755;894.1425086;7.789118603
147.511;884.335318;7.619292909
148.269;921.9006304;8.153659456
149.025;960.217366;8.305289046
149.781;934.0956723;8.529872198
150.538;906.9982298;7.919056368
151.294;914.1832314;8.112803423
152.05;916.4204973;8.160787474
152.807;875.2673312;7.752039465
153.563;880.5570975;7.75927459
