experimental,experimental time (h)
7.552694829674574e-05,0.0
8.553160934460347e-05,0.00020694444444450087
7.161679866811947e-05,0.0004138888888888994
6.371986830252819e-05,0.0006208333333334003
7.704802028554748e-05,0.0008277777777778005
0.00010921360008963636,0.0010347222222222997
0.00014268355132036632,0.0012416666666667
0.00025807373012945,0.0014488888888889006
0.00038213150139315005,0.0016555555555555993
0.0006844384269375,0.0018627777777778
0.0011568158921516501,0.002069722222222301
0.0016405924861315501,0.0022766666666666994
0.00212904128878025,0.0024836111111112003
0.00304836717136215,0.002690833333333401
0.00386688022197685,0.0028977777777777994
0.0044990218508311,0.0031047222222222986
0.0054331714054483005,0.0033116666666667006
0.00678009939576765,0.0035186111111111997
0.00720401820101875,0.0037255555555556017
0.00800408042974355,0.0039325
0.00895825002626495,0.004139444444444499
0.00991169021283455,0.004346388888888901
0.010411927749482599,0.0045533333333334005
0.010712676184153551,0.0047605555555555994
0.0112858788308682,0.004967500000000001
0.0120900639438679,0.0051744444444445006
0.01285403691804475,0.005381388888888899
0.0134775531537418,0.005588333333333402
0.01448936230331285,0.0057952777777778
0.015896471414676303,0.006002222222222299
0.01529405487839985,0.006209166666666701
0.014628892295620699,0.0064161111111112005
0.01649336868829325,0.006623055555555599
0.0155481126813365,0.006830000000000001
0.0163352280607281,0.0070369444444445
0.01797761946288,0.007243888888888899
0.01720721695722365,0.007450833333333401
0.01760764439791835,0.0076577777777778
0.01805702244845945,0.007864722222222299
0.01956719975039525,0.008071666666666701
0.0190479904377538,0.0082788888888889
0.0200204519749134,0.008485833333333399
0.019724960416830452,0.008692777777777801
0.02077699666796155,0.0088997222222223
0.021122140018278147,0.009106666666666699
0.0213117130403721,0.0093136111111111
0.0203200633910078,0.0095205555555556
0.021352734366362203,0.009727500000000002
0.01952826641790615,0.009935000000000001
0.02196540565442795,0.0101419444444445
0.021818609513475848,0.010348888888888899
0.020800402800303548,0.010555833333333401
0.0224867759204829,0.0107627777777778
0.02285789308695665,0.010969722222222299
0.023517834407415547,0.011176666666666701
0.0213677439013243,0.0113836111111112
0.023658529896424398,0.011590555555555599
0.0239953569996679,0.0117975
0.02366113832347995,0.0120047222222223
0.024304850011383952,0.012211666666666699
0.02224009828301455,0.012418611111111201
0.023209538961778402,0.0126255555555556
0.0245871584682996,0.012832499999999998
0.02440757841737795,0.013039722222222301
0.0241411278522443,0.0132466666666667
0.026117474018344848,0.013453611111111199
0.02578800624842445,0.013660555555555601
0.0254035875408653,0.0138675
0.0260137146398548,0.014074444444444499
0.0263176214321552,0.0142813888888889
0.0264236127955246,0.0144883333333334
0.02719873807902735,0.014695277777777798
0.02563404834783985,0.014902222222222301
0.02640041690028655,0.0151091666666667
0.027417932742429853,0.015316111111111199
0.0276822117362381,0.0155230555555556
0.02767458265006675,0.01573
