experimental,experimental time (h)
3.2401055044714145e-05,0.0
3.397776238112546e-05,0.00020694444444450087
2.2408799863836846e-05,0.0004138888888888994
3.0312933665647634e-05,0.0006205555555555999
3.8038830421892184e-05,0.0008277777777778005
2.2931887741070932e-05,0.0010349999999999995
3.244484916378986e-05,0.0012419444444445003
2.7415516573206246e-05,0.0014494444444444997
3.7575103024246366e-05,0.0016563888888889
4.072311397323153e-05,0.0018633333333334008
2.3482775479760247e-05,0.0020702777777777993
3.291731332180804e-05,0.0022772222222223
2.570372710623883e-05,0.0024841666666667005
2.8720276902326192e-05,0.0026911111111111996
4.0440987281660965e-05,0.0028980555555556
2.211080615168768e-05,0.003105
1.9082579606356157e-05,0.0033119444444444993
3.248121582018439e-05,0.0035188888888888995
2.5460504585663996e-05,0.003726111111111201
3.319188886285261e-05,0.003933055555555599
3.081568325884709e-05,0.00414
2.9904331865306415e-05,0.0043469444444445005
3.9420803215009544e-05,0.004553888888888901
2.044429331673472e-05,0.0047608333333334
2.8808005680349707e-05,0.0049677777777778
4.127264249597007e-05,0.005174722222222299
3.423247244026406e-05,0.005381944444444502
3.627456971750347e-05,0.0055886111111112
3.8006852415080424e-05,0.005795555555555599
3.3983677734286135e-05,0.006002777777777801
3.6223255801539234e-05,0.0062097222222223004
2.4541829052929668e-05,0.006416666666666699
2.6250939706269264e-05,0.006623611111111202
3.302935501437538e-05,0.0068305555555556
2.3541575304580464e-05,0.007037499999999999
2.7677678453108848e-05,0.007244444444444501
3.354822282004491e-05,0.0074513888888889
3.6176499773444153e-05,0.007658333333333399
4.590350178889325e-05,0.007865277777777801
6.289956018324913e-05,0.0080722222222223
5.458117544550317e-05,0.008279444444444499
6.352409683726551e-05,0.008486388888888901
6.912198251578405e-05,0.0086933333333334
6.790274788080117e-05,0.008900277777777799
0.0001141054789920737,0.009107222222222301
0.0001282154528679,0.0093141666666667
0.00013695030477303333,0.009521111111111199
0.00018408200663450001,0.0097280555555556
0.0002164552085203,0.009935
0.00026730935524610003,0.010141944444444499
0.00026813641787166667,0.010349166666666701
0.00033277726037649996,0.0105561111111112
0.0003318276529556,0.010763055555555599
0.00042792100697853336,0.01097
0.0004626725669113001,0.0111769444444445
