m/z 35.00 ch3;37/21
0.267889982;17.10048873
0.364954101;15.92569315
0.293602108;15.94132619
0.180897401;15.64534085
0.251858578;16.21265085
0.408631625;15.78416667
0.07075584;16.02330919
0.20912093;14.97143152
0.321617747;15.17057331
0.175839257;15.24329354
0.17819718;16.5352107
0.361092576;17.40629334
12.44594692;16.61865272
19.45924238;16.83911832
159.7092829;16.29982311
1691.734182;11.97438262
2723.286723;8.634424738
2874.603733;7.847451693
3476.507405;6.712350453
3306.904314;7.238399965
4115.435945;6.300525069
4548.923648;5.526006468
4997.72024;5.252806542
5197.494424;4.619927184
5557.050924;4.97198993
5610.246073;4.410662901
5881.87825;4.754898806
6050.185736;4.479048823
6215.089601;4.214208283
6372.409568;4.454282939
6316.753622;4.183384277
6717.453953;4.386684732
6387.328144;4.087666927
6726.930025;4.067294633
6865.680313;4.351665314
7142.816125;4.315948424
6804.730122;3.854975171
6847.276105;3.943138303
7010.859573;4.059549157
7019.317209;3.927818185
7572.642553;4.179671198
6989.2508;3.999171338
7287.96441;3.937570193
7621.67875;4.030743538
7151.518971;3.739988771
7147.200562;3.847458475
7512.9924;4.06306399
7430.877664;3.993115269
7390.884083;3.701035543
7392.206876;3.84878332
7565.186087;3.725671737
7427.089066;3.818579787
7683.257167;3.903943067
7384.029679;3.807946764
7782.409651;3.866857973
7803.936379;4.010546407
7622.274485;3.882720698
7768.126918;3.790127445
7663.402948;3.681521826
7775.724692;3.857838663
7777.66412;3.806438372
7715.337318;3.708168372
7981.562151;3.960015455
8026.700584;3.873851286
7662.034341;3.574770182
8092.226259;4.02233617
7727.872878;3.802228785
7952.459342;3.838442624
8016.933027;3.941814192
7894.759148;4.025091644
7672.133696;3.770985727
7981.754024;3.878011432
7863.999771;3.64222692
8032.23722;3.836410131
8270.769914;4.240410336
8001.747741;4.005239192
7974.275425;4.005217838
6953.743767;4.11791192
6501.764106;4.170474818
6561.008686;4.1452444
6877.189546;4.155067529
6917.326561;4.41229046
6922.694938;4.321865072
6582.993656;4.07841332
6851.702413;4.339148663
7169.753099;4.270573002
6921.961548;3.809336756
6903.826853;4.092680592
6927.057584;4.380720564
6546.112043;4.353643741
6346.972669;4.317251914
6226.600577;4.461749266
5948.438616;4.718885857
5570.746052;4.545838577
5595.017475;4.989474829
5327.333557;5.173000243
5247.613443;5.264274069
5194.95234;5.362705076
5138.055189;5.150410959
5180.567615;5.343627047
5147.047223;5.432475489
5191.660752;5.460981915
5105.093339;4.802276858
5195.912736;4.987764594
5127.106283;5.090851544
5266.478181;5.129836439
5027.161789;4.935657713
5215.689734;5.131544557
5303.345955;5.524788878
5226.356874;5.051438751
5089.017327;4.895316093
5228.657232;5.140321304
5455.300472;5.266516365
5376.10195;5.174147521
5346.018429;4.956540165
5417.680642;5.148742516
5404.90518;5.139777667
5379.156487;4.924955148
5194.602395;5.273570405
5199.7667;5.397649549
4994.978671;5.128428818
5127.958192;5.382734788
4835.435136;5.467270796
4938.622429;5.964932863
4950.810137;5.921575134
4620.965262;5.621039162
4676.972394;5.896094732
4708.797042;6.22362492
4455.897008;5.773175975
4692.663922;5.941269609
4670.169576;6.009812521
4693.074839;5.837397789
4716.05792;5.889989607
4678.448523;5.888021715
4736.772308;5.51504722
4812.329105;5.564172852
4803.303242;5.824552658
4863.592526;5.784212671
4658.704924;5.717763281
4745.244438;5.823380657
4730.819325;5.961164856
4671.439023;6.074218916
4501.556649;5.819403889
4656.731735;5.651490589
4696.585697;6.023678323
4584.108909;5.642166102
4528.715995;5.641550881
4537.231349;5.771860467
4593.090527;6.045310791
4586.58748;5.854566492
4586.750249;5.918634626
4779.270736;5.936075438
4706.150229;6.020683196
4725.532631;6.305091466
4700.695722;6.115688893
4620.639779;5.557361694
4604.54844;5.713158876
4559.736096;5.784846448
4653.87838;5.805155569
4823.974895;6.132055909
4777.647315;6.083879576
4606.430465;5.679182175
4749.014535;5.610785045
4631.42573;6.093197566
4639.499622;5.81312706
4642.891204;5.696168269
4551.419204;5.809200264
4748.605675;6.338589972
4523.9571;5.851513339
4471.323206;6.551747039
4287.300644;6.167988286
4378.095441;6.553967871
4239.577458;6.400979353
4274.967661;6.877832721
4124.038893;6.453950017
4070.943687;6.72311937
4055.946669;7.062423968
3936.471301;7.13496538
3889.233731;7.15462646
4012.11294;7.195643563
4024.469485;7.091157614
3825.264459;6.991451049
3898.463783;7.065154807
4009.178366;7.336625574
3849.239032;7.511873145
3855.93519;7.338610124
3970.063067;7.938927333
3983.540382;7.762973718
3872.628928;7.513927708
3844.416305;7.557662607
3865.381866;7.230551293
3845.329891;6.856833284
3989.369555;7.085533025
3921.353364;7.046556883
3951.850889;7.363844872
3965.064702;7.376483369
3886.757894;7.30198675
4053.029041;7.605431005
3919.317677;7.462114617
3979.817538;7.589997908
3949.712978;7.283628266
3842.693692;7.377593696
3777.054201;7.3852402
3833.901453;7.704882063
3727.917655;7.370079241
3764.458186;7.45278263
3851.963885;7.801072799
3895.393444;8.009876424
3840.079486;8.332675454
3595.518478;7.463344984
3633.14187;8.135288675
3592.562776;7.833878179
3610.949222;7.58945032
3601.052096;8.291662057
3718.628171;8.526472437
3639.323999;8.035101898
3585.142421;8.186108589
3599.842087;8.321566584
3531.167119;8.339167802
3601.023272;8.360877466
3686.414077;8.669942059
3592.955431;8.417750979
3781.704562;8.7867832
3602.21695;8.417928276
3584.591463;8.403989836
3641.01789;8.808111079
3514.52618;8.636754739
3497.0259;8.770647849
3425.318432;8.548666968
3409.227787;8.949660272
3368.148418;8.849311735
3417.826125;9.17627082
