experimental outlet,experimental inlet,experimental time (h)
0.0001736874299097,2.122994556960984e-05,0.0
0.0001325860406561649,2.278420663097017e-05,0.00020694444444440026
0.00012199850475280691,0.00023031020555478094,0.00041388888888890026
0.0001294379581456914,0.0112914491874965,0.0006208333333333005
0.00013680974172354998,0.026449329046475352,0.0008274999999999992
0.0001366261853738145,0.0397773545974594,0.0010344444444443995
0.00012420337245635,0.04342169738112145,0.0012413888888889004
0.0001503622443303,0.0459210871543219,0.0014483333333333006
0.0001286505390635,0.0513487544244732,0.0016552777777777998
0.00011287635468320824,0.05132800642391455,0.0018622222222222
0.0001616696804436,0.051511953975676,0.0020691666666666003
0.0001263166684923,0.0545967940777112,0.0022761111111110994
0.000139433122717,0.055836171637152196,0.0024833333333333
0.000142116775029643,0.055721967807041806,0.0026902777777777992
0.00018260160939195,0.058123200199290154,0.0028972222222221995
0.00017857974345454998,0.0583502432555449,0.0031041666666665997
0.00033711685637375,0.057860525555525705,0.0033111111111111006
0.00058674270630195,0.060895793917070604,0.003518055555555499
0.0011047873359,0.05782159446484375,0.003725
0.0016505223488232,0.0568155981359579,0.003932222222222201
0.0023843850568835,0.063957525105082,0.004138888888888899
0.0037355987766448003,0.061076667394274795,0.0043458333333333
0.005112182653526649,0.0614540080545674,0.0045527777777777
0.0069048031105465,0.0647245614077491,0.004759722222222199
0.007745679671764901,0.05855360519886345,0.004966666666666599
0.009639881780976,0.06026167115338925,0.0051736111111111
0.01080907957778955,0.06071050378589085,0.0053805555555555004
0.01320610367530625,0.061380875716969804,0.0055875
0.015121777808316802,0.06330356675896605,0.0057944444444444
0.0160116175114913,0.06301967025841346,0.006001388888888899
0.01729181390319795,0.0626336707218609,0.006208333333333299
0.018989609988778453,0.060468298298596054,0.0064152777777778
0.0202414530264177,0.06362151914261205,0.0066222222222222
0.0209274994848013,0.0596283383812338,0.006829166666666601
0.023290306245443,0.0624989329958682,0.0070361111111111
0.02199302125739245,0.0614434775560429,0.0072430555555555
0.024235739930406598,0.061137519903973946,0.007449999999999999
0.0252848599524074,0.0627303644661675,0.0076572222222222
0.02571227992651075,0.06311718220799485,0.0078638888888889
0.027849450194594852,0.0624312134234946,0.008071111111111098
0.027147464630238,0.0588111790867656,0.0082783333333333
0.0265789927335343,0.06175731869940445,0.0084852777777778
0.02926842195854415,0.061571016322753455,0.008692222222222198
0.02980364670836485,0.0646763673170124,0.0088991666666666
0.0289969946853821,0.060577762530091006,0.0091061111111111
0.0304342859956409,0.0610704417419533,0.009313055555555498
0.0312695088044515,0.06410569534843555,0.009520277777777798
0.0318767362543096,0.0620844732662826,0.0097272222222222
0.031289480428038904,0.06682501163299705,0.009934166666666598
0.0304630098105377,0.060160563561985445,0.010104722222222199
0.03304781384043075,0.06477760543744546,0.0103480555555555
0.0334000237558718,0.0631572179857504,0.010554999999999998
0.03284685877461275,0.0602690380897075,0.0107619444444444
0.0344272689152611,0.05978869892504965,0.0109694444444444
0.0335999962798514,0.0669629760507931,0.011176388888888899
0.03307295055946825,0.06643330460547564,0.011383333333333297
0.03336930452506115,0.0628122946977012,0.0115902777777777
0.0350833825501092,0.0629537837603577,0.011797222222222199
0.0339616847427143,0.05981431883271755,0.0120041666666666
0.0342912056120451,0.06323653068438276,0.0122111111111111
0.0350713929240915,0.06439929938263195,0.012418055555555498
0.03513790695892095,0.0673067754254246,0.012624999999999997
0.03685488483763065,0.06335311152343864,0.0128322222222222
0.0367211277262146,0.0625659967007184,0.013039444444444399
0.03754212984775415,0.06450042174792285,0.013246388888888898
0.037633201805368305,0.06515144397265445,0.0134533333333333
0.03781802880255965,0.06522116276748055,0.013659999999999999
0.03579982804627255,0.0632616055870269,0.0138669444444444
0.0369251451476358,0.06228900421630815,0.0140738888888889
0.039186177820592555,0.0623273620303207,0.014281111111111099
0.038348882684391655,0.0653476005723241,0.0144880555555555
0.0379443745199747,0.06538458025604019,0.014695
0.03772806744858815,0.0603002664318116,0.014901944444444398
0.0395696687132868,0.0639586934321605,0.0151091666666666
0.03871033324786505,0.0643681890563432,0.0153161111111111
0.03910797514513485,0.0638847258601423,0.015523055555555498
0.03917418925231875,0.0607395014136726,0.015730555555555498
0.0398088346119004,0.0654670942838132,0.0159375
0.040765035905956454,0.0598668660361494,0.0161444444444444
0.038447136157145054,0.06784340864941546,0.016351388888888898
0.041082854017117545,0.06857726076245915,0.0165586111111111
0.0402390359383226,0.0669080106533201,0.0167655555555555
0.0398216330093666,0.06287325641007149,0.016973055555555498
0.04464112835156505,0.0670831946283425,0.017179999999999997
0.04179315648586325,0.06112648175288915,0.0173869444444444
0.03984366323219525,0.06682571378647234,0.0175938888888889
0.0403480773521732,0.0641737309078049,0.0178008333333333
0.04194479124632595,0.06360471432198694,0.0180077777777778
0.03999864799592195,0.061569228746179,0.018214722222222198
0.04178791978262095,0.06647172601384971,0.0184216666666666
0.04073100462969645,0.0626515637478867,0.0186286111111111
0.0415541831737888,0.061066473472714,0.018835555555555498
0.039861377912838,0.06694367450234635,0.0190425
0.039116956939892755,0.0623582643423278,0.0192494444444444
0.04316288723482605,0.0628512541454589,0.019456388888888898
0.04230454858468485,0.0615204560966332,0.0196636111111111
0.040450592249165404,0.06465928410982055,0.0198705555555555
0.0412137371559505,0.0624457751161962,0.020077499999999998
0.04311329616100505,0.06916217527609105,0.0202844444444444
0.045505090380495605,0.06692526880016059,0.0204913888888889
0.04010136977544835,0.06649329947347554,0.020698333333333298
0.043549475773783,0.06205083195058865,0.0209052777777778
0.041447572953852554,0.066562723190876,0.0211122222222222
0.043787865163514794,0.06665908866246816,0.021319166666666597
0.039427036841579,0.06950027638417505,0.0215261111111111
0.04555166758321015,0.06456533628566186,0.0217333333333333
0.0408589487568893,0.06424739808160244,0.021940277777777798
0.043879336428594345,0.0630972541009647,0.0221472222222222
0.043174509226985555,0.06588993129856219,0.0223541666666666
0.04199091967987055,0.06521311935615509,0.022561388888888898
0.044086970312989845,0.0683668489271403,0.0227683333333333
0.0428617293911445,0.06872787317290245,0.0229752777777778
0.04341896847904485,0.065927936059862,0.023182222222222198
0.042654669744961904,0.0654783151241214,0.0233894444444444
0.04279579946384095,0.06444767835296675,0.0235963888888889
0.0412204389075878,0.06391448240001191,0.023803333333333298
0.04297188658875595,0.0618313490083372,0.0240105555555555
0.04198112730030295,0.06677109574765161,0.024217499999999996
0.041788099070934254,0.0645095495645788,0.024425000000000002
0.044430384830254646,0.06212825344059755,0.024595555555555496
0.045268804586668696,0.06352323494827615,0.0248391666666666
0.04270697056494515,0.06693150971977825,0.025046111111111102
0.044361953961312095,0.06658658413857979,0.025252777777777798
0.043630140847694204,0.06808411376411505,0.025459999999999997
0.045163957702095955,0.0686523057779165,0.025667222222222202
0.043039074188928494,0.06675789782847925,0.0258741666666666
0.04242868335747915,0.06509851385467115,0.026081388888888897
0.04248355908682485,0.0661895796014065,0.026288333333333296
0.04333848905003185,0.06572475332084216,0.026495277777777798
0.04300040340776025,0.06735116086197554,0.026702222222222197
0.0442008048272175,0.0680986328403082,0.026909166666666602
0.041459088824257945,0.0686460882902663,0.027116388888888898
0.0457757864159421,0.06647962231532785,0.027323333333333297
0.04502566477284195,0.06443237003430125,0.0275302777777778
0.0437484794629896,0.06397423038769755,0.027736944444444397
0.0457612540077239,0.06503602935893671,0.027944166666666596
0.043983308974088794,0.0683065925704019,0.0281511111111111
0.04596848893425355,0.0677975396647952,0.028358055555555498
0.04532976224119935,0.0654208315838349,0.028565
0.04651686062251235,0.06483345448329725,0.0287719444444444
0.0461689903953807,0.06834674266738325,0.0289788888888889
0.0427765882477093,0.06321562316769949,0.0291858333333333
0.0448531817465818,0.0628415081572737,0.029392777777777802
0.045336230843814954,0.06588614376192375,0.029600277777777698
0.047493881168319846,0.0639292778689934,0.0298072222222222
0.04391371086842675,0.06657275410223895,0.0300144444444444
0.04671381930741145,0.0695264310526761,0.030221388888888902
0.04504781589652985,0.06972234775322655,0.0304283333333333
0.0438927447412452,0.0637385570234766,0.030635277777777796
0.0467087868284396,0.0688194245859068,0.0308422222222222
0.04380338701294315,0.07077771625689165,0.0310491666666666
0.04598112588481375,0.0637663800841024,0.031256111111111096
0.046248050293930046,0.0658952838147647,0.0314630555555555
0.0444681424947557,0.0641271932482155,0.03167
0.0452040468410875,0.0657681008708211,0.0318769444444444
0.0457312402090461,0.06585452025567276,0.0320841666666666
0.0463625250297705,0.06528911378337655,0.032290833333333296
0.043469779229144995,0.0677249488552784,0.0324977777777778
0.04775073773697765,0.06494971288746815,0.032705
0.043913485419827,0.0635275683499506,0.032911666666666596
0.04780875231609505,0.0633783856633032,0.0331186111111111
0.045178644766709505,0.0640490930352271,0.0333255555555555
0.04503102648234905,0.0644672145413406,0.0335325
0.04709331234562935,0.06370058283384786,0.0337394444444444
0.047009290949832847,0.06715354109248806,0.0339466666666666
0.04567547538961515,0.061805765820554755,0.0341536111111111
0.04505296985860545,0.06736384007043886,0.0343605555555555
0.0470892841533627,0.0639791862480345,0.0345675
0.0471179930856218,0.0671114619830856,0.0347744444444444
0.045795343819285905,0.0629761570996891,0.0349813888888889
0.0477052467652693,0.06847753282031965,0.0351886111111111
0.046807691969874346,0.06799365966876444,0.0353955555555555
0.0451525625486581,0.06562758140531291,0.0356025
0.04500766937868845,0.06721898826571329,0.0357730555555555
0.0470013420112847,0.057675475859103306,0.0360166666666666
0.04332688947949235,0.0365353458345804,0.0362236111111111
0.048016099363218046,0.0227167651398805,0.0364305555555555
0.04898228952891155,0.0167919125618013,0.036637499999999996
0.04834501207033205,0.01195103159446535,0.0368444444444444
0.0477482775731844,0.00994623604411545,0.0370513888888889
0.0469432296380517,0.0088999036134049,0.037258333333333296
0.049004007579818404,0.00822267545734075,0.0374652777777778
0.0455617455882365,0.00730902571812915,0.0376722222222222
0.04879777025039815,0.00695410671969675,0.037879166666666596
0.049243579846328295,0.00678725543696295,0.0380863888888889
