H2S concentration in g/m^3,DMS concentration in g/m^3,mm concentration in g/m^3,Time in h
0.0,1.0231172851372358e-06,5.860322611929671e-07,0.00048666666666666666
6.6282747474258015e-06,2.7324972502661933e-07,2.7390288505487113e-07,0.0009738888888888888
7.233193612150724e-06,1.0274966134234923e-06,2.9427190884014036e-07,0.0014605555555555557
1.3105399117300743e-05,5.477733978062574e-07,4.11812677750554e-07,0.0019472222222222221
6.82220359882676e-06,5.556536651895616e-07,1.2532063288964243e-06,0.002433888888888889
1.3622336539494265e-05,5.618193808226183e-07,2.8158005264531844e-07,0.0029208333333333334
6.469564298851702e-06,1.2107924143648333e-06,9.439726368265638e-07,0.0034075
3.514991875955526e-06,4.221982423488742e-07,1.5517578165872733e-06,0.003894166666666667
1.4370418717518646e-05,5.75860404094476e-07,7.215426241008271e-07,0.004380833333333334
1.67315196227215e-05,9.688908335776962e-07,2.774885729346574e-07,0.004868055555555555
3.6489707018486055e-06,8.761346802893073e-07,8.7823106973464e-07,0.0053549999999999995
1.0352717981105312e-05,4.1928386022695947e-07,7.004706456735603e-07,0.005841666666666667
2.053500010422736e-05,8.450834666776982e-07,5.647354002813604e-07,0.006328611111111111
0.0,6.841470546564664e-07,8.22940128491338e-07,0.006815277777777778
1.1213904862472603e-05,1.0457043127224905e-06,1.4974333050826334e-07,0.007301944444444444
7.09854039007681e-06,1.0107132865202411e-06,4.341967429148272e-07,0.007788888888888889
1.4444326827266562e-05,1.013672134114917e-06,2.9031184374438036e-07,0.008275833333333333
3.230826839095615e-06,6.743879329581447e-07,4.0559738807245957e-07,0.008762500000000001
6.937029876561949e-06,1.4142562628820093e-07,1.4176364796476186e-07,0.00925
1.3970676156374787e-05,1.0065044325035556e-06,5.765215679863441e-07,0.009736666666666666
1.0670771787805512e-05,1.1493322798814397e-06,1.4401006716916162e-07,0.01022361111111111
1.0166782425743763e-05,8.524420176525262e-07,2.848261860796914e-07,0.010710277777777779
0.0,1.1108739410225013e-06,6.959576928842933e-07,0.011197222222222223
1.3364702658518946e-05,6.932516186375385e-07,6.94913382071028e-07,0.011684166666666667
1.106701202895145e-05,5.989223705726537e-07,1.200704849550781e-06,0.012170833333333332
6.4920120314737514e-06,8.113707874994007e-07,4.0665432838894586e-07,0.012658055555555556
1.021663320010149e-05,8.382125609171429e-07,7.001787266859518e-07,0.013145
3.3145775369604357e-06,1.3742017756132897e-07,2.7549465708055457e-07,0.013631666666666667
0.0,5.622252619186151e-07,1.1271254449198582e-06,0.014118333333333333
9.931060937860274e-06,6.868420323748727e-07,9.638784727478213e-07,0.014605000000000002
0.0,5.65939233533891e-07,1.8436950115998821e-06,0.015091944444444446
3.401777528606654e-06,1.4061433893842185e-06,8.457037592992095e-07,0.01557861111111111
1.0215623661350974e-05,3.332752084263828e-06,6.959810679536363e-07,0.016065555555555555
1.2892255642001594e-05,4.593931037867578e-06,1.8961313772345925e-06,0.01655222222222222
6.405113357357731e-06,1.0155084861670268e-05,6.696948502574682e-06,0.017038888888888888
6.998228146939233e-06,1.6910684486778075e-05,1.2210508557916678e-05,0.017525833333333334
1.3700246254338407e-05,2.4519862667644754e-05,1.638566694014066e-05,0.0180125
6.985746366262062e-06,3.5546539372459255e-05,2.536965758226811e-05,0.018499166666666664
6.676348285675673e-06,4.8968602105353954e-05,3.21784311032856e-05,0.01898611111111111
3.3224958967392365e-06,6.395264352743108e-05,4.305576741607821e-05,0.01947277777777778
1.090797762675675e-05,7.968145345584683e-05,5.300332314869706e-05,0.019959722222222222
9.934867526637707e-06,9.025096827573621e-05,5.232476335438797e-05,0.02044666666666667
1.8238487237225173e-05,9.888601678444177e-05,6.982315184579414e-05,0.02093333333333333
3.3834552370385345e-06,0.00010616481515532751,7.324882010336697e-05,0.021420277777777778
1.3407199147111567e-05,0.00011675178909409385,7.504437461803327e-05,0.021906944444444444
1.0177909169479942e-05,0.00012265921707428878,8.113423287419886e-05,0.022393888888888887
3.521051703879593e-06,0.0001303817680154056,8.255026092577403e-05,0.022880555555555557
1.0269934559963027e-05,0.00014230464118092506,8.825090798589423e-05,0.023367500000000003
7.465730481992645e-06,0.00014505868763085294,9.847129303183427e-05,0.023854166666666666
3.3193555626876915e-06,0.00014941354436887958,9.115900486777392e-05,0.024341111111111112
9.74371755683791e-06,0.00014804396072316554,9.150980702296157e-05,0.024828055555555555
3.6592459649658165e-06,0.00016413137520144574,9.708642221961588e-05,0.02531472222222222
1.0162719741522502e-05,0.00016149471726788333,0.00010249192400777222,0.025801666666666667
2.0993610724521326e-05,0.00016676819424462277,0.0001046401195180187,0.02628861111111111
