H2S concentration in g/m^3,DMS concentration in g/m^3,mm concentration in g/m^3,Time in h
7.202997156679195e-06,1.0196803703291095e-06,1.4601575026808531e-07,0.00048666666666666666
1.0692517673799027e-05,4.401667798659715e-07,4.4121870065309986e-07,0.0009733333333333333
7.442786427877596e-06,4.505025255872098e-07,4.5157796265510337e-07,0.0014602777777777778
3.442003396847793e-06,1.0006673429123088e-06,4.2988024697775663e-07,0.0019469444444444445
1.655388947877991e-05,8.410530608085811e-07,0.0,0.002433888888888889
1.587567252751296e-05,1.34386726506161e-07,4.0412435159098103e-07,0.0029205555555555556
9.792101414364943e-06,0.0,0.0,0.003407222222222222
7.587009841802479e-06,6.110836035669445e-07,1.5313581986753811e-07,0.003894166666666667
6.7248269604861875e-06,0.0,4.2528183610745253e-07,0.004380833333333334
1.3849720115810548e-05,4.3171253949014085e-07,0.0,0.004867777777777778
1.9727171728932404e-05,4.14796660169363e-07,4.157852081957374e-07,0.0053549999999999995
3.31190753209883e-06,5.56139687141302e-07,1.3936609968125118e-07,0.005841944444444444
1.4144678815991626e-05,4.3699541476626777e-07,0.0,0.006328611111111111
0.0,1.5343455215962382e-07,3.076044962768554e-07,0.006815277777777778
3.274940970705323e-06,2.755105548584052e-07,1.3808506981518093e-07,0.007302222222222222
1.375248417671998e-05,2.860151081139355e-07,2.866985083401052e-07,0.0077891666666666665
1.4229524931572465e-05,2.9231473394942527e-07,2.930133610583116e-07,0.008275833333333333
1.841147759054924e-05,1.4952358374999074e-07,5.995261285362462e-07,0.008762500000000001
0.0,2.8389153150383556e-07,4.268541928649993e-07,0.009249166666666666
1.4247566806935284e-05,7.213252166217002e-07,2.8921957197862986e-07,0.00973611111111111
3.476788699276727e-06,7.210302265054085e-07,4.3365506338047753e-07,0.010222777777777777
2.143550911046382e-05,8.706906671062784e-07,0.0,0.010709444444444445
1.7744505651606928e-05,0.0,2.9092560145037806e-07,0.011196944444444443
6.759332202935145e-06,6.994639887042756e-07,5.609106158284014e-07,0.011683611111111112
9.807968584573284e-06,8.282320980652864e-07,2.7673768095601695e-07,0.012170277777777778
1.0020977759568164e-05,1.253781514073241e-06,2.7928280439850794e-07,0.012657222222222222
0.0,6.824585992895807e-07,0.0,0.013144444444444445
6.40436196553673e-06,0.0,0.0,0.013631111111111111
9.642421081079639e-06,4.101266309984655e-07,1.3703418759127405e-07,0.014118055555555556
3.388913871349671e-06,1.4136293422848268e-07,0.0,0.014604722222222222
1.718464002184232e-05,9.920652622258859e-07,1.4206208874428882e-07,0.015092222222222222
1.0343231534774655e-05,0.0,1.4353471554040177e-07,0.01557888888888889
3.5722953823010885e-06,4.38668335775779e-07,1.465721145195791e-07,0.016065833333333335
6.94781920385888e-06,4.315351286587116e-07,2.8837878305364045e-07,0.0165525
1.0611605944880695e-05,2.897423555737138e-07,2.9043435002311213e-07,0.017039166666666668
9.726291494898175e-06,8.243518495108926e-07,2.7544175129857846e-07,0.017525833333333334
3.414480057353464e-06,5.701695614396916e-07,2.857643228546449e-07,0.0180125
1.3840907398210884e-05,2.8709411119268056e-07,1.4388899843617397e-07,0.018499444444444443
2.0922532748638686e-05,7.225357093470825e-07,2.897058931365626e-07,0.01898611111111111
1.0763778035740242e-05,1.0283006256867555e-06,1.472522814194274e-07,0.019473055555555552
0.0,7.011663817621315e-07,4.217030823425021e-07,0.019959722222222222
1.3673214795172394e-05,4.1926950901357464e-07,7.004545414000174e-07,0.02044666666666667
1.113998309985758e-05,0.0,0.0,0.02093333333333333
6.6165291422044205e-06,4.1866194684271873e-07,1.3988794188418295e-07,0.021419999999999998
1.2706552913754705e-05,5.377373878208752e-07,0.0,0.021906666666666668
7.426171816678963e-06,3.005655266658075e-07,1.506422238435409e-07,0.02239361111111111
3.314195023055613e-06,0.0,0.0,0.022880555555555557
2.366633966858161e-05,4.213847610733358e-07,2.815927292353616e-07,0.023367500000000003
1.415232933109632e-05,4.3479718851274527e-07,0.0,0.023854166666666666
6.889705826059825e-06,4.2921576419068397e-07,0.0,0.024340833333333332
6.258010964654616e-06,6.649226450128843e-07,1.3330299852618749e-07,0.024828055555555555
1.2792967779594207e-05,5.407428194241873e-07,1.3551004020170715e-07,0.025315
1.5967468962784338e-05,2.7233671444712006e-07,2.7298778969626313e-07,0.025801944444444443
1.028516642006209e-05,2.8298384854059066e-07,1.4183012131393099e-07,0.02628861111111111
3.507488064051087e-06,1.4450768371026463e-07,0.0,0.02677527777777778
1.0597712720109461e-05,2.923120683985194e-07,1.4650499526977545e-07,0.027262222222222222
1.3697922244611833e-05,4.2016370004685146e-07,1.4038787210587418e-07,0.0277125
1.364838180766208e-05,5.65734428311503e-07,2.8353944231844177e-07,0.028235833333333335
1.0298021218971642e-05,4.306414626319486e-07,1.4389204765126467e-07,0.028722499999999998
3.5015237836904753e-06,4.320800285095158e-07,0.0,0.029209444444444444
7.237032088984489e-06,2.9182094101981893e-07,4.3878011014239444e-07,0.029696388888888887
7.254973813041005e-06,2.9331993600927735e-07,0.0,0.030183055555555557
2.4217085001384175e-05,2.851957679603084e-07,0.0,0.030669722222222223
1.0217308982289259e-05,5.232730985201355e-06,4.252900809245642e-07,0.031156666666666666
4.941832449294639e-05,4.395327068983602e-05,1.272797838119469e-05,0.031643333333333336
0.00023478370775671336,0.00010264262615216351,4.594986466946411e-05,0.03213027777777778
0.0003718890932472819,0.00015830536469297915,8.276671897304656e-05,0.03261694444444445
0.00035470823284337226,0.00019482651011765002,0.00011535331014601292,0.03310388888888889
0.0002726139498682813,0.00020551030590812723,0.00013189929892888852,0.033590555555555554
0.0002702413002919958,0.00022332288089067074,0.00015787859100452074,0.034077500000000004
0.00021700903361523356,0.00021978239233574147,0.00015451186488867714,0.034564444444444446
0.00016782097316911618,0.00024336720010706032,0.00018273188889558344,0.03505111111111111
