Relative Time;m/z 35.00 ch3;37/21
0.756;2.121605784;21.62850993
1.512;2.562050994;19.64889412
2.269;2.29117298;20.48763004
3.025;2.382630892;20.01537676
3.782;2.59468511;19.93513359
4.538;2.647638805;19.83861355
5.295;2.400837039;20.16193194
6.051;2.983457451;20.20536643
6.807;3.266244756;19.88793883
7.564;2.517389588;19.513837
8.32;3.195570229;19.91344963
9.076;2.719135551;20.23068574
9.832;2.594406721;19.89184572
10.589;2.463489729;20.09236312
11.345;2.714528703;20.29401253
12.101;2.534435859;20.11287102
12.857;2.782807258;20.96729666
13.614;2.673394265;20.18609875
14.37;2.713400345;20.47654037
15.126;2.500947568;20.6598745
15.883;3.293441855;20.63176386
16.639;2.487494654;19.80160306
17.395;2.808722916;20.05197643
18.151;2.510544044;19.17298097
18.908;2.595676256;20.33309175
19.664;2.744604799;19.64154878
20.42;2.797063667;20.28748575
21.177;2.29692969;20.95828354
21.933;2.650984647;19.74664013
22.689;2.325856383;20.39736294
23.446;2.389816146;20.26790653
24.202;2.226922069;20.76051773
24.959;2.627521922;19.44181874
25.715;2.418653158;19.99089692
26.472;2.407762603;20.04718442
27.228;2.483407758;20.21038967
27.985;2.604199306;20.46866053
28.741;2.687627775;20.55131682
29.497;2.193714163;20.05486559
30.254;2.521656266;20.10622786
31.011;2.452363434;20.32970969
31.767;2.760124223;20.91745939
32.523;2.074275022;20.06670771
33.282;2.701221833;20.8326025
34.038;2.903519394;21.01054192
34.794;2.622663197;19.84180295
35.551;2.052033094;20.85728162
36.176;2.572820724;20.71989942
37.063;2.973997201;19.67358699
37.82;2.351027566;19.81223135
38.576;2.842375812;20.74319891
39.332;2.917918764;20.37323151
40.089;2.019108339;20.14346512
40.845;2.549044916;21.05908592
41.603;2.6145268;20.18129517
42.361;2.597650158;20.28144421
43.118;2.17743355;19.50511228
43.875;2.729880086;19.83833784
44.631;1.971496673;20.22852722
45.39;2.574789732;19.78285012
46.146;2.710881176;20.09896739
46.903;2.455449933;20.72363134
47.66;2.187711373;20.75229908
48.416;2.798434459;20.65742971
49.172;2.72917298;19.96428525
49.928;2.199608355;20.30590342
50.685;2.826758169;20.57846513
51.442;2.573323481;19.81993366
52.198;3.034501552;20.18608148
52.823;2.427303978;19.68344647
53.711;2.533601019;20.31400365
54.468;2.427881865;20.09186606
55.225;2.827016906;20.16574626
55.982;2.995930937;20.21865669
56.738;2.775917683;20.38070091
57.494;2.381843153;19.99404048
58.251;2.317314351;19.87321772
59.007;2.402074157;20.33546227
59.764;2.484798988;20.65415167
60.52;3.100060945;20.11831537
61.276;1.926931712;19.91858503
62.032;2.809640234;20.15092699
62.79;2.480380963;19.91445465
63.546;2.639534737;20.28352275
64.303;2.951064215;19.96354989
65.059;3.587726907;19.40975438
65.815;5.665693536;20.26927935
66.572;11.24587611;19.84955496
67.328;18.33607565;19.71777825
68.085;31.2863073;19.67134828
68.843;54.78874168;19.79118784
69.468;90.24292219;20.52620336
70.355;120.0903415;20.72883617
71.112;150.3452748;19.96370806
71.868;184.4919242;20.11870427
72.625;213.6826936;19.67998172
73.381;232.6361784;18.92692161
74.138;309.1149013;19.41911803
74.894;353.0620371;20.01514874
75.65;394.4913603;19.78967214
76.407;563.8151536;20.30723335
77.163;706.8188125;20.55178803
77.919;757.3985787;20.61553311
78.675;727.0409227;20.90048838
79.432;654.3348142;20.15817737
80.189;666.0676733;20.17747565
80.945;644.658918;20.52513846
81.701;616.291649;20.92792339
82.457;533.0078093;19.34503955
83.213;655.8377594;20.13562327
83.97;730.91765;20.48810286
84.726;795.7124456;20.06351704
85.483;858.571286;20.10753849
86.239;895.9009495;21.33257928
86.995;925.9461898;20.16783795
87.752;909.4613235;20.49931984
88.508;879.1078861;20.97076098
89.265;869.4622663;19.94982687
90.021;914.0095834;20.4007173
90.778;929.0758844;19.62075994
91.534;982.9786864;20.15086248
92.291;1052.893861;20.87567029
93.047;1078.305269;20.40400582
93.804;1054.995846;20.11957718
94.56;1098.803148;20.80157006
95.316;1076.8913;20.41188803
96.073;1090.955873;20.43632782
96.829;1112.66996;20.71008255
97.585;1160.181023;20.39697923
98.341;1149.190415;20.49449402
99.098;1136.724196;21.03028439
99.854;1117.15762;20.81260815
100.611;1114.513422;19.96155187
101.367;1190.480979;20.70004964
102.124;1273.502388;20.43593243
102.88;1262.463432;20.30314466
103.637;1292.973784;20.83009242
104.393;1253.171254;20.82513179
105.15;1221.182364;20.78578465
105.775;1246.114191;19.77532171
106.662;1307.664091;20.60172255
107.419;1331.123284;20.6960372
108.175;1304.457492;19.58464592
108.932;1331.011784;20.56347683
109.689;1293.050405;20.44746321
110.445;1296.517174;20.16139155
111.201;1339.018442;20.50026588
111.957;1422.36952;20.98504621
112.714;1451.736338;20.92430046
113.47;1411.870417;20.74442464
114.227;1426.580264;20.97595252
114.983;1383.630127;20.49844734
115.74;1400.455625;20.65816231
116.496;1392.104605;20.46242463
117.253;1380.15734;20.15381404
118.009;1370.489586;20.22648921
118.765;1383.981887;20.78307783
119.522;1361.162116;20.34675106
120.278;1395.808929;20.2545363
121.035;1409.06852;19.91259474
121.791;1456.422185;20.24911332
122.548;1474.4379;20.63811097
123.304;1447.487087;20.49054282
124.06;1403.911574;20.38461721
124.816;1422.869699;20.30196132
125.573;1464.638684;21.09467387
126.33;1433.24785;20.5385781
127.086;1458.977219;20.33621358
127.842;1455.216242;20.15166132
128.599;1497.241595;20.60717029
129.355;1475.335381;20.24595393
130.111;1479.002909;20.62640412
130.869;1508.011642;20.13975039
131.625;1561.184272;21.02790434
132.382;1470.046057;19.75802728
133.138;1530.188223;20.88972399
133.895;1525.886771;20.86967089
134.651;1519.769549;21.25580846
135.408;1442.193593;19.53230306
136.164;1552.165156;21.03477891
136.921;1487.718521;19.90898637
137.677;1515.931473;19.91453504
138.433;1486.822095;20.29618958
139.19;1519.150418;20.08226047
139.946;1520.205896;20.22454988
140.702;1555.72693;20.97451552
141.459;1557.836113;20.51604049
142.215;1518.748651;20.39550704
142.971;1530.079355;19.99712942
143.727;1557.770249;21.30046026
144.484;1559.469641;20.73778453
145.24;1536.059798;20.83344333
145.997;1576.706306;21.19500523
146.754;1508.366395;20.42272679
147.511;1560.166118;20.38736932
148.267;1529.014781;20.48298297
149.024;1600.335315;21.19946582
149.78;1580.478701;20.71093436
150.537;1540.514103;20.21506535
151.293;1607.270355;21.05607814
152.05;1541.408431;20.3137218
152.807;1583.030881;20.64739947
153.563;1551.616306;20.38573536
154.32;1553.839602;20.4526359
155.077;1614.630933;21.39123879
155.833;1586.184899;20.59453283
156.589;1603.705159;21.17870126
157.345;1551.262498;20.2435707
158.102;1578.343502;20.42462889
158.858;1542.404307;20.08404082
159.614;1636.963374;20.611236
160.371;1625.570955;20.55280291
161.127;1575.121416;19.74679709
161.885;1600.762258;20.48311108
162.641;1597.079549;20.30966011
163.398;1603.954486;20.43048169
164.154;1513.781074;19.63025884
164.91;1551.415707;19.91621347
165.667;1576.193283;20.13945152
166.423;1634.374941;21.17040769
167.179;1653.959182;21.2862202
167.936;1604.012901;20.08865024
168.693;1632.210376;20.90674237
169.45;1603.035585;20.26622671
170.207;1600.509855;20.71545662
170.963;1613.785782;20.51323669
171.72;1619.685789;20.78505857
172.476;1630.962071;20.63188266
173.233;1620.885947;20.66515722
173.989;1657.109319;21.04884176
174.745;1648.489237;21.24093839
175.501;1620.854144;20.96785434
176.258;1635.876294;20.82819736
177.014;1677.940164;20.51182983
177.77;1607.876403;20.42450919
178.527;1576.944916;20.17341226
179.283;1646.802754;20.60412762
180.04;1623.112699;20.45055622
180.796;1607.747854;20.05951085
181.553;1641.079804;20.98381043
182.309;1607.202886;20.16775372
