Relative Time;m/z 35.00 ch3;37/21
0.756;0.206564381;23.43787303
1.512;0.079363957;22.14853159
2.269;0.157306812;21.70340505
3.025;0.037437527;20.74751006
3.781;0.1868779;20.36968513
4.537;0.11447671;21.46573982
5.295;0.078046912;22.04883633
6.052;0.07568463;21.07254551
6.808;0.076959861;21.67728316
7.564;0.074908936;20.7547891
8.32;0.076736142;21.96723063
9.076;0.154441785;21.75135767
9.833;0.075340973;21.24183344
10.589;0.308761205;21.78322754
11.346;0.078354481;22.54850899
12.102;0;22.1984233
12.858;0.114188892;21.78073236
13.615;0.077749694;21.82950819
14.371;0.11758167;21.95875468
15.128;0.150431744;21.01038148
15.884;0.15006139;21.28244687
16.64;0.037747866;20.47134494
17.397;0.11712986;21.9099587
18.154;0.037968182;21.26047445
18.91;0;22.22947544
19.666;0.118785583;22.48061291
20.423;0.07791612;21.85051053
21.179;0.039357357;22.19552538
21.935;0.03795205;21.46907349
22.693;0.075999355;22.01671021
23.45;0.038839614;22.1335329
24.206;0.039091163;22.67475391
24.962;0;21.33011366
25.718;0.076157808;21.15938252
26.475;0.121323184;23.478158
27.231;0.037623716;21.14140408
27.987;0.114522896;21.35877283
28.744;0.117978741;22.52164144
29.5;0.114380877;21.49798925
30.257;0.038158263;21.66744196
31.013;0.079746284;22.45645093
31.769;0.194211132;22.36682289
32.525;0.31502887;22.44932147
33.281;0.11798582;22.2107918
34.038;0.037732838;21.38551811
34.795;0.152315029;21.70566857
35.551;0.228284179;21.69040131
36.307;0.038757162;22.07387614
37.064;0.037330638;20.76143264
37.82;0.112776662;21.47285322
38.576;0.112824785;21.55691376
39.333;0.038351147;21.95724173
40.089;0.112734597;21.28603017
40.845;0.073579293;21.06416573
41.603;0.038142059;21.54014765
42.359;0;21.62344368
42.984;0.11301139;21.27430646
43.872;0.038047006;21.74861996
44.628;0.076833797;22.28470972
45.385;0.078152351;22.39167397
46.142;0.037576377;21.41096745
46.898;0.03760919;21.27475647
47.654;0.078211973;22.47117803
48.41;0.113761664;21.65291097
49.166;0;21.00770143
49.923;0.038447874;22.00007993
50.679;0.114714684;21.87874443
51.435;0.151556905;21.7638069
52.192;0.155353867;22.5478528
52.948;0.038908517;22.91639497
53.705;0.037133934;21.43213356
54.462;0.036362189;21.03358826
55.221;0;21.33951056
55.979;0.112267547;21.46499376
56.735;0.07421057;21.70461798
57.492;0.079506765;22.62089007
58.249;0.038302033;22.12077793
59.005;0.116764758;22.31497757
59.63;0.151118207;21.52136242
60.518;0.149134586;21.90424995
61.274;0.075092206;20.85192794
62.031;0.112592071;21.38278998
62.787;0.038594857;22.40059299
63.543;0.109310995;20.53101673
64.3;0.152505447;21.25894438
65.056;0.113105086;21.35020608
65.813;0.078385125;22.46460431
66.569;0.076958128;21.77543223
67.325;0.037936282;21.26827156
68.082;0.112730691;21.26913773
68.838;0.075279247;21.27791049
69.594;0.115050795;21.8289455
70.351;0.074664251;21.71575667
71.108;0.232746344;21.72129541
71.864;0.182539011;20.52090772
72.621;0.147142141;20.70771874
73.377;0.340574061;21.29737209
74.133;0.111987982;21.11210794
74.89;0.14517182;20.4611209
75.646;0.037087113;21.19307465
76.402;0.038367203;21.73408949
77.159;0.074816569;21.1881101
77.915;0.152315208;21.38226194
78.671;0.036981517;20.77961155
79.43;0.148779452;21.01026131
80.186;0.038578221;22.07619499
80.942;0.037437362;20.93269916
81.699;0.075904898;21.56219286
82.455;0.037089913;21.24195211
83.212;0.038175025;22.3448755
83.968;0.264456838;21.9619954
84.724;0.736131498;21.30442151
85.481;1.601328705;21.33481347
86.237;2.793454289;22.18395402
86.995;3.586099349;21.9463576
87.752;8.993588367;22.19714641
88.508;10.31073517;21.55841324
89.265;11.80432777;20.88481747
90.021;32.62536174;20.72535513
90.777;61.89428866;21.71136683
91.534;58.57245468;20.88266276
92.291;73.06549376;22.14590582
93.047;102.7299965;21.059837
93.803;131.1024508;20.79029948
94.56;133.7785685;21.45049377
95.316;128.8372231;20.7035138
96.073;138.4570556;21.67787816
96.829;165.9090466;21.7519667
97.586;196.4900658;21.29067772
98.342;210.1750626;21.80235218
99.099;220.7463154;21.78460295
99.855;207.6379692;20.77902979
100.612;210.7284814;21.70964973
101.368;240.6980014;20.78654266
102.125;307.003378;21.6012708
102.881;341.5986527;22.58031082
103.637;341.0606468;21.17795912
104.394;345.153925;21.91257614
105.15;356.4991918;22.20346217
105.906;387.0307821;21.92953712
106.663;379.6348659;21.84404937
107.419;380.9545993;21.60588935
108.175;405.822927;22.01249131
108.932;434.4525669;21.90227826
109.688;471.2324649;21.85612414
110.445;461.3013887;21.41758772
111.201;451.414673;21.69971554
111.957;470.3199069;21.70298409
112.714;481.6831036;21.84561034
113.47;548.6393557;21.70799968
114.226;568.5386556;21.64402493
114.983;551.0505241;21.6326475
115.739;561.2440103;21.38065873
116.496;608.1377908;21.51410405
117.252;621.5562981;22.05357114
118.008;634.3354229;21.33367664
118.765;675.772858;22.65330599
119.522;626.9119332;21.63881062
120.278;630.970608;21.33123477
121.034;653.6703431;21.90384927
121.79;627.6293291;20.68180004
122.547;668.2725951;21.22786373
123.303;740.4196653;22.5250424
124.059;727.6270214;21.72867697
124.815;750.6348977;21.69780162
125.572;739.8509617;21.59144641
126.328;734.4885031;21.49382299
127.084;760.6323732;21.36225389
127.842;836.6177676;22.21858102
128.598;811.0261689;21.29651089
129.355;835.9915335;22.63012918
130.111;836.1725303;22.03711194
130.868;849.8144616;22.00089507
131.624;872.1873913;21.158487
132.38;876.4327558;21.41421412
133.137;913.7021633;21.88130145
133.893;902.9316706;21.99100899
134.65;897.7179018;22.06362828
135.407;924.1725826;21.61116021
136.163;943.5625912;21.93831513
136.92;966.0297188;21.70749093
137.676;990.2886805;22.18979751
138.433;1005.066556;21.99844149
139.189;1018.654085;22.2300637
139.945;1013.544117;22.09743777
140.702;1061.575372;22.87598143
141.46;997.6173686;21.67071951
142.216;1009.131018;22.12895664
142.972;1027.982876;22.28790008
143.729;1031.230689;22.60679477
144.486;1020.717338;21.76407332
145.242;1051.776217;22.12448182
146;1065.687739;22.23446657
146.756;1072.121826;22.02570465
147.512;1054.257448;21.45890335
148.268;1004.073679;20.06813652
149.025;1068.224973;21.75956003
149.781;1049.389388;21.81718086
150.537;1090.741822;21.85737846
151.295;1074.99848;21.50913048
152.052;1131.463199;22.23492306
152.81;1100.791585;21.76969822
153.566;1151.019747;22.06805605
154.324;1149.108694;22.16605116
155.08;1128.239546;21.59284358
155.836;1133.967978;22.04998644
156.593;1159.689906;22.27262219
157.35;1142.415443;21.53292526
158.107;1115.638406;21.22408009
158.863;1146.799945;21.35336834
159.619;1201.261345;23.03450646
160.375;1137.529327;21.59215368
161.132;1155.840634;22.3425722
161.889;1179.416663;21.91549058
162.645;1156.811079;21.3187132
163.402;1177.226796;21.91898317
164.159;1167.632994;22.03957766
164.915;1174.447858;21.9581773
165.672;1196.25757;22.19420289
166.428;1216.018515;22.62088134
167.184;1174.704444;21.83268505
167.941;1156.600654;20.86152985
168.697;1210.60068;22.13918312
169.454;1193.997242;22.0412954
170.21;1202.623149;21.76170928
170.966;1213.011996;21.98234878
171.723;1213.812975;21.99926507
172.481;1233.81639;22.21644126
173.237;1228.855325;22.22052146
173.993;1252.913824;22.68610378
174.751;1176.962448;21.48068693
175.508;1245.801802;22.97461424
176.264;1195.743482;21.28988955
177.021;1237.253024;22.03735208
177.778;1280.095918;22.89164802
178.534;1236.006996;21.40550437
179.29;1235.423488;22.80120554
180.047;1270.770556;22.36348625
180.803;1236.648155;21.67004935
181.561;1248.384621;22.32278605
182.317;1242.464863;21.52172886
183.074;1238.440654;21.19391531
183.83;1257.758685;21.42292949
184.587;1274.704073;22.16081365
185.343;1285.20554;22.44715462
186.099;1241.682419;21.46212468
186.856;1242.193541;21.74660223
187.612;1276.091988;22.68428756
188.369;1292.493197;22.38179734
189.125;1261.041723;21.49728598
189.881;1240.113134;21.16549362
190.637;1270.505682;22.32500645
191.394;1288.0404;21.82703406
192.15;1302.880805;21.84099223
192.907;1280.749294;22.45298618
193.663;1341.013147;23.00091282
194.419;1303.823414;22.16440906
195.176;1285.828212;21.72214402
195.932;1247.676195;21.53732601
196.69;1273.872459;21.59564923
197.447;1301.115596;22.53437983
198.203;1267.27133;21.82509349
198.829;1305.26991;22.13422932
199.717;1301.996667;21.97109947
200.473;1281.690056;21.73678699
201.229;1311.800793;22.27445823
201.986;1345.552368;22.84122912
202.742;1320.320989;22.65371457
203.499;1354.599815;22.72470863
204.255;1327.042358;22.10344012
205.012;1301.502339;22.39320238
205.768;1328.171656;22.2276659
206.525;1347.356508;22.13946607
207.281;1320.376486;22.10639388
208.037;1290.051117;21.75856858
208.795;1316.895638;21.8442695
209.552;1297.072581;21.73955194
210.309;1317.843284;22.38256672
211.066;1316.236357;22.15825602
211.823;1318.805007;22.20583544
212.579;1312.77124;21.72037292
213.335;1333.690359;22.12214518
214.092;1314.097332;21.8200621
214.849;1311.182878;21.28656668
215.605;1351.17925;21.99117446
216.362;1351.017363;22.67778532
217.118;1324.024889;21.61706831
217.874;1268.19498;21.11159689
218.631;1328.045689;22.25748643
219.387;1340.823467;22.41819685
220.143;1330.873814;22.24041823
220.901;1316.664826;21.80514072
221.66;1302.006181;21.11118125
222.417;1338.962584;21.38462404
223.173;1338.078253;21.94806902
223.929;1356.554376;21.80875643
224.686;1336.101089;21.39178173
225.442;1377.319333;22.68688684
226.198;1346.749848;21.80269863
226.955;1382.590037;22.61708545
227.712;1411.126242;23.08812316
228.468;1375.83117;21.93307834
229.224;1390.693335;22.27206535
229.981;1343.240927;21.93978586
230.738;1312.708446;21.53644133
231.494;1345.760658;22.02860411
232.25;1331.686665;21.32456821
233.006;1364.42838;21.49907368
233.763;1371.608337;21.77581141
234.519;1347.650355;21.40329977
235.275;1370.892989;22.32250841
236.032;1403.500184;22.28428215
236.789;1339.957343;21.68301093
237.545;1362.491106;22.42950758
238.301;1401.409475;21.91393202
239.058;1456.867476;23.33341782
239.814;1293.986573;21.17452038
240.57;1362.228913;21.54764279
241.326;1384.348265;22.12799242
241.952;1347.612956;21.21018678
242.839;1428.20383;22.48678177
243.595;1409.58007;22.61496375
244.351;1343.751061;21.26668189
245.11;1338.259754;20.93878096
245.866;1409.170672;22.11918934
246.623;1388.276632;22.45642283
247.379;1347.335479;21.44304896
248.135;1367.523705;21.74578533
248.892;1402.220164;22.73542703
249.648;1434.70873;22.52263507
250.404;1409.259819;22.44254381
251.16;1379.583299;21.050242
251.917;1458.184743;22.72623777
252.673;1455.800365;23.72663242
253.429;1367.911029;21.25153233
254.186;1384.940488;21.98886816
254.942;1381.73952;21.99692167
255.698;1384.572503;22.13897963
256.455;1367.426126;21.17630635
257.211;1371.854912;21.16439857
257.968;1425.812415;21.85744557
258.724;1421.780137;22.12358286
