model,model time(h)
0.0,0.0
6.719904033191398e-06,0.001758793969849246
0.007254559688162239,0.003517587939698492
0.026214799995560853,0.0052763819095477385
0.029298426383232407,0.007035175879396984
0.031007390326038733,0.008793969849246231
0.032447825383425166,0.010552763819095477
0.03362199088996563,0.012311557788944723
0.03395314356182172,0.014070351758793969
0.035494875778281,0.015829145728643215
0.03577945430565599,0.017587939698492462
0.035839535534311934,0.019346733668341703
0.038666466417862644,0.021105527638190954
0.037950625713206086,0.022864321608040198
0.03844587439753613,0.024623115577889446
0.039477945281849364,0.02638190954773869
0.03994728599185206,0.028140703517587937
0.03954065885658051,0.029899497487437185
0.040422176669714524,0.03165829145728643
0.041327601117210844,0.03341708542713567
0.04190861166244976,0.035175879396984924
0.04345246637492034,0.03693467336683417
0.04283535005414692,0.038693467336683406
0.043542415313309345,0.04045226130653266
0.04319013691499664,0.04221105527638191
0.043826509203868956,0.04396984924623115
0.04442784799658419,0.045728643216080396
0.04477551705097541,0.04748743718592965
0.04441303794032051,0.04924623115577889
0.045727465353740705,0.051005025125628135
0.04548391087785464,0.05276381909547738
0.046399614062001396,0.05452261306532663
0.047456645095823216,0.056281407035175875
0.046227385583174574,0.05804020100502512
0.047636615398781744,0.05979899497487437
0.0485665594679153,0.06155778894472361
0.04796856234234009,0.06331658291457286
0.04853607452583528,0.06507537688442211
0.04946160263941839,0.06683417085427135
0.04850598190804108,0.0685929648241206
0.04922903207015252,0.07035175879396985
0.049781207806371394,0.07211055276381909
0.050772371720264636,0.07386934673366834
0.05003204613765867,0.07562814070351759
0.050089336175146666,0.07738693467336681
0.049891464495695786,0.07914572864321609
0.050735985153772784,0.08090452261306531
0.05077133838241681,0.08266331658291456
0.05109243645543249,0.08442211055276382
0.04868157722010729,0.08618090452261305
0.025305653180582983,0.0879396984924623
0.021210619999850494,0.08969849246231155
0.01983979527971927,0.09145728643216079
0.018804436700070693,0.09321608040201004
0.018083555242232277,0.0949748743718593
0.017316724120956275,0.09673366834170853
0.016919723387930984,0.09849246231155778
0.016190292733976784,0.10025125628140703
0.015698939531102973,0.10201005025125627
0.015263580600611256,0.10376884422110552
0.014780817579293021,0.10552763819095476
0.01433939846057965,0.10728643216080401
0.013981885283710192,0.10904522613065326
0.013643054539137672,0.1108040201005025
0.013289537806302754,0.11256281407035175
0.012892111752023934,0.114321608040201
0.012507454371548201,0.11608040201005024
0.012150794803881277,0.11783919597989949
0.011819211376785698,0.11959798994974874
0.011509782418024,0.12135678391959796
0.011219586255358713,0.12311557788944721
0.010955063865644425,0.12487437185929647
0.010684495274823815,0.12663316582914572
0.010407764404400133,0.12839195979899495
0.0101275643978901,0.13015075376884422
0.009846588398810453,0.13190954773869346
0.009567529550677915,0.1336683417085427
0.009293080997009212,0.13542713567839196
0.00902593588132108,0.1371859296482412
0.00876878734713024,0.13894472361809043
0.00852432853795342,0.1407035175879397
0.00830823872670314,0.14246231155778893
0.008092978222761216,0.14422110552763817
0.007877447035592375,0.14597989949748744
0.007662645197797831,0.14773869346733667
0.007449572741978764,0.1494974874371859
0.007239229700736371,0.15125628140703518
0.007032616106671848,0.1530150753768844
0.006830731992386392,0.15477386934673362
0.006634577390481188,0.15653266331658292
0.00644515233355744,0.15829145728643218
0.006263456854216343,0.1600502512562814
0.006090490985059083,0.16180904522613063
0.005927254758686861,0.1635678391959799
0.005789397896947449,0.16532663316582913
0.005654409071731005,0.16708542713567837
0.005518947427600453,0.16884422110552763
0.005383430448253464,0.17060301507537687
0.0052482756173876915,0.1723618090452261
0.005113900418700801,0.17412060301507537
0.0049807223358904525,0.1758793969849246
0.0048491588526543075,0.17763819095477387
0.004719627452690027,0.1793969849246231
0.0045925456196952725,0.18115577889447237
0.004468330837367708,0.18291457286432158
0.004347400589404987,0.18467336683417085
0.00423017235950478,0.1864321608040201
0.004117063631364742,0.18819095477386932
0.004008491888682538,0.1899497487437186
0.003904874615155825,0.19170854271356783
0.00380662929448227,0.19346733668341706
0.003702550497818495,0.19522613065326633
0.0036020438176958703,0.19698492462311556
0.0035053551561900595,0.1987437185929648
0.003412312029198128,0.20050251256281407
0.003322741952617138,0.2022613065326633
0.0032364724423441515,0.20402010050251254
0.003153331014276232,0.20577889447236178
0.0030731451843104382,0.20753768844221104
0.0029957424683438377,0.20929648241206028
0.0029209503822734888,0.21105527638190952
0.002848596441996455,0.21281407035175878
0.0027785081634097986,0.21457286432160802
0.002710513062410584,0.21633165829145726
0.002644438654895869,0.21809045226130652
0.0025801124567627213,0.21984924623115576
0.0025173619839081994,0.221608040201005
0.0024560147522293668,0.22336683417085423
0.0023958982776232855,0.2251256281407035
0.002336840075987019,0.22688442211055274
0.002278667663217628,0.228643216080402
0.002219656471987369,0.23040201005025124
0.0021586233378583885,0.23216080402010048
0.002099727208160386,0.23391959798994974
0.0020428994338358136,0.23567839195979898
0.001988071365827115,0.23743718592964821
0.0019351743550767393,0.23919597989949748
0.0018841397525271337,0.24095477386934672
0.001834898909120747,0.24271356783919593
0.001787383175800024,0.24447236180904522
0.0017415239035074158,0.24623115577889443
0.0016972524431853673,0.2479899497487437
0.0016545001457763274,0.24974874371859293
0.0016131983622227433,0.2515075376884422
0.0015732784434670626,0.25326633165829143
0.0015346717404517334,0.25502512562814067
0.0014973096041192022,0.2567839195979899
0.0014611233854119163,0.2585427135678392
0.0014260444352723254,0.26030150753768844
0.001392004104642876,0.2620603015075377
0.0013589337444660152,0.2638190954773869
0.0013267647056841912,0.26557788944723615
0.001295428339239851,0.2673366834170854
0.0012648559960754418,0.2690954773869347
0.0012349790271334127,0.2708542713567839
0.00120572878335621,0.27261306532663315
0.0011770366156862828,0.2743718592964824
0.0011488338750660766,0.2761306532663316
0.00112014791669109,0.27788944723618086
0.0010915241557820428,0.2796482412060301
0.001063713183625823,0.2814070351758794
0.0010366980814102134,0.28316582914572863
0.001010461930322996,0.28492462311557787
0.0009849878115519533,0.2866834170854271
0.0009602588062848673,0.28844221105527634
0.0009362579957095192,0.29020100502512564
0.0009129684610136922,0.2919597989949749
0.0008903732833851696,0.2937185929648241
0.0008684555440117324,0.29547738693467335
0.0008471983240811625,0.2972361809045226
0.0008265847047812433,0.2989949748743718
0.0008065977672997565,0.30075376884422106
0.0007872205928244838,0.30251256281407035
0.0007684362625432076,0.3042713567839196
0.0007502278576437116,0.3060301507537688
0.000732578459313777,0.30778894472361806
0.0007154711487411859,0.30954773869346724
0.0006988890071137199,0.31130653266331654
0.0006828151156191624,0.31306532663316583
