Relative Time;m/z 35.00 ch3;37/21
0.756;0.065769207;7.815991605
1.512;0.062677518;7.144567047
2.268;0;7.122703617
3.024;0.060761804;7.239652157
3.781;0.062740571;7.445717199
4.537;0;7.168837304
5.294;0.181116206;7.447923838
6.05;0;7.589431208
6.806;0.178203998;7.469444304
7.563;0;7.164300142
8.319;0;6.993868598
9.075;0.062193539;7.440545064
9.832;0;7.239703989
10.588;0.179125257;7.343434653
11.345;0;6.817489324
12.102;0;7.263772506
12.858;0;7.52748219
13.614;0.061838018;7.574750619
14.371;0;7.348564972
15.128;0;7.092617433
15.884;0;7.507135489
16.64;0;7.161147016
17.397;0;6.897151175
18.154;0.238302359;7.6228067
18.91;0;7.106715902
19.666;0.119483416;7.521019102
20.423;0.057083662;7.268870845
21.179;0;6.951994824
21.935;0.056730209;7.098176507
22.693;0.120410076;7.700149909
23.45;0.057849789;7.384986441
24.206;0.058756603;7.159372387
24.962;0.058228256;7.242541869
25.588;0.119714487;7.236218096
26.475;0.058165837;6.96199061
27.232;0.061039806;7.924567189
27.988;0;6.987920459
28.744;0.118343742;7.759992507
29.5;0.057631014;7.313952552
30.256;0;7.23912594
31.013;0.11522591;7.333368406
31.769;0;6.913614277
32.525;0;7.282762236
33.282;0;7.373609001
34.038;0.060315278;7.384217186
34.795;0.233936262;7.032824106
35.552;0;7.123856559
36.309;0.114235169;7.127638741
37.065;0.057811306;7.193111105
37.823;0.058766283;7.517843259
38.58;0;7.261539062
39.337;0;7.668995179
40.093;0;7.288076366
40.849;0;7.560603903
41.605;0.061936634;7.552122046
42.361;0.060078503;7.130032925
43.117;0;7.018799319
43.874;0;7.299867034
44.63;0.117228274;7.233495176
45.386;0;7.200671987
46.142;0.058253757;7.018531937
46.899;0;7.1657252
47.655;0.05631817;7.176004562
48.411;0;7.419747929
49.167;0.119765655;7.186838748
49.924;0.059616006;7.859957943
50.68;0.115536452;7.045856147
51.436;0;7.140607219
52.193;0.058009137;7.290008023
52.949;0.057226856;7.023017776
53.706;0.05920403;7.786424874
54.462;0.058492315;7.315506162
55.218;0.058603381;7.154639467
55.975;0.179549834;7.562920336
56.731;0.120224178;7.837877417
57.487;0.170870587;7.51995061
58.244;0.41517419;7.83337151
