H2S concentration in g/m^3,DMS concentration in g/m^3,mm concentration in g/m^3,Time in h
9.753397779399607e-06,2.7511421095417235e-07,2.7577215649201955e-07,0.00048666666666666666
1.4155359871967078e-05,1.4591080635866207e-07,2.9252122330747854e-07,0.0009733333333333333
3.2165084259466622e-06,2.745050462630617e-07,2.751647823836468e-07,0.0014602777777777778
6.725461417687659e-06,7.103241189529933e-07,2.84808121707561e-07,0.0019472222222222221
7.378351891233189e-06,4.441279938738351e-07,2.9679297980908604e-07,0.002433888888888889
3.462727847166699e-06,2.908385134944925e-07,0.0,0.0029205555555555556
3.303462722235034e-06,8.369806423712001e-07,2.796590147386584e-07,0.003407222222222222
6.925638324399116e-06,2.854255015124519e-07,4.291555435861261e-07,0.003894166666666667
0.0,1.4408484528897318e-07,2.888567237960949e-07,0.004380833333333334
1.0513779744902887e-05,8.728912964058865e-07,2.9166142376931e-07,0.004867777777777778
0.0,0.0,2.763906226608888e-07,0.0053549999999999995
3.4592925446972014e-06,4.29742518548844e-07,5.743590500664803e-07,0.005841944444444444
6.7516886940531225e-06,6.988613153538453e-07,4.2032243643413053e-07,0.006328611111111111
3.4743644079788913e-06,5.804586042149435e-07,4.363876602930969e-07,0.006815277777777778
1.0326290022225076e-05,5.711002157090001e-07,7.15579218207063e-07,0.007302222222222222
1.4151372551044334e-05,8.780635485877276e-07,5.867699801960134e-07,0.007788888888888889
7.037235489583228e-06,7.2680893812546e-07,5.828353816438169e-07,0.008275833333333333
1.4835493088694395e-05,3.034895913138965e-07,4.563276658915892e-07,0.008762500000000001
2.2455248549750857e-05,6.788012581500152e-07,6.804194931831294e-07,0.00925
1.0063074484535132e-05,7.693318072555674e-06,5.608497205101975e-07,0.009737222222222223
1.3709962690796538e-05,5.2836894447287504e-05,1.5988903896678897e-05,0.010224166666666668
5.010972102411148e-05,0.00011840862667409864,4.586760014217754e-05,0.010711111111111112
6.245423103462354e-05,0.00014593534553118933,7.79907260965484e-05,0.011197777777777777
0.00010912941830636801,0.00018675220315539113,0.00010886002262059326,0.011684722222222221
0.00013920043141522196,0.0001993106778897788,0.0001228037740690393,0.01217138888888889
0.0001426282564061615,0.0001962310908410648,0.00012872506234711336,0.012658055555555556
0.0001473684875491857,0.00021391579183959827,0.00013479069611796828,0.013145
0.00017569766087175697,0.00023374834265663694,0.00015748661967681225,0.013631666666666667
0.00014326928523204026,0.00022900175492851664,0.00015480169075519337,0.014118611111111111
0.00011221093410150585,0.0002279570565687531,0.00016762211441985822,0.014605277777777778
0.00012715401249721725,0.00024091071603178055,0.00017076869117953945,0.015092222222222222
0.00013861309974212016,0.0002538078819553145,0.00017887999336239693,0.01557888888888889
8.620940113213894e-05,0.0002310914228906281,0.00017522053666330824,0.016065833333333335
6.292242499936242e-05,0.0002336108381253454,0.0001682522825263809,0.016552777777777777
9.025868146753517e-05,0.000260851808208742,0.00018393660660992456,0.01704
8.45496945068484e-05,0.00025758221319580803,0.00017905316309605704,0.017526944444444446
