model,model time(h)
0.0,0.0
8.030629425515332e-08,0.001758793969849246
-5.089580826197254e-06,0.003517587939698492
1.6190395243387395e-05,0.0052763819095477385
0.0005440963134478758,0.007035175879396984
0.001437256274895685,0.008793969849246231
0.002049869325231805,0.010552763819095477
0.002560573518713583,0.012311557788944723
0.003085578365910458,0.014070351758793969
0.0036112563317882707,0.015829145728643215
0.004188840380900443,0.017587939698492462
0.004768341911036787,0.019346733668341703
0.005352015321935792,0.021105527638190954
0.005951532535565999,0.022864321608040198
0.006567457386732628,0.024623115577889446
0.007176488812920182,0.02638190954773869
0.007783711788440471,0.028140703517587937
0.00840104672039277,0.029899497487437185
0.009063474617956903,0.03165829145728643
0.009757878739550562,0.03341708542713567
0.010460259669684965,0.035175879396984924
0.011148351271736882,0.03693467336683417
0.011817351488564812,0.038693467336683406
0.012481910197212032,0.04045226130653266
0.013172379871797915,0.04221105527638191
0.013848835187522321,0.04396984924623115
0.014500087428992399,0.045728643216080396
0.015158104077444055,0.04748743718592965
0.015808279845740413,0.04924623115577889
0.016452445768898146,0.051005025125628135
0.017107686823793832,0.05276381909547738
0.017739383313735067,0.05452261306532663
0.018344891370585228,0.056281407035175875
0.018981647201939136,0.05804020100502512
0.019631760231026942,0.05979899497487437
0.02026023414335791,0.06155778894472361
0.020912689780171217,0.06331658291457286
0.02155977304906617,0.06507537688442211
0.022131079747650367,0.06683417085427135
0.022683313372464108,0.0685929648241206
0.023217801143071804,0.07035175879396985
0.0237713343548923,0.07211055276381909
0.02435759247655721,0.07386934673366834
0.024924042645050104,0.07562814070351759
0.025486687106887843,0.07738693467336681
0.026037775967566998,0.07914572864321609
0.026509608398372714,0.08090452261306531
0.02699484954521149,0.08266331658291456
0.0275292464083574,0.08442211055276382
0.028024922831553483,0.08618090452261305
0.02850963897756578,0.0879396984924623
0.02850346556973483,0.08969849246231155
0.02796033889372922,0.09145728643216079
0.027818167107287708,0.09321608040201004
0.02773791647750154,0.0949748743718593
0.027642056645825086,0.09673366834170853
0.02752311483463873,0.09849246231155778
0.027379511601679448,0.10025125628140703
0.027217462695380903,0.10201005025125627
0.02703533512827298,0.10376884422110552
0.026829247150597476,0.10552763819095476
0.026598843209712158,0.10728643216080401
0.02634905254563452,0.10904522613065326
0.0260848825526597,0.1108040201005025
0.025805895304120117,0.11256281407035175
0.02551277615058452,0.114321608040201
0.02520666298102127,0.11608040201005024
0.024887851559636253,0.11783919597989949
0.02455948727074221,0.11959798994974874
0.024222809633942518,0.12135678391959796
0.023877695931543003,0.12311557788944721
0.023527288758706705,0.12487437185929647
0.023172713048661253,0.12663316582914572
0.022814556507003366,0.12839195979899495
0.022453406839329726,0.13015075376884422
0.022089740451336864,0.13190954773869346
0.021724467284064703,0.1336683417085427
0.021359021445047862,0.13542713567839196
0.0209940628011784,0.1371859296482412
0.020630863913916653,0.13894472361809043
0.020269865640839303,0.1407035175879397
0.01991140811807049,0.14246231155778893
0.019555831481734367,0.14422110552763817
0.019203475867955056,0.14597989949748744
0.018854787524594425,0.14773869346733667
0.018509722498443654,0.1494974874371859
0.01816843140600319,0.15125628140703518
0.017831019620187363,0.1530150753768844
0.017497592513910507,0.15477386934673362
0.01716863296237142,0.15653266331658292
0.016844312301496994,0.15829145728643218
0.016524720287197377,0.1600502512562814
0.016209949333249898,0.16180904522613063
0.015900091853431896,0.1635678391959799
0.015595240261520699,0.16532663316582913
0.015295486971293654,0.16708542713567837
0.015000924396528078,0.16884422110552763
0.01471164495100133,0.17060301507537687
0.014427741048490726,0.1723618090452261
0.014149547249226927,0.17412060301507537
0.01387695172919722,0.1758793969849246
0.013609720633006465,0.17763819095477387
0.013347833797058286,0.1793969849246231
0.013091271057756296,0.18115577889447237
0.012840012251504126,0.18291457286432158
0.012593209862735724,0.18467336683417085
0.01235134805403943,0.1864321608040201
0.012114442508387906,0.18819095477386932
0.011882414400367233,0.1899497487437186
0.011655184904563484,0.19170854271356783
0.011432675195562738,0.19346733668341706
0.011214806447951066,0.19522613065326633
0.011001499836314557,0.19698492462311556
0.01079267653523928,0.1987437185929648
0.01058825771931131,0.20050251256281407
0.010388164563116729,0.2022613065326633
0.01019231824124161,0.20402010050251254
0.010001003137077127,0.20577889447236178
0.009814005244270169,0.20753768844221104
0.009630980744629073,0.20929648241206028
0.009452525885971943,0.21105527638190952
0.009277796989405071,0.21281407035175878
0.009106640634532306,0.21457286432160802
0.008938985556592213,0.21633165829145726
0.00877476049082335,0.21809045226130652
0.008613894172464288,0.21984924623115576
0.008456315336753584,0.221608040201005
0.008301952718929804,0.22336683417085423
0.008150735054231513,0.2251256281407035
0.008002591077897274,0.22688442211055274
0.00785739947964118,0.228643216080402
0.007715014048781892,0.23040201005025124
0.007575486003044022,0.23216080402010048
0.007438755837713767,0.23391959798994974
0.007304764048077346,0.23567839195979898
0.0071734511294209565,0.23743718592964821
0.00704475757703081,0.23919597989949748
0.00691862388619311,0.24095477386934672
0.006794990552194069,0.24271356783919593
0.006673798070319886,0.24447236180904522
0.006554986935856776,0.24623115577889443
0.006438497644090942,0.2479899497487437
0.006324270690308588,0.24974874371859293
0.006212246569795926,0.2515075376884422
0.00610236577783916,0.25326633165829143
0.0059945688097245015,0.25502512562814067
0.005888796160738151,0.2567839195979899
0.005784988326166317,0.2585427135678392
0.005683085801295208,0.26030150753768844
0.005583029081411033,0.2620603015075377
0.005484758661799995,0.2638190954773869
0.005388322231401129,0.26557788944723615
0.005293629083919597,0.2673366834170854
0.00520060169602451,0.2690954773869347
0.0051091030810095864,0.2708542713567839
0.0050191680198623245,0.27261306532663315
0.0049308697059330395,0.2743718592964824
0.00484409848509541,0.2761306532663316
0.004758787187822859,0.27788944723618086
0.004674915907740707,0.2796482412060301
0.004592464738474282,0.2814070351758794
0.004511413773648908,0.28316582914572863
0.004431743106889909,0.28492462311557787
0.0043534328318226125,0.2866834170854271
0.004276463042072342,0.28844221105527634
0.004200813831264416,0.29020100502512564
0.004126465293024164,0.2919597989949749
0.0040533975209769155,0.2937185929648241
0.003981590608747989,0.29547738693467335
0.003911024649962709,0.2972361809045226
0.0038416797382464026,0.2989949748743718
0.0037735359672243954,0.30075376884422106
0.003706573430522006,0.30251256281407035
0.003640772221764564,0.3042713567839196
0.003576112434577396,0.3060301507537688
0.003512574162585823,0.30778894472361806
0.0034501374994151714,0.30954773869346724
0.003388782538690762,0.31130653266331654
0.0033284893740379226,0.31306532663316583
0.00326923809908198,0.31482412060301507
