experimental,experimental time (h)
2.523081539822169e-05,0.0
1.4471600964609745e-05,0.00020694444444440026
1.316183874933262e-05,0.0004138888888888994
9.905222155734519e-06,0.0006208333333332997
1.827281137898145e-05,0.0008277777777776999
1.1731987122533885e-05,0.001034722222222199
2.0705447993444546e-05,0.0012416666666665993
8.920211142604602e-06,0.0014486111111111002
1.0756493538695675e-05,0.0016555555555555004
2.3949774414806764e-05,0.0018624999999999996
1.1870068105275639e-05,0.0020694444444444
2.1992375138162164e-05,0.0022763888888889007
3.019143704013415e-05,0.0024833333333332992
2.0403341300552427e-05,0.0026902777777776995
2.4527142449510047e-05,0.0028972222222222004
2.5290298694797615e-05,0.0031047222222222014
3.5947074607950074e-05,0.0033116666666666
6.168879546041441e-05,0.003482222222222201
5.891948596960251e-05,0.003725555555555501
0.00012490255532909218,0.0039325
0.0001970835468654,0.004139166666666598
0.00028544313028536667,0.004346388888888901
0.0004297439234752333,0.0045533333333333
0.0006641710180134334,0.004760277777777698
0.0009624389351115334,0.004967222222222201
0.0013504796525963666,0.0051741666666665995
0.0019737214584470667,0.005381111111111099
0.0025880363919362002,0.0055877777777777
0.0033237180424899003,0.005795
0.004297763708561666,0.006001944444444398
0.005156821663247866,0.0062088888888888
0.006202231124429933,0.0064158333333332995
0.007735629950468967,0.0066227777777777014
0.008568441539077534,0.006829722222222201
0.009726177852033134,0.007036666666666599
0.0109211171050586,0.007243611111111098
0.0123205226534603,0.0074505555555555
0.013811703626255065,0.007657777777777699
0.014910630970995967,0.007864722222222198
0.0162905566292267,0.0080716666666666
0.01653473243884303,0.0082788888888889
0.0167579329461832,0.008485833333333298
0.0192357023724514,0.0086930555555555
0.0200562251562478,0.0089
0.0211311774788554,0.0091075
0.022255658072185436,0.009314444444444401
0.021615133617586563,0.0095213888888888
0.022224516830949368,0.009728333333333299
0.024431781097640232,0.009935277777777701
0.022882255416028997,0.0101422222222222
0.024355888909952533,0.010349444444444399
0.027225764887203834,0.010556111111111101
0.02633655274282783,0.0107630555555555
0.027213575026602568,0.010970277777777699
0.027696137878642498,0.011177222222222201
0.028318042852299368,0.0113844444444444
0.028269230760662203,0.0115913888888889
0.029268436470952633,0.011798333333333301
0.03082735514117163,0.0120052777777777
0.02863054322222447,0.012212222222222199
0.02966267024608583,0.012419166666666601
0.030649042311451002,0.0126263888888889
0.03051201885428173,0.012833333333333299
0.030205142804160635,0.013040277777777701
0.031822192446086604,0.0132472222222222
0.03298929782085843,0.013454166666666599
0.03244979152804953,0.013661111111111101
0.033275910020042127,0.0138680555555555
0.03494646070242217,0.014074999999999999
0.03417802455861737,0.014281944444444401
0.032728267315404534,0.0144888888888889
0.03419913606694006,0.014695833333333299
0.034386784646512736,0.0149027777777777
0.03409793216988557,0.0151097222222222
0.034996431699552404,0.015316666666666598
0.03590820494974207,0.015523611111111101
0.035089178917859294,0.015730555555555498
0.035725444419888626,0.0159375
0.0357930443688723,0.0161444444444444
0.03493298959064653,0.0163513888888889
0.03636890508486143,0.0165583333333333
0.03566032260210773,0.0167655555555555
0.035987864900749296,0.0169725
0.03833891562249473,0.0171794444444444
0.03810271134416533,0.017386388888888903
0.03734137612768723,0.0175933333333333
0.036899269340349296,0.0178005555555555
0.03785074999514767,0.018007500000000003
0.03775712235984313,0.0182144444444444
0.0372632527113507,0.018421388888888897
0.038471938274548735,0.018628333333333295
0.03671016606012823,0.0188355555555555
0.03823110709295677,0.019042499999999997
0.0397947151307041,0.019249444444444395
0.03636096093625984,0.019456388888888898
0.03853993692183574,0.019663333333333297
0.03886264819023807,0.019870277777777695
0.0368219057953047,0.020077499999999998
0.038431339186860834,0.020284444444444397
0.039721851254894365,0.0204913888888889
0.0382321730546272,0.020698611111111098
0.038395752309303,0.020905555555555497
0.0394634922800103,0.0211125
0.0386344188177512,0.021319444444444398
0.03952278383984064,0.0215263888888889
0.03840024867328037,0.0217333333333333
0.03992827598637163,0.021940555555555498
0.042060186982669064,0.0221475
0.03746707097864949,0.0223544444444444
0.038961166496826294,0.022561388888888895
0.03716105802954594,0.0227683333333333
0.041213385223212405,0.0229752777777777
0.039656731950555434,0.023182499999999995
0.04041588822989276,0.0233894444444444
0.04096880615460997,0.023596388888888896
0.03965358058622777,0.023803611111111095
0.039385793827807304,0.0240105555555555
0.03903185393730683,0.024217499999999996
0.04048518043508854,0.0244244444444444
0.04033058398188417,0.024631388888888897
0.04060842960404837,0.024838333333333296
0.041554032485052204,0.0250452777777777
0.041793866826359306,0.025252222222222197
0.03960269700968787,0.025459444444444396
0.040856889514798995,0.0256663888888889
0.04267769632667997,0.025873333333333297
0.039767251633086066,0.026080555555555496
0.04347619116258816,0.0262875
0.041136176789306596,0.026494444444444397
0.04266216355185464,0.0267013888888889
0.042707750704677395,0.026908333333333298
0.04250963549970937,0.027115277777777697
0.042459959235839034,0.0273222222222222
0.04142237682926687,0.027529166666666598
0.042348901988500366,0.0277361111111111
0.04214498690803714,0.0279430555555555
0.04012994251505996,0.02815
0.043840040884950866,0.0283569444444444
0.04150574047991063,0.028563888888888896
0.042945484656157225,0.0287708333333333
0.041180614266077796,0.0289777777777777
0.041353425841584295,0.029184999999999996
0.0425309713465343,0.0293919444444444
0.04206310350982223,0.0295991666666666
0.041297356468407535,0.029806111111111096
0.04394349505286437,0.0300130555555555
0.043815187516085465,0.030219999999999997
0.043582181643452504,0.030427222222222196
0.041543873590116194,0.0306341666666666
0.0443390801225552,0.030841388888888897
0.04363413395054303,0.031048333333333296
0.04244665425867047,0.0312552777777777
0.04211355210919166,0.0314622222222222
0.04150128952916183,0.031669166666666596
0.04382185721190263,0.0318761111111111
0.04628503610514803,0.032082777777777696
0.043576468734806834,0.03229
0.042951195054945566,0.0324966666666666
0.0427623383754763,0.032703888888888796
0.04436219403629247,0.0329111111111111
0.043411472693292034,0.0331180555555555
0.04312547635171734,0.033325
0.0422076557986625,0.0335319444444444
0.04408797146272903,0.0337391666666666
0.04724109488980847,0.0339461111111111
0.043150786484205506,0.0341530555555555
0.04592996634570213,0.0343602777777777
0.045566312390042406,0.0345672222222222
0.04397770851973043,0.0347741666666666
0.04280923049590383,0.034981111111111095
0.04341233135732397,0.0351880555555555
0.042803124610064226,0.035394999999999996
0.04365024854198037,0.0356019444444444
0.04312109691213967,0.0358088888888889
0.04497269528313813,0.036015833333333296
0.0444827529615621,0.0362227777777777
0.043778713614573896,0.0364297222222222
0.044518660775934527,0.036636666666666595
0.0433644810618406,0.0368436111111111
0.045479067708988095,0.0370141666666666
0.044931915177822634,0.0372575
0.0471341710247973,0.0374644444444444
0.044126051945387705,0.0376713888888889
0.04486791731842967,0.0378783333333333
0.0449212669893059,0.0380852777777777
0.043931819798991495,0.0382922222222222
0.0456378178985156,0.0384991666666666
0.0442870349580931,0.0387063888888888
0.043760991188752506,0.0389133333333333
0.04300381725819553,0.0391202777777777
0.0433281525643417,0.0393275
0.04561947572061633,0.0395344444444444
0.04362417254506137,0.039741388888888896
0.045465231876083236,0.0399483333333333
0.0441906055129332,0.0401552777777777
0.04528700953252113,0.040362222222222195
0.04429148835889946,0.0405691666666666
0.04399571626325113,0.040776111111111096
0.044694635661703834,0.040983055555555495
0.04574954058463257,0.04119
0.04476062686247104,0.041396944444444396
0.04525558334814537,0.0416038888888889
0.045276055095817135,0.0418108333333333
0.0440196132551652,0.042017777777777696
0.04400370134001489,0.0422247222222222
0.0461116333339947,0.0424316666666666
0.04381354662035843,0.0426386111111111
0.044886652366109864,0.0428455555555555
0.04464235604045027,0.0430525
0.04524509489363693,0.0432594444444444
0.04635012681004996,0.0434669444444444
0.04438669982148833,0.0436744444444444
0.0452221439290716,0.043881388888888796
0.0449582306382162,0.0440883333333333
0.04333658888659897,0.0442952777777777
0.04514783902401973,0.0445027777777777
0.043864700463496664,0.04471
0.0458656624801164,0.0449169444444444
0.046288042313640865,0.0451238888888889
0.04655319129238053,0.0453308333333333
0.046144872905353296,0.0455380555555555
0.04339536861200427,0.045745
0.045871082955155934,0.0459522222222222
0.04579300102471331,0.0461591666666666
0.0472419729568761,0.0463666666666666
0.04521789247244897,0.0465736111111111
0.044389502919385794,0.0467805555555555
0.045493492078786564,0.0469875
0.046538399451676704,0.0471944444444444
0.045025787214913036,0.047401388888888896
0.04697482542749426,0.0476083333333333
0.044605232501709,0.0478155555555555
0.042557000607524265,0.048022499999999996
0.04489669568814467,0.048229722222222195
0.04411558979677121,0.0484366666666666
0.046591029297670505,0.048643611111111096
