residuals[g/m3],time_residuals[h]
8.410764112045261e-05,0.0
7.586543587779957e-05,0.00021027777777770165
7.230749355524939e-05,0.00042027777777770003
8.669566566354945e-05,0.0006305555555555023
7.67683300811387e-05,0.0008405555555555007
6.533144126798431e-05,0.001050555555555499
7.7710633722204e-05,0.001260555555555501
8.893711218264408e-05,0.0014708333333332997
7.597090043124307e-05,0.001681111111111102
6.481576755713699e-05,0.0018911111111111004
6.865865544991246e-05,0.002101111111111102
7.162586707700837e-05,0.002311388888888901
7.296207160922792e-05,0.002485000000000001
8.230274842282304e-05,0.0027313888888889012
7.731306930936329e-05,0.0029413888888888996
7.212999476092892e-05,0.0031516666666666013
7.431608047254944e-05,0.0033616666666665997
6.36960694555878e-05,0.003571944444444402
7.029410261647465e-05,0.0037822222222222007
6.956528873648734e-05,0.003992222222222199
7.392207688237133e-05,0.004202222222222201
7.486360667751846e-05,0.0044125
7.465581999291844e-05,0.004622500000000002
8.63919090987678e-05,0.0048327777777777
7.028089347687998e-05,0.005042777777777702
7.34101615025829e-05,0.0052527777777777
7.87029477834621e-05,0.005463055555555502
9.068893517931548e-05,0.005673055555555501
8.692438610519405e-05,0.0058833333333332995
9.020994294577814e-05,0.006093333333333301
8.76811030696321e-05,0.0063033333333333
0.00011894719181722265,0.0065133333333333016
0.00013237941662720888,0.0067236111111111
0.00015650618490266343,0.006933611111111102
0.0001729515804173545,0.007143888888888901
0.00021711640816612012,0.007353888888888899
0.0002837957567288957,0.007563888888888901
0.0003380116789120548,0.007774166666666599
0.0003651944722051154,0.007984722222222202
0.0005010775015435108,0.0081947222222222
0.0006036197652632327,0.008404722222222202
0.0007255293192189484,0.008615000000000001
0.0008692964449767827,0.008825
0.0010527215771013788,0.009035000000000001
0.0012458770897701284,0.009245
0.0014837844848960375,0.009455277777777701
0.0016465553700143294,0.0096652777777777
0.0020342864038550056,0.009875277777777702
0.0023615466707523607,0.010085555555555504
0.0024956463178813287,0.010295555555555499
0.002951112380192858,0.0105055555555555
0.003322064657688078,0.010715555555555503
0.0036470175012538503,0.010925833333333298
0.004053721322847335,0.0111361111111111
0.0044575416202732605,0.011346388888888902
0.004963236350701465,0.011556388888888897
0.005509866742453346,0.0117663888888889
0.00578505174153718,0.011976666666666597
0.0061778271600914335,0.0121866666666666
0.006607808842530921,0.012396666666666601
0.007144499163943825,0.012606944444444403
0.007336015836174265,0.012816944444444398
0.007822418876588766,0.0130272222222222
0.008794227001426314,0.013237222222222202
0.008923439660055843,0.013447222222222197
0.009018429431249966,0.0136575
0.009758000960305487,0.013867500000000001
0.010585280825246865,0.0140777777777777
0.010402467567550054,0.014287777777777701
0.0105745944483489,0.014497777777777703
0.011191425342373716,0.014708055555555499
0.011651041173471143,0.0149180555555555
0.012193490755311795,0.015128055555555502
0.011936546004875648,0.015338333333333298
0.012427525930802066,0.0155483333333333
0.012847196035033722,0.0157586111111111
0.013611792970058063,0.0159691666666666
0.012957176787778864,0.016179166666666602
0.013636096101899206,0.016389444444444397
0.014101412489610365,0.0165994444444444
0.014368082802902585,0.0168097222222222
0.014569557300635546,0.017020000000000004
0.015019468747162076,0.01723
0.015282438584129011,0.017440277777777704
0.015087782903970295,0.0176502777777777
0.0151119455583824,0.0178608333333333
0.016069320974149703,0.018071111111111104
0.01587027060850387,0.0182813888888889
0.016440444113279565,0.0184913888888889
0.016316318123753473,0.0187013888888888
0.016996875381197492,0.018911388888888898
