Relative Time;m/z 35.00 ch3;37/21
0.756;0.173191179;5.751241403
1.513;0.121689489;6.065976455
2.269;0.169186866;5.361123804
3.026;0.171607365;5.889924425
3.782;0.286387165;5.77935163
4.539;0.11721268;5.879811291
5.295;0.278049139;5.521562735
6.052;0.290858076;5.996759456
6.808;0.291819842;5.815629831
7.564;0.348097455;5.623669361
8.321;0.289644776;5.742172225
9.077;0.171020132;5.59342483
9.834;0.459722004;5.611614868
10.59;0.164324979;5.459681755
11.347;0.236980583;6.006664856
12.104;0.352345897;5.722157398
12.86;0.111788228;5.638770073
13.616;0.056807716;5.854593636
14.373;0.222530326;5.89372259
15.129;0.176803793;6.177637299
15.885;0.408275458;6.065428474
16.642;0.116336258;5.822058261
17.398;0.226785153;6.070131354
18.154;0.230190891;5.944086521
18.911;0.175953043;5.886907496
19.667;0.396813539;5.794519614
20.424;0.337379809;5.670728456
21.18;0.456476916;5.852515176
21.937;0.171609001;5.986132845
22.693;0.291139147;5.743900521
23.45;0.284894642;5.959515352
24.206;0.170696807;6.007472586
24.963;0.166795084;5.681730958
25.719;0.221885416;5.786223456
26.475;0.166432572;5.922308334
27.232;0.286336138;5.898154166
27.988;0.163921347;5.723779482
28.745;0.222162606;5.61497194
29.501;0.448133966;5.556742796
30.258;0.170948929;5.795664019
31.014;0.449128247;5.814104778
31.77;0.167788218;5.685172685
32.526;0.333624104;5.715796297
33.282;0.113072222;5.972618418
34.038;0.326843584;5.416692776
34.795;0.392443474;5.781522688
35.551;0.374404415;5.450926658
36.308;0.397610148;5.6923357
37.064;0.224756227;5.926344392
37.821;0.168808034;5.81324754
38.577;0.173348175;6.319513784
39.333;0.387537306;5.656695111
40.09;0.386328276;5.697339217
40.846;0.315616156;5.637905374
41.603;0.380365722;5.619945159
42.359;0.21492727;5.526078266
43.115;0.445200618;5.582147291
43.871;0.218655299;5.785995498
44.627;0.160419141;5.342696526
45.383;0.223551099;5.794712957
46.14;0.444093446;5.781599128
46.896;0.40075123;6.076993187
47.652;0.219893609;5.875413143
48.408;0.392658371;5.845617965
49.165;0.333763091;5.752103951
49.921;0.114978164;5.8101146
50.677;0.49322349;5.830379861
51.433;0.266964306;5.68933427
52.19;0.110965318;5.714313834
52.946;0.331766099;5.61406209
53.703;0.342137387;6.113218463
54.459;0.216142944;5.588707465
55.215;0.229491339;5.790066898
55.972;0.276037798;5.575660202
56.728;0.449267691;5.727061196
57.485;0.37073863;5.041998768
58.243;0;5.846183247
58.999;0.440435626;5.889946056
59.756;0.277182217;5.650622006
60.512;0.278424038;5.758073767
61.268;0.109999188;5.846181306
62.024;0.172550676;6.091428371
62.781;0.232509227;6.134668846
63.537;0.325819582;5.468378951
64.294;0.055788863;5.61461157
65.05;0.052528192;5.283973275
65.807;0.168201357;5.790337079
66.563;0.27877555;6.164338407
67.32;0.110112373;5.631444029
68.076;0.376348555;5.585747241
68.832;0.322744369;5.373832701
69.588;0.319933478;5.82671923
70.344;0.380139459;5.923883092
71.101;0.217472633;5.712863183
71.857;0.395855081;6.4146261
72.613;0.108223146;5.474293023
73.37;0.392902184;6.002129799
74.126;0.108013697;5.70783316
74.883;0.328987054;6.145222958
75.639;0.162286625;5.733833729
76.395;0.642804129;5.639764761
77.152;0.169985436;5.782268383
77.908;0.390118708;5.787307024
78.664;0.116507468;6.392851055
