inlet,time(h)
3.2201211626706745e-05,0.0
1.5935721128412453e-05,0.00020694444444450087
4.526340996517848e-05,0.00041388888888890113
3.708718161114995e-05,0.0006208333333332997
0.00098911441785615,0.0008277777777778005
0.0037409749897021997,0.0010347222222222008
0.007473696213261,0.0012416666666667
0.0121702562925452,0.0014486111111111002
0.01766981579203495,0.001655555555555601
0.0224173646737353,0.0018624999999999996
0.0286694046371504,0.0020694444444445004
0.031270922774017204,0.0022763888888889007
0.0339880607038684,0.002483333333333301
0.036984384076793345,0.0026902777777778
0.04105873414123595,0.0028972222222222004
0.04394756097003075,0.0031041666666666995
0.0435597952911328,0.0033113888888889
0.045336214849960005,0.0035183333333333004
0.0475449988776376,0.0037252777777777996
0.0465683972796887,0.0039322222222222
0.0481551653052443,0.004139166666666701
0.048920264199835,0.004346111111111101
0.051441970343978904,0.0045536111111111
0.049567191466291446,0.0047605555555555994
0.05081830758462115,0.0049675
0.05080572110567445,0.0051744444444445006
0.05147627862552605,0.0053816666666666995
0.0532706391564982,0.0055886111111111
0.05271468546985055,0.0057958333333333
0.054950450621625,0.0060027777777778
0.053385151229269553,0.0062097222222222
0.0530349294680068,0.006416666666666701
0.05227315025651465,0.006623611111111101
0.054208762061981344,0.0068305555555556
0.0535181419208188,0.0070375
0.053247689448010144,0.007244722222222201
0.05410110453268245,0.0074516666666667
0.055736821778041,0.007658611111111099
0.0497013837709756,0.007865555555555601
0.0531994817541505,0.0080733333333333
0.054569542332864304,0.0082802777777778
0.0551512658972853,0.008487500000000002
0.0535032496782962,0.008694444444444501
0.05713090220823725,0.0089013888888889
0.05215632085573365,0.009108333333333302
0.05497143521169,0.0093152777777778
0.05688089866338555,0.0095225
0.0571152386832012,0.009729444444444499
0.05344275279768715,0.009936666666666701
0.0565280820766761,0.0101436111111111
0.053877736411759844,0.010350555555555599
0.0513984830532043,0.010557500000000001
0.05832492661697965,0.0107647222222222
0.0574958583478809,0.010971666666666699
0.058693484689664704,0.011178611111111101
0.0578021687626779,0.0113855555555556
0.054945424584225355,0.011592499999999999
0.0559607803246878,0.0117994444444444
0.0563010044585966,0.0120063888888889
0.055275433410755595,0.012213333333333302
0.0577824073812779,0.012420277777777801
0.055859764129413556,0.0126275
0.0598550087606078,0.012834444444444499
0.0566061090367512,0.013041388888888901
0.0558101989499413,0.0132483333333333
0.05651715938354725,0.013455555555555599
0.05430038188457465,0.013662500000000001
0.05846722629400715,0.0138691666666667
0.05453311509069535,0.014076111111111102
0.0603779117894489,0.014283055555555601
0.05745297803367275,0.0144902777777778
0.0565912015558132,0.014697222222222202
0.054911536133149946,0.014904166666666701
0.05704484580888195,0.0151111111111111
0.058128174978006,0.015318055555555599
0.05477806013723815,0.015525
0.05845206485973925,0.0157319444444445
0.06016391289286365,0.015938888888888902
0.06018485806008595,0.0161458333333333
0.05463115110759665,0.0163527777777778
0.056784927918805905,0.016560000000000002
0.0586877689378877,0.0167669444444445
0.055547505470743205,0.0169738888888889
0.056194640496552095,0.0171808333333333
0.060492192694125355,0.0173877777777778
0.0564689255809381,0.0175947222222222
0.05847352006293055,0.0178016666666667
0.057630253607869095,0.0180086111111111
0.057806147979216196,0.0182155555555556
0.05741269519148275,0.018422777777777802
0.05488231283418955,0.0186294444444445
0.05835380324493035,0.0188366666666667
0.05925106912592725,0.0190436111111111
0.0589593160693226,0.0192505555555556
0.05639164417531075,0.0194575
0.05865129334009815,0.019665000000000002
0.0578054126767715,0.0198719444444445
0.0574731248214128,0.0200794444444445
0.0592838670801641,0.0202863888888889
0.057539338080680055,0.0204933333333333
0.05903065665123215,0.0207002777777778
0.056116873922597496,0.0209072222222222
