m/z 35.00 ch3;37/21;Relative Time
975.8266638;8.896948871;144.488
966.9322617;8.41281823;145.245
977.8505946;8.530192005;146.002
931.9902094;8.255232494;146.758
956.8739877;8.95638552;147.515
1003.537426;8.789023703;148.271
975.7241967;8.578669009;149.027
979.5796618;8.775243384;149.784
985.9659476;8.71669369;150.54
1005.441254;8.680060939;151.296
992.6520522;8.806391714;152.053
1001.778846;8.554012484;152.81
978.194362;8.135628126;153.566
983.9315332;8.497530216;154.322
968.3722935;8.811923408;155.079
975.3258894;8.604919212;155.835
996.9552473;8.566381544;156.591
1013.168739;9.091414373;157.347
1020.106404;8.476856853;158.104
984.1931126;8.505038453;158.86
963.8872918;8.457768919;159.616
979.0644306;8.320155322;160.373
955.1580391;8.46343833;161.129
980.7249017;8.215739367;161.886
1027.83597;8.674186785;162.642
974.4424966;8.32023082;163.398
990.4427702;8.688893264;164.155
987.7181833;8.416906325;164.912
992.2636749;8.525517242;165.668
998.4404326;8.293330729;166.425
967.0585255;8.513484267;167.182
1007.672377;8.67510421;167.94
963.0084115;8.604467246;168.697
1032.397064;8.910930551;169.453
1018.549244;9.077983;170.21
1037.399507;8.973878187;170.966
1023.531342;9.043522045;171.723
988.086118;8.997542656;172.479
1035.424179;9.009377579;173.236
1013.363423;8.887793628;173.992
987.8921148;8.277098464;174.748
1015.673826;9.247136176;175.506
1020.922595;8.555592963;176.133
978.1918357;8.505953448;177.02
978.9949991;8.405121988;177.777
1006.271982;9.049338076;178.534
992.4886701;8.814854317;179.29
1006.018146;8.651501483;180.046
1025.104987;8.80668503;180.802
1001.323692;8.2690774;181.559
971.2585892;8.574238249;182.315
1003.601415;9.021193868;183.071
1002.193931;8.660798543;183.83
983.2904929;8.587773559;184.587
995.8594778;8.194211364;185.343
1044.699983;9.080678411;186.1
1013.409693;8.690752756;186.856
1087.088999;9.156673821;187.612
977.5573218;8.411383439;188.37
1048.37521;8.679287047;189.126
1040.478734;8.773197089;189.882
992.2101593;8.585498209;190.639
1011.303164;8.140488875;191.395
989.9186895;8.088128148;192.152
1027.296236;8.893342058;192.909
1021.453066;8.807787542;193.665
1056.635589;8.666704901;194.422
1032.520878;8.214324813;195.178
1074.977688;9.077286756;195.935
1055.308441;9.0025844;196.691
1049.8575;8.867105751;197.447
1079.435207;9.123485105;198.204
1008.770305;8.562416793;198.96
1055.022937;9.009639542;199.717
1083.601333;9.044923513;200.473
1029.682902;8.823273224;201.23
1008.890389;8.615195858;201.986
1026.62656;8.871404136;202.742
1034.335787;8.307726308;203.499
1023.081441;8.787325884;204.255
1016.715761;8.787914398;205.012
1009.818417;8.496167824;205.769
1014.876624;8.397718415;206.525
1070.121401;9.459225875;207.282
1076.346282;9.00886543;208.039
1012.30165;8.532016507;208.795
1044.131331;8.726405044;209.551
1015.01399;8.282571965;210.307
1023.602586;8.505836782;211.064
1009.852357;8.276399931;211.82
1010.460066;8.543305535;212.576
1047.506402;8.6723001;213.333
1078.064874;9.31145073;214.089
1070.595818;8.949296686;214.845
993.319518;8.270359605;215.602
994.9867967;8.531669266;216.359
1032.062267;8.722067312;217.115
1020.351782;8.504391905;217.872
1003.838116;8.489072179;218.628
1037.936176;8.714821602;219.385
1041.525526;8.195376213;220.142
1045.828061;8.645259923;220.899
1017.298806;8.62551472;221.655
1018.372013;8.267336394;222.412
1053.996648;8.883439841;223.168
1109.426312;8.959999837;223.925
1015.709904;8.48532638;224.681
1035.072096;8.908954813;225.439
1057.682873;8.897836081;226.195
1036.809451;8.712671493;226.953
1047.960047;8.491987143;227.71
1039.943815;8.792049782;228.467
1010.397548;8.534519731;229.223
1031.672111;8.512638981;229.979
1032.884003;8.762671811;230.735
1080.095135;8.767715201;231.491
1052.167034;8.785364253;232.248
1033.440264;8.72500207;233.005
1033.471541;8.522655748;233.762
1047.907859;8.363042643;234.519
1055.396182;8.882833251;235.275
1058.103595;8.695906973;236.033
1022.560192;8.829372414;236.789
1035.85711;8.69716676;237.545
1068.089084;8.618849621;238.302
1065.555176;8.908774441;239.058
1035.496662;8.586675223;239.815
1076.907493;9.208062109;240.572
1056.088639;8.272675272;241.328
1033.160088;8.724772565;242.085
1062.167989;9.09361952;242.841
1062.626888;8.610739458;243.597
1051.519534;8.545496636;244.354
1043.96989;9.030574448;245.11
1039.610361;8.606156499;245.867
1030.884015;8.100700875;246.623
1050.770098;8.667349314;247.38
1035.77352;8.4645444;248.136
1029.267156;8.574914289;248.893
1051.614877;8.652105379;249.651
1029.937731;8.673356357;250.409
1069.008329;8.707352253;251.165
1045.898107;8.719229508;251.922
1021.576864;8.275898846;252.547
1081.088029;8.746308114;253.435
1047.022812;8.694856218;254.191
1041.780741;8.639882602;254.947
1021.371501;8.196911423;255.703
1046.576117;8.919865154;256.46
1071.537095;8.612383414;257.216
1027.11234;8.451680812;257.973
1102.808906;9.07626414;258.729
1059.335966;8.874304981;259.485
1072.69966;8.785540152;260.242
1069.429133;8.795095272;260.998
1082.229468;9.242987153;261.756
1076.242793;8.758657291;262.512
1030.114294;8.360074031;263.268
1062.693057;8.656608961;264.025
1069.433546;8.707786081;264.782
1045.520979;8.505511819;265.538
1042.440635;8.52136201;266.295
1087.537137;8.804172248;267.052
1028.816192;8.303603577;267.808
1063.991248;8.653418456;268.564
1065.929071;8.509747707;269.321
1072.738184;9.202197377;270.077
1048.793257;8.522270249;270.834
1052.848295;8.878275339;271.591
1015.258675;8.295911413;272.347
1061.036503;8.672772075;273.103
1058.22032;8.584622405;273.86
1020.077393;8.202016161;274.617
1033.259166;8.610234603;275.373
1018.375742;8.887368263;276.129
1074.716391;8.667350833;276.886
1050.805062;8.578960094;277.642
1070.034054;8.525025281;278.398
1105.700965;9.059695313;279.024
1096.151855;8.72470375;279.911
1034.985857;8.852340159;280.667
1078.344707;8.592952227;281.424
1071.024437;8.583207335;282.18
1104.087354;9.316841999;282.937
1062.145492;8.59131661;283.693
1117.859663;9.0891155;284.45
1099.635584;8.802612426;285.207
1023.237996;8.143748526;285.963
1040.140239;8.758237782;286.72
1111.156819;8.566522854;287.476
1072.684563;8.808075444;288.233
1085.2561;8.889469428;288.989
1070.912145;8.399649128;289.746
1049.367514;8.644500431;290.502
1111.239031;8.917615458;291.259
1029.502018;8.847086752;292.015
1037.091052;8.477171073;292.772
1068.729838;8.44522532;293.529
1092.941708;8.583253737;294.285
1063.384994;8.7476389;295.041
1069.398445;8.708006861;295.797
1036.359087;8.381293692;296.554
1106.699537;9.134173083;297.312
1082.565042;8.673160783;298.068
1110.670992;9.063005683;298.825
1096.144576;8.928610984;299.582
1115.572551;8.995524171;300.338
1029.271636;8.449428087;301.095
1043.363571;8.672601391;301.851
1037.656018;8.320185349;302.607
1083.566572;9.084751281;303.363
1058.208603;8.736168597;304.119
1053.788262;8.91959911;304.876
1087.359436;8.522538581;305.501
1062.229484;8.729219051;306.388
1013.107277;8.089205079;307.145
1081.588066;8.932030371;307.902
1085.611122;8.699029621;308.658
1067.192849;8.699415791;309.414
1084.583767;8.75368673;310.17
1109.826781;8.772229279;310.927
1071.979157;8.689192873;311.683
1069.592726;9.000037654;312.439
1091.982026;8.807238498;313.195
1081.53539;8.317430857;313.953
1034.193218;8.228525691;314.71
1094.043419;8.924090956;315.466
1046.243355;8.551502371;316.222
1051.4851;8.501218331;316.979
1088.812029;8.716124443;317.735
1072.463102;8.355486012;318.492
1046.466976;8.561457642;319.248
1082.472648;8.801570597;320.005
1077.104918;8.909924622;320.762
1112.314173;9.339291613;321.518
1089.197992;8.594998991;322.275
1055.65187;8.335699372;323.031
1090.507849;9.08390273;323.788
1085.587022;8.999559219;324.544
1065.237956;8.92656699;325.301
1114.889915;9.330114084;326.057
1068.028478;8.454369111;326.813
1094.68895;8.841531117;327.57
1091.905221;8.579084738;328.326
1057.778186;8.243342372;329.083
1033.437977;8.113849353;329.839
1092.698341;8.598079015;330.595
1068.36805;8.418598169;331.352
1068.32103;8.621380811;331.977
1082.250356;8.821861368;332.865
1051.920244;8.737080204;333.621
1107.09139;9.099846568;334.378
1099.103713;9.103419554;335.136
1051.843611;8.37614275;335.892
1036.250698;8.427880442;336.648
1087.434101;8.672816211;337.405
1098.297541;8.790712984;338.162
1111.102198;9.02911884;338.918
1099.704389;9.407193774;339.674
1044.259984;8.451917585;340.431
1136.285283;9.414749439;341.187
1054.110326;8.425233589;341.943
1072.555455;8.595777556;342.7
1069.92728;8.839448311;343.456
1081.176901;8.983581004;344.212
1080.931742;9.232627636;344.968
1086.423524;9.233019534;345.725
1057.865582;8.418140943;346.481
1068.819201;8.9396512;347.238
1099.750275;8.953810037;347.994
1057.496492;8.751218514;348.75
1071.732683;8.510373776;349.507
1064.293827;8.492993751;350.263
1036.328974;8.72422092;351.02
1064.639247;8.789338216;351.776
1051.592701;8.567502654;352.533
1101.190566;8.682729317;353.289
1036.763232;8.876490493;354.045
1039.070687;8.597905926;354.802
1059.489918;8.324812668;355.558
1082.575468;9.029528918;356.314
1143.851481;10.04989841;357.071
1082.749886;9.148872174;357.827
1078.693891;8.513864044;358.453
1084.19277;8.635967128;359.34
1041.980117;8.718100193;360.096
1077.849341;8.727480468;360.853
1088.483916;8.601571469;361.609
1093.608337;9.110187185;362.365
1049.538985;8.410385471;363.121
1051.779108;9.02227676;363.878
1062.122352;8.255848569;364.635
1117.593863;9.365438474;365.391
1130.87094;9.1160611;366.147
1074.704526;8.470955237;366.904
1101.689404;9.243493587;367.662
1039.792863;8.557162345;368.418
1056.065446;8.214151374;369.174
1087.473075;8.795045434;369.931
1074.041206;8.598432202;370.687
1095.345174;8.868685074;371.443
1091.619355;8.696104434;372.2
1065.289734;8.58683873;372.956
1079.00589;8.60380874;373.713
1090.163992;8.72958901;374.469
1113.837678;8.940757774;375.225
1077.606993;8.351270659;375.982
1078.402805;8.414668216;376.738
1089.754617;9.356121467;377.494
1047.974575;8.735828117;378.251
1069.58601;8.23532753;379.007
1089.346092;8.578278117;379.763
1086.540705;8.515255436;380.519
1070.766252;8.343564846;381.276
1083.60928;9.132712726;382.033
1042.906265;8.272431211;382.789
1081.241693;8.908619106;383.546
1070.726218;8.553794349;384.302
1089.895028;8.881996478;385.059
1060.029767;8.412661312;385.815
1065.519714;8.736044473;386.571
1115.711297;8.933435175;387.327
1082.42481;8.353634473;388.084
1113.468768;8.94001827;388.84
1085.422553;8.637907739;389.597
1049.508703;8.257917915;390.354
1048.031256;8.716586805;391.11
1057.511829;8.799112294;391.867
1080.856943;8.93671052;392.623
1081.343418;8.800603542;393.38
1078.325831;8.82552541;394.136
1091.881358;8.78777104;394.893
1100.619655;8.617921771;395.649
1137.263931;9.217892212;396.405
1153.66867;9.119925324;397.162
1186.478318;9.492303066;397.918
1184.059933;8.831813889;398.674
1179.926423;8.609860032;399.43
1199.784089;8.777867318;400.186
1232.726955;8.613895833;400.943
1249.160455;9.014392354;401.699
1216.9503;9.02555532;402.455
1137.98148;8.26725006;403.212
1120.395613;8.737434308;403.968
1006.685057;9.193507608;404.725
877.0599422;8.64322924;405.481
715.1121406;8.284082174;406.238
652.0195442;8.799269854;406.994
532.8060013;8.926432857;407.751
461.5687207;8.246303325;408.507
405.081491;8.849945056;409.264
362.8156158;9.033424979;410.02
289.761761;8.020768376;410.776
265.8209062;8.482893332;411.536
234.4333454;8.215305437;412.292
214.7830282;8.70487037;413.048
189.9102868;8.409665353;413.804
186.1376435;9.124058168;414.561
165.2095014;8.440844337;415.317
154.3355231;8.667666501;416.073
145.1877589;8.631865313;416.83
130.6150939;7.97633094;417.587
124.4515641;8.150269189;418.343
121.7994508;8.381562128;419.099
116.8229792;8.45941636;419.855
107.1550215;8.381511084;420.613
105.8221293;8.50832042;421.37
103.3054619;8.538275475;422.126
95.360194;8.31649737;422.882
93.83009343;8.513864091;423.639
91.21982487;8.165599226;424.395
96.5923453;8.660534287;425.151
88.6097132;8.505185915;425.908
87.52193623;8.4164326;426.664
89.08505019;8.202558285;427.42
83.87399787;8.516985464;428.176
79.11572415;7.833216848;428.933
77.87119415;8.376506912;429.69
80.4483157;8.803660572;430.446
73.30444964;8.582858271;431.203
75.65895817;8.028594388;431.959
77.74724771;8.14783599;432.715
73.08523483;8.611277123;433.472
72.94501276;8.254973096;434.228
74.81626402;8.049274455;434.984
68.83069597;8.260502925;435.741
70.88231507;8.555435127;436.497
70.43869065;8.209272934;437.254
66.39987646;8.441294857;438.01
71.64020768;8.570776224;438.766
67.08762528;8.931892136;439.522
67.11410754;8.402482449;440.279
67.65027669;9.009314518;441.035
65.99254131;8.405625818;441.791
60.2604335;8.431316541;442.548
61.94318648;8.070863272;443.304
58.70602753;8.524396841;444.061
58.26798808;8.441100146;444.817
57.61549136;8.282071556;445.574
58.50011288;8.12733929;446.33
57.26874367;8.497446988;447.087
59.62177425;8.501227678;447.843
58.1854084;8.563253098;448.6
60.12209524;9.077812301;449.356
52.93482143;8.057387805;450.113
57.35891898;8.367183914;450.869
53.90159205;8.31474628;451.625
52.90934134;8.366699486;452.382
52.00987723;8.40502816;453.138
51.08805116;8.388329821;453.895
49.60018549;8.678002601;454.651
51.60786573;8.420585734;455.407
49.38877417;7.987926408;456.164
50.27287779;8.717255999;456.92
55.32027546;8.617325806;457.676
47.1759001;8.414786572;458.432
46.86489529;8.799276886;459.189
49.32842775;8.102358014;459.945
48.98894385;8.105639691;460.702
46.641528;8.410507697;461.459
45.53710644;8.111858191;462.215
46.82466548;8.232831179;462.972
44.07653681;8.059045327;463.728
43.54911809;8.423870512;464.484
43.3453102;8.340133946;465.24
44.75378995;8.360689589;465.997
44.07057805;8.394683519;466.753
43.52978593;8.720531503;467.51
41.67425169;7.978659284;468.266
41.8142092;8.411162683;469.022
42.08659818;8.478195437;469.78
39.64507118;8.069001047;470.536
41.22763392;8.285747974;471.293
42.3937007;8.738604207;472.049
40.68210018;8.744094183;472.805
40.13934828;8.597774367;473.562
40.67683213;8.170265622;474.318
40.29121932;8.875036328;475.074
38.75643612;8.329458838;475.831
35.74319674;8.555853871;476.587
35.28058615;8.389868455;477.343
37.90876834;8.511271895;478.1
36.39851826;8.79224118;478.856
33.96698863;8.215995689;479.613
36.02458492;8.635306652;480.371
37.49287203;8.681568172;481.13
33.45293576;8.645288637;481.886
35.26542075;8.566823256;482.643
34.77407471;7.85953274;483.399
31.65801712;8.234775116;484.155
32.39614951;7.93234712;484.912
34.88873625;8.388066652;485.668
33.53785619;8.326176679;486.425
31.62270263;8.629182162;487.181
32.29120516;8.205164065;487.937
29.32763838;8.194929103;488.693
29.70816076;8.902131423;489.45
29.18800009;8.305785283;490.206
28.87346682;8.699151707;490.962
29.03004509;7.984422276;491.719
31.01954309;8.741792026;492.475
29.82306745;8.785408004;493.232
26.93385577;8.074280374;493.988
30.04662473;8.611559806;494.744
26.11690332;8.216535085;495.501
27.99942674;8.578986869;496.257
28.33387785;8.491499093;497.013
25.95606134;8.857858019;497.77
29.73242198;8.837927347;498.526
28.32186546;8.486623607;499.282
27.4329586;8.556438418;500.039
26.43748535;8.600316868;500.795
25.5394655;7.946958422;501.551
25.65350081;8.12297831;502.307
27.410137;8.322215594;503.064
25.22621851;8.558511113;503.821
27.23300461;8.378665558;504.579
26.23601666;8.47988186;505.335
25.59540802;8.567328807;506.091
24.88876365;7.99718719;506.847
22.34888574;8.301571951;507.604
24.47067159;8.237274378;508.36
23.60467306;8.146150766;509.116
23.25019166;8.823851227;509.873
24.80770621;8.247699796;510.629
24.01860684;8.378157647;511.386
21.53641395;8.420604971;512.142
23.12993054;8.491495946;512.898
24.44160593;8.591383597;513.654
20.87775958;8.547239073;514.411
21.63095812;8.977520919;515.167
19.87040764;8.475097348;515.923
21.34013806;8.523142917;516.68
23.81484895;8.485168351;517.436
20.12469418;8.390677672;518.193
21.54786029;7.951550415;518.949
21.27381027;8.577327543;519.706
22.3264312;8.765895636;520.462
18.80955168;8.417433015;521.219
20.73520816;8.500269409;521.975
21.8719925;8.237566489;522.732
20.05529714;8.525183208;523.488
18.76906928;8.534435581;524.244
20.27223741;8.133611537;525.001
19.79722111;8.365052571;525.757
18.21089399;8.447273125;526.514
19.19717784;8.583561237;527.27
19.81042219;8.162919335;528.026
19.80684129;8.515801854;528.783
18.08837098;8.28957459;529.539
18.22688422;8.589718862;530.295
17.71593632;8.246460901;531.051
16.49984718;7.924474096;531.807
17.30007208;8.01685488;532.564
19.10985013;8.69028621;533.32
19.50000318;8.623361812;534.076
18.98936758;8.742267255;534.832
17.96559591;8.463029682;535.589
17.65899107;8.268819909;536.345
17.09054277;7.68656655;537.103
17.26070137;8.105390494;537.86
18.71709357;8.724647659;538.617
16.86983198;8.313797558;539.373
17.70630006;8.281949793;540.129
18.14172361;8.106897523;540.886
17.47469906;8.408799132;541.642
14.01354868;8.261675236;542.398
14.74767264;7.453855073;543.154
14.85797253;8.534798041;543.91
13.90972726;8.241739841;544.667
15.24173293;8.034299075;545.423
17.01164769;8.530748811;546.179
15.08734837;8.409017792;546.936
14.76761608;7.925990004;547.692
12.43411488;8.189571838;548.448
14.65323528;8.025568689;549.205
15.10665448;8.082792046;549.961
13.39342993;8.40976121;550.717
15.01676123;8.665756811;551.473
13.17961055;7.602648415;552.23
15.1558115;8.253161483;552.986
13.42815751;8.187448399;553.742
15.09988386;8.324107309;554.498
15.05843687;8.238941206;555.255
14.35242929;8.54975932;556.013
13.61615413;7.999107552;556.77
14.32406412;8.029432128;557.526
14.66042498;8.51380516;558.283
13.04242605;8.563413571;559.039
12.67877765;8.551371685;559.795
13.0598466;8.612700028;560.552
13.83904034;8.120371383;561.309
12.44314413;8.258279615;562.065
13.75348694;8.097356283;562.821
11.36941629;8.528054194;563.577
13.55609914;8.133870491;564.334
15.23914325;8.298907328;565.09
14.18981063;8.020122047;565.847
12.24280933;8.028578127;566.603
12.87741614;8.231515783;567.36
13.52264065;8.93528999;568.116
11.40106723;8.031999301;568.873
11.41242383;8.465522261;569.629
11.98483522;8.270153254;570.385
11.78617552;8.405029641;571.141
12.38067906;8.408252603;571.898
12.92430275;8.828089264;572.655
11.7868937;8.319883418;573.28
11.16059362;7.886841966;574.168
11.89873852;8.818176759;574.924
12.59052121;8.718110375;575.68
12.20351641;8.317834013;576.437
12.76669841;8.827557361;577.193
12.37704316;8.736877558;577.95
10.9304736;8.417367452;578.707
11.26547242;8.412660173;579.463
12.66275148;8.76676841;580.22
12.37933815;8.514649581;580.976
10.31518527;8.210058388;581.732
12.47425299;8.252460086;582.489
10.33654758;7.914787522;583.245
12.7925917;8.946141145;584.005
11.97057293;8.213652442;584.762
10.60990456;8.749441783;585.519
11.14571222;8.404855859;586.275
9.828605215;8.274102002;587.031
9.773494166;8.248543926;587.788
11.40166225;8.426734254;588.544
10.49522246;8.196077014;589.301
10.37846668;8.501184003;589.926
10.03528865;8.513864091;590.813
10.37579657;8.276056613;591.57
9.197173703;8.494865167;592.326
10.49195805;8.250035815;593.082
9.968155543;8.099939172;593.838
9.642564642;8.41084886;594.595
9.923176148;8.529867377;595.352
10.3422368;7.970238165;596.109
10.2992279;8.385603374;596.865
9.596686562;8.643862698;597.621
11.67517972;8.357247849;598.378
9.88084895;8.3190402;599.134
10.59090233;8.389457134;599.89
10.42645612;8.252367444;600.647
9.232242239;7.920169565;601.403
10.17874608;8.896557445;602.16
10.11039579;8.264535736;602.916
9.241426405;7.977354639;603.672
10.22219853;8.882560923;604.428
10.86349392;8.504349;605.184
8.902557228;8.081835832;605.941
9.895689696;8.240561114;606.697
8.571102188;8.410173254;607.453
9.452075455;8.428807994;608.21
8.532665746;8.110045423;608.966
9.811010124;8.656179711;609.723
9.20274138;8.529723525;610.479
7.913506242;8.011084306;611.236
9.300587571;8.322556372;611.993
7.388657706;8.427532686;612.752
7.594372332;8.320149266;613.51
9.612455463;8.540576867;614.266
8.24065609;8.522272637;615.022
7.405293853;8.127846416;615.778
10.39687526;8.52709355;616.404
8.001382753;8.771126806;617.291
8.111225779;8.153736367;618.047
8.445630835;8.509655529;618.803
9.928404834;8.442976928;619.56
8.085430902;8.283785543;620.316
7.321487457;8.155150735;621.072
7.497773788;8.339642558;621.829
8.638336695;8.004639277;622.585
8.730109963;8.283054864;623.343
7.418793716;8.421574345;624.099
7.38449765;8.57903784;624.856
6.821626;8.087663709;625.612
8.301165289;8.480684039;626.368
7.826504057;8.030542849;627.125
7.682729172;8.708197687;627.881
6.845522524;8.303647958;628.637
8.290992567;7.96257193;629.394
7.329538136;8.56064432;630.15
7.674785585;8.578060623;630.907
6.544511684;8.22141705;631.663
8.475928406;8.498154499;632.42
9.317027747;8.398898251;633.176
7.238709322;8.492667619;633.932
7.764720789;7.936612911;634.689
7.577464091;8.749428474;635.445
8.795465117;8.494353805;636.201
7.729841813;8.155602331;636.958
6.434751318;8.182680593;637.714
7.427166248;7.900406876;638.47
7.180781208;8.719845704;639.227
7.802519125;8.293407634;639.983
7.168105739;8.352491286;640.739
6.871288498;8.087235229;641.496
6.624194311;8.400030443;642.253
7.453307888;8.458988547;643.01
6.432346313;8.377520735;643.766
7.115023011;8.998165645;644.522
6.217707606;8.996104111;645.279
6.436226168;8.317832499;646.035
6.964866002;8.230623875;646.791
6.097154118;8.442221296;647.547
6.829844852;8.56351674;648.303
7.489592629;8.226915784;649.062
7.352029991;9.042485188;649.818
6.776136139;8.438714473;650.574
7.109421729;8.515278765;651.33
6.862830635;8.526592974;652.087
6.983204188;8.723233758;652.843
7.204975403;8.058557377;653.599
6.468063612;8.28456995;654.355
7.234659557;8.324718404;655.112
6.543408279;8.486017157;655.868
5.70378207;8.172933048;656.624
6.453011704;8.476828623;657.38
5.850650124;8.237546031;658.137
5.382148813;8.016676857;658.893
5.738328572;8.131902347;659.652
6.029015946;8.114485226;660.408
6.295080429;8.505358014;661.164
5.77540367;8.241122264;661.921
6.227984743;8.176421898;662.677
7.407209836;8.856248302;663.434
7.178344401;8.792812764;664.191
5.487541057;8.602387952;664.948
5.485232605;8.322587004;665.705
