m/z 35.00 ch3;37/21
0.193328607;2.59081102
0.118419472;2.096784506
0.057403588;1.816729099
0.24180334;2.108546665
0.289947776;2.140152427
0.179152677;1.978649451
0;2.252631505
0.118254901;2.151205733
0.060113126;2.343320684
0;1.905814365
0.118568257;2.022293814
0.114638265;2.059309197
0.18117754;2.220975068
0.121138115;2.428746778
0;2.432741029
0.058310977;2.210075462
0.114576036;2.182122498
0;2.369466819
0.055990805;2.048457321
0;2.321243268
0;2.445815681
0;2.295093882
0.177803932;2.311568328
0.16782952;2.122973392
0.1153596;2.321439046
0.169047647;2.124279982
0.176673661;2.182330902
0;2.255773219
0.058979646;2.469491192
0.23660956;2.486139724
7.829479974;2.156357734
9.228312161;2.800460848
2.045402319;2.661002333
1.583609658;2.549354138
0.653233289;2.257359762
0.762797894;2.220405316
0.529051232;2.209313668
0.393885796;2.234559293
85.35142821;2.683876911
1870.667169;2.127322523
2241.053326;2.357077911
2794.096596;2.011120938
3160.17;1.859537043
3153.819679;1.909198891
3403.714627;2.053328929
3575.640927;1.810304219
3499.679907;1.726627791
3817.358491;1.863218344
3691.48259;1.826824556
4035.698583;1.862991756
3807.760054;1.750849948
4048.706155;1.718850043
3872.872675;1.675078645
3867.57824;1.93940309
4025.224022;1.560734543
4037.050398;1.63254578
4029.899728;1.801912018
3968.538988;1.678521242
3968.922082;1.713199356
4203.351979;1.433493915
4072.731938;1.548217492
4179.433415;1.704044249
4116.412064;1.578373858
4182.618437;1.714294061
4107.423403;1.648359356
4129.616476;1.68040318
4225.490599;1.571356655
4264.422166;1.611275633
4294.508407;1.700120563
4438.223575;1.522995525
4101.970758;1.513549343
4395.100521;1.492376202
4552.247479;1.735593441
4411.819744;1.631972542
4313.943715;1.686023629
4336.404531;1.622393037
4419.103722;1.672363572
4154.520024;1.559986585
4317.114097;1.443708541
2752.247138;1.735269689
3958.285607;1.587569532
3837.838938;1.628548569
2965.4867;2.119329067
2229.585536;2.668124739
1866.51774;3.484626626
1645.876472;3.732025351
1601.118265;4.516315094
1528.565889;4.972591914
1460.468244;5.451463559
1434.510215;5.640665864
1362.933426;5.765574068
1356.212663;5.966290319
1428.406953;6.502539418
1346.331138;6.389324001
1297.037777;6.352466028
1299.249439;6.370610531
1337.574601;6.891987032
1295.962242;7.228946672
1274.050392;7.104422091
1291.924606;7.497626678
1272.728106;7.107546615
1273.547144;7.057454662
1187.637958;7.046098549
1257.948389;7.60209384
1248.910278;7.072971955
1245.143202;7.613179436
1215.33672;7.467657179
1209.330589;7.025016138
1145.949548;7.690157194
1206.023086;8.100884093
1194.825001;7.771543317
1214.581851;8.106459511
1182.954635;8.141422297
1185.999284;8.310022629
1206.955282;8.660368143
1160.47874;8.302262185
1166.247951;8.365866072
1221.942534;8.863239724
1213.94745;8.616807059
1202.938203;8.864210771
1207.846656;8.402715221
1166.120861;8.63171186
1170.977522;9.227224717
1123.984793;8.45173128
1109.976762;7.936117522
1186.795828;8.71750072
1144.373855;8.557290686
1148.178406;8.680402759
1158.819958;8.717396848
1191.760861;8.831024356
1144.843325;8.652647427
1153.646807;8.790946123
1128.711219;8.677682711
1182.274975;8.848687828
1148.283441;8.898497751
1138.964853;8.542361024
1170.44969;8.83874593
1177.070184;9.085036905
1200.271406;9.126759153
1181.8324;8.772613509
1176.975035;9.203169277
1159.994072;8.693688556
1147.327353;8.751725649
1144.30453;8.493061236
1195.390826;9.342698787
1175.876473;9.156061573
1169.929034;8.943051251
1175.015541;9.055852371
1225.910402;9.737262982
1220.545115;9.514935762
1242.73884;10.00004545
1161.689105;9.144202871
1147.818018;9.032884199
1175.80916;9.420460214
1186.957616;9.342326735
1194.640876;9.356680004
1195.134855;9.550599185
1186.312518;9.140225706
1157.162761;9.391776748
1179.256164;9.143826452
1180.116453;9.598193843
1175.368525;9.427432933
1135.104595;9.202771795
1215.283197;9.899518747
1180.128366;9.595384574
1162.473942;8.955876879
1178.496269;9.069054117
1176.021523;9.493648752
1146.779821;9.001840479
1196.400422;9.53173395
1169.369192;9.61878181
1214.081991;9.657794577
1207.178776;9.451835032
1162.228193;8.94004496
1140.619834;9.276057081
1199.911254;9.207271055
1147.718075;9.365607111
1213.673715;9.634418933
1126.914596;8.841391258
1223.727487;10.03794132
1189.665387;9.380244814
1155.131878;9.17085645
1207.995867;9.653597799
1155.098815;8.995964849
1154.99494;9.180143492
1193.925101;9.449194783
1177.14381;9.497038664
1161.04662;9.480616428
1126.047771;9.317413563
1136.381721;9.594152376
1154.664686;9.271620635
1160.491226;9.394392301
1146.326464;9.120033833
1187.761354;9.386289502
1155.102882;9.140593915
1179.836459;9.377596333
1173.183187;9.538852604
1176.883421;9.238473992
1150.102841;9.277416085
1175.965505;9.692419069
1165.888279;9.499126382
1134.934214;9.524483138
1218.962679;9.723980492
1188.778966;9.46309599
1109.688632;8.934814952
1195.469732;10.17802978
1163.983472;9.668973668
1158.062368;9.478732889
