Relative Time;37/21;m/z 35.00 ch3
664.211;5.90300261;189.1788211
664.967;5.253659626;173.3624642
665.724;5.400752757;178.2234906
666.48;5.582591665;178.9011557
667.236;5.835651955;178.797159
667.993;6.190503041;189.130219
668.751;5.551846143;185.67829
669.508;5.652801526;182.2481146
670.265;5.586358504;183.3682175
671.021;5.921651072;186.1184757
671.778;5.582616103;180.3469325
672.534;5.490949917;179.8885488
673.291;5.79601948;178.3048477
674.047;5.917158201;180.2217132
674.803;5.513384141;177.7314697
675.56;5.702310677;183.0914234
676.316;5.244364481;173.6620892
677.072;6.119075922;180.2301122
677.829;5.580547664;170.7557237
678.585;5.43731995;180.1258879
679.342;5.732418814;173.0087658
680.098;5.614226988;185.8336709
680.854;5.859102025;185.7986643
681.611;5.668291461;178.9722627
682.367;5.966928408;179.3694862
683.123;5.792933592;167.3768978
683.88;5.365191855;173.2834768
684.636;6.031058753;188.9050786
685.392;5.643589019;179.5153562
686.149;5.523172447;171.2263413
686.905;5.670485797;188.2903656
687.661;5.938559483;174.148566
688.418;5.739640645;170.0744578
689.174;5.929865328;178.9720548
689.93;5.691358599;177.4260637
690.687;5.535654334;177.6937894
691.443;5.934309339;180.8427463
692.199;5.694141609;170.5461264
692.956;5.538484734;158.7123157
693.712;5.60671769;174.1596052
694.468;5.604003231;171.5460159
695.225;5.578576082;174.2770038
695.982;5.648000269;162.0889554
696.738;5.840141583;176.1026051
697.495;5.557653501;170.0537149
698.251;5.715616892;162.9348649
699.007;5.956651536;175.1877412
699.764;5.651996982;169.1068395
700.52;5.596094245;169.8919517
701.277;5.643119947;172.2949336
702.033;5.866055519;171.0900843
702.789;5.793637918;169.4506669
703.546;5.665569965;177.6853741
704.302;5.678561328;174.0643285
705.058;6.227972031;172.2430765
705.815;5.860083282;175.0801585
706.572;5.426707671;174.299087
707.328;5.707570199;167.9802471
708.084;5.693452869;159.8948588
708.84;5.725106331;178.5564349
709.597;5.838120698;169.689749
710.353;5.892712834;168.5254138
711.11;5.671387017;166.1985703
711.866;5.482683788;163.0174063
712.623;5.735802749;172.3821101
713.379;5.560749007;170.2105408
714.135;5.345730553;165.4339512
714.761;5.699242586;160.5050725
715.65;5.623552016;162.0398412
716.406;5.684632332;163.4325749
717.163;5.857237139;165.1260145
717.919;5.532229383;159.5021022
718.676;5.488052476;163.4091892
719.432;5.670896539;161.4165387
720.188;6.022098907;171.5783882
720.945;5.611057471;163.3620808
721.701;5.606015545;164.2390498
722.457;5.507674134;159.7672299
723.213;5.498399598;158.8104202
723.97;5.417279112;170.6453435
724.726;5.444716668;153.6195542
725.483;5.787019792;161.0606448
726.239;5.843454044;163.6545851
726.996;5.407956314;156.7378668
727.752;5.516303311;160.4882042
728.508;5.571053942;157.6602141
729.266;5.442539743;152.1122922
730.022;5.561591935;152.5651977
730.778;5.667155117;166.7146814
731.535;5.530015785;154.5928115
732.292;5.431494885;157.3709828
733.05;5.698847881;161.8913182
733.806;5.518657514;154.2670885
734.563;5.570907342;162.2540116
735.32;5.661352116;153.0304356
736.076;5.752866354;163.2098781
736.833;5.447475711;159.9113218
737.589;5.772728463;160.8324038
738.345;5.644448043;152.4539413
739.102;6.046652124;161.4397117
739.858;5.736867042;161.630966
740.614;5.715634518;152.8513021
741.371;5.515174577;156.034002
742.127;5.621772481;161.2404356
742.884;5.920138835;157.7510149
743.641;5.479279734;161.158613
744.398;5.922853643;153.6117596
745.154;5.777393939;149.1874072
745.91;5.684825647;155.820755
746.666;6.046535936;155.6286833
747.423;5.667156721;156.0060688
748.18;5.790755787;158.6941761
748.936;5.816926944;156.0173117
749.693;5.517265978;153.5020423
750.45;5.695295413;151.2179552
751.206;5.675180616;161.9146269
751.962;5.883806512;160.5137949
752.719;5.713637622;154.6020121
753.475;5.672294344;152.3407943
754.232;5.946730477;149.3686473
754.988;5.149206769;143.7500499
755.744;5.575867236;158.0343594
756.5;5.53308514;142.3931694
757.257;5.51442725;145.1254683
757.882;5.5851057;146.3880228
758.772;5.950714515;149.5019484
759.529;5.696707136;155.0107199
760.285;5.816494578;149.8608323
761.042;5.418202776;144.1789066
761.798;6.005787766;156.2966993
762.554;5.402706092;157.1699147
763.311;5.663574236;149.5367133
764.067;5.702505518;149.6132336
764.823;5.626219729;145.6328577
765.58;5.379017156;148.7157591
766.336;5.787537746;143.8318432
767.093;5.295487804;143.2526811
767.849;5.607903838;150.7475785
768.606;5.56115438;149.4961574
769.362;6.329452615;153.0130937
770.118;5.561716858;145.6695125
770.875;5.789978585;136.646561
771.631;5.533821395;145.125328
772.387;5.780477567;142.7172786
773.144;5.78023304;141.3788045
773.9;5.547968299;145.3778795
774.657;5.517745319;146.0169221
775.413;5.572047984;143.3432991
776.17;5.668696233;146.3272176
776.927;5.600964353;138.3017615
777.683;6.039296337;141.4559461
778.44;5.993322695;141.5441958
779.196;5.654900775;146.8682277
779.952;5.589623764;140.7582788
780.708;5.851447811;148.3277361
781.465;5.345789785;137.9233946
782.221;5.393435772;138.1412898
782.977;5.894067838;138.3575531
783.734;5.457583853;137.8903171
784.359;6.040984216;145.42172
785.246;5.454570582;141.5138763
786.003;5.413117392;139.5735191
786.76;5.455829489;137.4237546
787.516;5.358653156;140.8482693
788.272;5.891161524;148.2796175
789.028;5.994263113;144.6988138
789.785;5.606504514;135.8207938
790.541;5.4362332;136.2244424
791.297;5.986896517;139.825377
792.053;6.106859739;139.6391565
792.81;5.793673799;138.3078871
793.566;5.921839204;144.0431932
794.323;5.721648638;136.1462076
795.08;5.883490915;134.4779256
795.836;5.898331267;142.1433495
796.593;5.924907769;135.7420371
797.349;5.505002951;133.0041297
798.106;5.873346186;135.7645647
798.862;5.808129987;133.1471265
799.618;6.060053791;137.1668981
800.374;5.944597748;135.3947335
801.131;5.623883797;131.2054989
801.887;5.677749175;136.1553362
802.644;5.716996673;133.7608693
803.4;5.675575297;131.870268
804.156;5.682168197;135.0093873
804.912;5.571056248;135.9515398
805.671;5.902510845;132.7061884
806.428;5.805875766;131.7075962
807.185;5.772579416;139.9758649
807.943;5.541131407;128.7913244
808.7;5.895583877;134.5454554
809.456;5.774143038;132.858594
810.213;6.013191324;134.2426305
810.969;5.852299932;134.6147344
811.725;6.052272019;137.5192844
812.483;6.080523391;133.0051067
813.239;5.811791345;128.4314025
813.996;5.792964895;127.8240107
814.752;5.852452843;129.8782345
815.509;6.116296528;136.3440239
816.265;5.769430651;127.0119392
817.022;6.033277869;138.2264726
817.778;5.434497012;131.126832
818.535;5.641168717;132.1419679
819.291;5.571926634;135.4878594
820.047;5.520662871;129.4464449
820.803;5.537484922;124.7537691
821.56;5.399457308;126.5751392
822.316;5.496801677;126.3560214
823.072;5.391827956;125.485513
823.829;5.838093867;124.9144193
824.585;5.973923924;127.7760284
825.342;5.321630683;128.520497
826.098;5.720286131;124.8306173
826.855;5.668520355;123.4866469
827.611;5.503684482;121.1316538
828.368;5.695695799;123.3049702
829.125;5.233926339;123.8743214
829.882;5.737265767;126.136886
830.638;5.533298146;125.4268977
831.394;5.90520185;124.6062586
832.151;5.549129591;121.8192374
832.908;5.538918767;124.8686651
833.666;5.507743942;126.0667687
834.422;5.782649956;127.4235043
835.179;5.762581504;124.6557712
835.935;5.871148491;128.6227376
836.693;5.880156852;122.3799455
837.449;5.485709405;124.6593932
838.205;5.635970293;123.1500665
838.962;5.748472847;125.3519467
839.719;5.634684881;124.9814971
840.475;5.691590416;129.3452145
841.232;5.97528552;124.2330716
841.988;5.525605179;119.7190984
842.745;5.890815029;120.5930873
843.502;5.514425637;115.7352576
844.127;6.082907512;130.4612457
845.015;5.808605594;128.0818298
845.773;5.285293104;117.2017204
846.532;5.450325466;119.8713961
847.288;5.858323017;124.6325612
848.044;5.879326903;122.6175173
848.801;6.189164347;120.2534948
849.558;5.447366368;122.5811506
850.314;5.817772984;128.1192713
851.07;5.456654275;116.5574293
851.827;5.781947287;122.3306737
852.583;5.961470437;128.817535
853.339;5.536746272;117.9059863
854.095;5.380329204;122.0567221
854.852;5.462474406;116.63092
855.608;5.543451318;117.6820977
856.365;5.757895298;125.0628166
857.122;5.525868048;113.7044881
857.88;5.538485437;119.4987067
858.637;5.784013703;117.6727868
859.394;5.665894083;122.2995664
860.15;5.579020574;119.7710904
860.906;5.447027191;119.7489539
861.663;5.198741358;113.1300693
862.42;5.708874228;121.0300977
863.176;5.240076014;120.6808489
863.932;5.742505193;117.4339833
864.688;6.071454904;119.5548997
865.444;5.903581229;116.939435
866.201;5.243060752;118.2867122
866.957;5.664708894;113.3837118
867.713;5.994330627;122.2125474
868.47;5.957276274;121.6953548
869.226;5.509854755;116.4683264
869.982;5.568996466;117.9150221
870.739;5.745003362;114.6626162
871.495;5.552533045;112.9898969
872.252;5.175102167;111.1676195
873.008;5.664390076;114.2117803
873.764;6.009305799;116.5666273
874.521;5.896866336;115.3829111
875.277;5.742786452;115.9271865
876.034;5.712968357;114.0902418
876.79;5.429655391;116.323019
877.546;5.661421394;111.5640843
878.302;5.479856596;110.9423643
879.059;5.741958647;113.5951958
879.815;5.571519559;116.5896234
880.572;5.610251118;115.7578939
881.329;5.679385362;119.5043144
882.085;5.937228941;123.269128
882.842;5.714308236;118.3278773
883.598;5.551371718;119.7369683
884.354;5.890883756;116.5077031
885.111;5.466449577;107.1521606
885.868;5.45826267;110.7990995
886.625;5.613476717;113.781911
887.251;5.53573968;119.1044194
888.138;6.159131005;115.395567
888.895;5.769254183;112.9303143
889.652;5.682054489;104.6264323
890.41;5.234677993;107.736353
891.166;5.682800319;114.2658748
891.923;5.565360785;107.8499264
892.679;5.467055135;109.1400787
893.436;5.322008274;109.7264132
894.193;5.980700964;113.2728739
894.949;5.551476617;108.5485477
895.706;5.458674418;111.0883663
896.462;5.732539637;109.6800319
897.218;5.509367877;109.4584985
897.975;5.594200521;115.0570262
898.731;6.015536456;117.453588
899.487;5.688263688;108.2076462
900.246;5.524142449;110.4971745
901.002;5.848176044;117.4222435
901.759;5.45043371;105.0830499
902.515;5.754262729;110.0225327
903.272;5.285609715;108.9602442
903.897;5.63247021;107.9128558
904.785;5.778208797;107.3231656
905.542;5.872144747;112.2910664
906.298;5.614390944;113.8509937
907.055;5.920399416;111.9555719
907.811;6.069914329;109.7356674
908.567;5.537983454;109.1969237
909.324;5.50279164;101.1022209
910.081;5.236189047;104.7893732
910.837;5.82440657;112.168168
911.593;5.863750485;114.442665
912.35;5.416885509;110.0367736
913.106;5.479599704;105.8368576
913.862;5.382905276;105.6761735
914.619;5.605299129;110.4819564
915.375;5.839948479;106.7376184
916.131;5.914604488;105.4359879
916.887;5.660662057;103.8438692
917.644;5.400023329;105.5028109
918.4;5.750259722;109.9987704
919.156;5.890114253;108.1422183
919.913;5.323928469;104.8877829
920.67;5.850744858;104.3767892
921.427;5.317199941;98.42195669
922.183;5.782038652;109.5438082
922.94;5.767099341;111.6670058
923.696;5.642509017;109.2691853
924.452;5.644139823;104.1364999
925.208;5.747580097;98.7074288
925.965;5.384991992;104.1004959
926.721;5.454161848;103.3856998
927.478;5.830612656;109.5079247
928.235;5.334862021;99.75504043
928.992;5.495230868;103.1786928
929.749;5.535985148;102.9174958
930.505;5.832181435;104.1410998
931.262;5.711055399;100.4403673
932.019;5.696403359;105.0762141
932.775;5.736566928;109.2234488
933.531;5.322086353;101.2472714
934.288;5.558197659;107.6757012
935.044;5.893654754;105.9641922
935.801;5.926130653;106.3811484
936.557;5.740061996;99.33164493
937.314;5.760435235;103.4135133
938.07;5.737186621;105.487164
938.827;5.387089094;99.3138048
939.583;5.718402573;105.4205237
940.34;5.794727978;106.0199798
941.096;5.623293048;99.10428383
941.852;5.569698654;97.45580998
942.608;5.745114894;105.7069684
943.365;5.589503604;101.1529459
944.122;5.553504992;101.5159154
944.878;5.500709273;100.7061583
945.635;5.389631163;100.3062431
946.391;5.397724199;94.72470224
947.148;6.019714104;99.90995523
947.904;5.916455379;102.8397832
948.66;5.325762826;104.3769277
949.416;5.79559117;106.3035805
950.173;5.841190384;102.2938999
950.93;5.837636305;102.4389845
951.686;5.668573087;101.5079746
952.442;5.4784022;97.95970074
953.199;5.972385998;104.3908878
953.955;5.843934093;96.72054868
954.712;5.465777964;98.03293323
955.47;5.890833762;101.5058582
956.226;5.505743151;96.40176832
956.982;5.421319617;99.02430802
957.74;5.984801978;99.3666192
958.496;5.653195947;97.37739337
959.253;5.796201412;97.02876382
960.01;5.977467373;96.31277807
960.766;5.563559709;96.08474706
961.523;5.641645871;98.27251297
962.279;5.211660032;90.88769341
963.035;5.585182787;100.2580705
963.792;5.616712447;97.63689776
964.55;5.813430634;101.7233869
965.306;5.522475708;92.74098738
966.063;6.153870539;100.3401332
966.819;5.820571408;96.77875552
967.575;5.416688256;92.2794913
968.332;5.573795343;96.13544692
969.089;5.655798537;94.13271473
969.845;5.629070584;99.81645236
970.602;5.877853641;98.49160787
971.358;6.013125383;101.5782608
972.114;5.586619315;97.01155396
972.87;5.933519009;96.83669207
973.496;5.480352686;92.14270961
974.384;5.970515885;98.52305066
975.141;5.455779594;92.61849021
975.899;5.895585563;106.6291075
976.655;5.938703843;96.77740636
977.411;5.502030396;93.46638857
978.167;5.617027119;96.99225043
978.924;5.656687082;96.69542817
979.681;5.192681662;91.47974734
980.437;5.446655163;93.50508382
981.194;5.605384585;94.17892498
981.951;5.397722871;92.08902938
982.707;5.522411392;91.72114347
983.463;5.613322647;95.92330775
984.22;5.792794998;96.57328881
984.976;5.632470714;92.65131269
985.732;5.614875002;94.62925854
986.488;5.604420022;90.81244085
987.245;5.465556732;91.16902707
988.001;5.789499342;96.40123108
988.758;5.797673996;93.51716743
989.514;5.546898238;90.51182698
990.27;5.64092767;96.34483603
991.027;5.791963797;92.30488168
991.783;5.798306524;95.54951132
992.54;5.656448479;89.50022573
993.296;5.67420788;92.04268803
994.052;5.598178253;92.66872146
994.809;5.787259287;89.98418513
995.565;5.578536399;90.7683687
996.322;5.444106998;90.13278715
997.078;5.499313953;88.99456421
997.835;5.555060599;94.09730251
998.591;5.782142967;89.76099768
999.347;5.718294873;84.16406354
999.973;5.19587663;86.31801746
1000.86;5.504908828;88.37802844
1001.617;5.631725963;88.34946898
1002.373;5.551984785;91.73993588
1003.13;5.359803353;84.96600868
1003.886;5.261249159;92.30095845
1004.643;5.469143326;92.8235181
1005.399;5.344374907;87.92420262
1006.156;5.886376565;92.81061102
1006.912;5.240737882;90.67014573
1007.67;5.62559998;87.57195751
1008.426;5.825711335;88.71439945
1009.182;5.651392801;91.53736361
1009.939;5.292474392;89.03716551
1010.695;5.795749869;92.15411055
1011.452;5.646971133;90.67991768
1012.208;5.545177375;89.73408478
1012.964;5.496681543;83.22445464
1013.721;5.44997624;84.21848057
1014.477;5.822633749;85.34400533
1015.234;5.95320539;87.57241978
1015.99;5.779244097;86.46988384
1016.747;5.238982443;86.10201497
1017.503;5.658903171;93.16769002
1018.259;5.548381009;88.05949888
1019.016;5.977200064;88.18215771
1019.772;5.669169559;87.93913795
1020.528;5.224379612;88.39245671
1021.284;5.651997345;84.93308796
1022.041;5.526340918;87.1292497
1022.797;5.607066253;84.33243853
1023.554;5.373505401;86.52043336
1024.31;5.663906557;84.55329067
1025.067;5.506321619;87.32198573
1025.823;5.85033492;85.28620777
1026.449;5.941917432;87.94863911
1027.336;5.937524686;83.7821551
1028.093;5.578031938;85.72891354
1028.85;5.804282575;80.08483515
1029.606;5.453331656;81.75082272
1030.363;5.596481811;83.5106145
1031.119;5.364628459;85.72432964
1031.875;5.567125298;84.52292918
1032.632;6.136499595;85.97053272
1033.388;5.80097179;84.30232022
1034.144;5.731731898;84.95893414
1034.901;5.825905314;85.92336794
1035.657;5.886551243;84.16505649
1036.414;5.475987918;87.61682548
1037.17;5.792451352;83.14755205
1037.926;6.153133069;87.13616719
1038.683;5.804947994;86.32953327
1039.439;5.373226288;83.48240342
1040.195;5.430903192;79.14702762
1040.952;5.397774516;81.50945258
1041.708;5.64697479;82.37295241
1042.464;5.811150504;84.78373683
1043.22;5.286906152;80.75718112
1043.977;5.433812529;79.60607359
1044.733;6.054416222;86.22330125
1045.49;5.957673327;82.32911874
1046.246;5.663784275;81.16706467
1047.002;5.620089213;78.39566894
1047.759;5.890746697;82.56950035
1048.515;5.428462457;83.15670128
1049.271;5.507404072;78.70681748
1050.029;5.770718456;85.97293332
1050.785;5.580359353;78.83821364
1051.543;5.563829513;78.93149487
1052.3;5.795316588;79.00674624
1052.925;5.099183196;78.99372143
1053.812;5.522689059;77.37134793
1054.569;5.759838899;81.21566046
1055.325;5.80514766;76.49029029
1056.082;5.634587948;77.38171917
1056.838;5.714972148;81.18754575
1057.594;5.768179781;76.07511813
1058.35;5.810337727;76.49577365
1059.107;5.487602498;80.29611814
1059.863;5.69933985;77.49305745
1060.62;5.369796495;74.87416429
1061.377;5.78923961;79.68371213
1062.133;5.674312263;80.34068364
1062.889;5.590868566;79.46553866
1063.646;5.636302506;77.80899628
1064.402;5.709014502;77.37302843
1065.158;5.39729709;83.57432087
1065.915;5.655875153;79.31840609
1066.671;5.786802525;80.25183306
1067.428;5.632414475;76.43397485
1068.185;5.291726422;76.42728222
1068.942;5.851037864;80.09822818
1069.699;5.522697052;79.73078418
1070.456;5.77336406;75.8082973
1071.212;5.74615589;73.30610066
1071.969;5.497676962;75.78377232
1072.725;5.543502127;74.31171372
1073.481;5.654675395;78.01323834
1074.237;5.823390545;72.9357799
1074.994;5.470505862;78.42660275
1075.75;5.388301967;77.72125231
1076.507;5.781858023;77.71111783
1077.263;5.480248475;73.88143504
1078.02;5.729578609;73.31832778
1078.777;5.63689348;78.86938669
1079.402;5.460884401;78.19082476
1080.291;5.39759052;73.15582832
1081.049;5.620565432;73.1829555
1081.805;5.846837493;77.33345591
1082.561;5.903109623;78.29249895
1083.318;5.848523472;84.5645687
1084.074;5.572141238;78.24419523
1084.831;5.519299274;74.74478159
1085.587;5.297669542;76.00601623
1086.343;5.697479767;73.73562449
1087.1;5.384637192;77.83612953
1087.856;5.404935314;73.39060196
1088.613;5.799112546;72.74956316
1089.369;5.767294338;76.07252553
1090.125;5.774085073;77.03399087
1090.881;5.581204795;74.79523638
1091.638;5.507871734;70.21203314
1092.395;5.887045053;76.24756764
1093.151;5.184014596;75.58195509
1093.907;5.789497308;70.75815108
1094.666;5.47643465;73.66108284
1095.422;5.706468844;71.38919744
1096.179;5.665927932;73.66263999
1096.935;5.341665984;72.11316602
1097.693;5.384298047;71.98858459
1098.449;5.965360408;73.43055101
1099.206;5.592156033;69.66852635
1099.962;5.345601559;70.53747648
1100.718;5.55026471;77.85092244
1101.475;5.264593911;70.26499446
1102.231;5.502925071;64.76781778
1102.988;5.523535605;69.59928015
1103.746;5.553467718;71.58434313
1104.502;5.880989996;72.38490811
1105.259;5.437352755;65.71466794
1106.015;5.676591583;74.07827834
1106.774;5.434197874;68.5883792
1107.53;5.615121442;75.75108555
1108.286;5.891943942;75.71342098
1109.043;5.818775684;67.34091432
1109.799;5.48631822;68.35059023
1110.555;6.046093417;75.26818509
1111.312;5.414890712;73.42486403
1112.068;5.774871107;73.72528778
1112.694;5.450305557;70.02074461
1113.582;5.485843504;69.5548511
1114.338;5.767620046;69.19627252
1115.095;5.93812948;71.70596554
1115.851;5.633891676;69.70180552
1116.607;5.863063886;72.6899278
1117.364;5.620848213;71.49940038
1118.12;5.73686956;72.28858287
1118.876;5.620937446;67.38462244
1119.633;5.792100324;67.65407984
1120.389;5.626246604;74.04129163
1121.145;5.657114921;71.31589623
1121.902;5.827396254;71.66569509
1122.66;5.603026615;71.22592232
1123.416;5.373370999;70.57466778
1124.172;5.702152141;69.28332241
1124.929;5.627669754;69.446249
1125.685;5.546052048;67.39454449
1126.442;5.295744781;65.97207043
1127.199;5.869905261;74.48989514
1127.955;5.262937768;70.49913494
1128.712;5.791530657;70.30051284
1129.469;5.07776396;64.9278969
1130.225;5.271306091;67.37832862
1130.982;5.679796674;71.03361449
1131.738;5.509196483;70.28365787
1132.495;5.689838216;67.5850241
1133.251;5.38640646;68.48384615
1134.007;5.293608321;61.31296341
1134.764;5.584680711;65.10375498
1135.52;5.627363843;68.60196927
1136.277;5.896854558;64.73553259
1137.033;5.497286952;66.2692302
1137.79;5.309394085;67.79538638
1138.547;5.720363971;71.4994427
1139.303;5.408511598;66.90091072
1140.059;5.364108798;67.28943849
1140.816;5.538411768;66.77416946
1141.572;5.370736242;65.53229828
1142.328;5.842506381;70.0687863
1143.085;5.762190293;67.08893393
1143.841;5.503569803;64.28709211
1144.597;5.73620872;65.55494778
1145.354;5.514462619;64.17518487
1146.11;5.534087629;64.05421886
1146.866;5.620590255;64.26344047
1147.623;5.969680025;68.9657064
1148.379;5.292762911;65.34143036
1149.135;5.864826915;64.11587717
1149.892;5.844121156;61.30006069
1150.649;5.609892969;66.2863288
1151.405;5.603668795;66.1833769
1152.162;5.401447793;57.85532889
1152.918;5.723709167;65.01845964
1153.674;5.807844166;64.14863619
1154.43;5.670643058;68.14478048
1155.187;5.430977846;64.06116993
1155.943;5.699792084;64.99706378
1156.7;5.919057188;66.7356961
1157.456;5.349815863;64.37951417
1158.212;5.815527521;64.45343401
1158.969;5.52538428;64.16482536
1159.725;5.500472829;63.57624875
1160.482;5.414409335;63.25233353
1161.24;5.12618299;61.25187545
1161.996;5.196054899;62.77954301
1162.753;5.898201175;66.19857416
1163.509;5.581202139;62.98498099
1164.266;6.098305102;67.1641131
1165.022;5.614388353;67.55661345
1165.647;5.952875357;64.91684065
1166.535;5.506670206;65.6857056
1167.292;5.46632115;59.78786069
1168.049;5.877539041;64.26118053
1168.805;5.649952634;62.28011342
1169.562;5.571857003;65.84577426
1170.318;5.351445462;61.85238152
1171.075;6.121498755;65.56347461
1171.831;5.507335544;59.89779692
1172.588;5.69955497;61.24932997
1173.346;5.516313818;64.47738268
1174.102;5.676699191;59.74233185
1174.858;5.83643664;63.8533955
1175.614;5.649766829;62.7785881
1176.371;5.235290218;60.40311025
1177.127;5.311540647;59.75204192
1177.884;5.485393179;61.47017152
1178.641;5.578418576;63.61426282
1179.398;5.7273797;57.0645994
1180.154;5.385708402;62.2941014
1180.91;5.931326037;59.28864566
1181.667;5.973278732;67.90862783
1182.423;5.65401128;58.69930608
1183.179;5.864367139;63.09649586
1183.936;5.370913824;63.28481083
1184.694;5.344613669;59.7650894
1185.45;5.293323774;62.36062165
1186.206;5.486350434;60.19829814
1186.963;5.63851186;59.47569198
1187.719;5.809096966;60.97147963
1188.475;5.475114258;61.56342597
1189.231;5.162790698;57.14203611
1189.988;5.548167488;59.79091709
1190.744;5.932463513;61.50796529
1191.5;5.731157161;60.4798199
1192.257;5.333048871;57.09760065
1193.013;5.509754219;58.22744008
1193.77;5.687927812;59.21983305
1194.526;5.739974885;62.46600729
1195.283;5.311810636;61.53152641
1196.039;5.85507041;60.25515212
1196.795;5.475256993;56.54417589
1197.551;5.422953652;60.50396442
1198.308;5.485030369;58.06623647
1199.066;5.623281219;61.23007527
1199.822;5.875887711;56.56063191
1200.578;5.533139714;56.90037802
1201.334;5.387118373;59.62839182
1202.091;5.351747813;59.68667051
1202.847;5.450840808;56.65576151
1203.603;5.945075391;59.97848252
1204.36;5.805109597;59.43231591
1205.117;5.65199733;59.73047138
1205.873;5.486583294;62.66460843
1206.629;5.825905314;57.61532371
1207.385;5.849258559;56.0980329
1208.142;5.880966095;59.83505895
1208.898;5.405800549;60.40888207
1209.655;5.559725501;63.37062169
1210.411;5.613491904;58.57334762
1211.168;5.56650404;64.11843065
1211.924;5.901121042;58.62971785
1212.681;5.951033191;63.2244678
1213.437;5.269920173;57.89276148
1214.194;5.330234299;60.1046937
1214.951;5.678577887;58.14554701
1215.707;5.786189685;60.37648315
1216.464;6.063700994;59.78198599
1217.22;5.383216326;56.53372885
1217.977;5.666692425;58.17261428
1218.733;6.039339102;59.5534687
1219.49;5.41110284;55.30170245
1220.246;5.631266524;58.49463478
1221.002;5.35069642;58.0344716
1221.759;5.199482783;53.98806818
1222.515;5.594332453;57.44169514
1223.272;5.469204854;55.53139738
1224.028;5.607939626;58.98721068
1224.784;5.347181975;56.28824747
1225.541;5.657377811;60.29930012
1226.297;5.499789205;58.41284948
1227.053;5.85974513;58.04265868
1227.81;6.003868932;61.17336262
1228.566;5.414791315;53.64102335
1229.323;5.418786249;60.05406455
1230.079;5.535818928;55.43768653
1230.835;5.811418308;58.58930746
1231.592;5.527774794;58.8201624
1232.349;5.614776933;56.82845934
1233.105;5.585033779;57.25782142
1233.862;5.86033565;54.41614302
1234.619;5.809899586;58.0582582
1235.375;5.327213032;57.06227868
1236.131;5.689437274;59.23221443
1236.888;5.566231594;58.7665945
1237.644;5.715668842;58.85172653
1238.401;5.333983643;55.78220705
1239.158;5.597477769;58.37530728
1239.914;5.576768856;58.98990032
1240.671;5.510871147;55.61668176
1241.427;5.567720824;59.99783321
1242.183;5.781198463;57.75567446
1242.94;5.70639424;55.61449879
1243.697;5.38569195;58.27617816
1244.453;5.464927932;56.12175916
1245.209;5.55091087;55.56524249
1245.966;5.97510677;58.92101502
1246.724;5.681430067;52.99519537
1247.48;5.689200065;55.98522099
1248.237;5.192938967;55.98962196
1248.993;5.819345969;59.37086373
1249.749;6.042985541;59.84579145
1250.506;5.789500011;54.92571835
1251.262;5.204753846;57.23635979
1252.018;5.329091069;55.52361178
1252.775;5.355283923;51.40056812
1253.531;5.395115252;54.16375362
1254.288;5.724966332;56.73877543
1255.044;5.33987004;50.17025524
1255.8;5.528848672;54.17224734
1256.557;5.653392166;55.12419899
1257.313;5.64458841;53.45408998
1258.07;5.656447964;55.96068173
1258.827;5.653209292;53.79894161
1259.583;5.447212461;52.82349806
1260.339;5.396013763;57.12125796
1261.095;5.836872262;55.86181921
1261.851;5.452124155;51.96726784
1262.608;5.762577528;53.19811742
1263.365;5.496025277;58.4397881
1264.121;5.318201878;55.2924037
1264.877;5.509088746;54.97679375
1265.633;5.386775195;55.92011315
1266.39;5.394881515;52.39361086
1267.146;5.589845839;56.38044768
1267.902;5.495186573;54.96010572
1268.659;5.706730097;51.47395743
1269.415;5.621519816;52.78495912
1270.172;5.573639794;55.82445119
1270.929;5.883188416;52.78487253
1271.554;5.308432764;56.29619839
1272.442;5.222493993;50.08632564
1273.198;5.289507032;52.99060552
1273.955;5.730415723;53.12654624
1274.711;5.79678141;53.78343162
1275.467;5.670033078;51.18653522
1276.224;5.767659022;53.11042552
1276.98;5.871667282;50.75212081
1277.736;5.37901584;51.98666694
1278.493;5.527915268;53.44842227
1279.249;5.512016279;53.24396129
1280.005;5.405804905;51.12417489
1280.762;5.132683641;53.30786136
1281.518;5.624735299;52.08987265
1282.275;5.752403168;55.02402701
1283.031;5.464177498;50.84925007
1283.787;5.656678517;51.49041678
1284.544;5.541595385;51.27634163
1285.301;5.699458033;49.66676585
1286.059;5.712980071;55.44203965
1286.815;5.530186307;52.6693101
1287.572;5.488500454;48.6798195
1288.328;5.392403234;51.22047258
1289.085;5.445567919;52.26970542
1289.841;5.28679442;51.01674061
1290.597;5.662780566;46.74750936
1291.354;5.06130083;52.19200565
1292.11;5.990571208;52.33100361
1292.866;5.569294707;53.40369521
1293.623;5.625619577;53.07857724
1294.379;5.366995331;53.10284747
1295.135;5.842819874;50.34131891
1295.892;5.474218372;45.38810195
1296.651;5.866314784;50.75776936
1297.408;5.742960238;49.28202902
1298.165;5.503316515;52.52810238
1298.922;5.386397737;50.41939761
1299.678;5.713658462;48.7586456
1300.435;5.670274538;50.4437464
1301.191;5.233752156;48.26713547
1301.948;5.592220485;50.99565936
1302.705;5.280609277;53.00351268
1303.461;5.373022528;47.16114482
1304.218;5.549319383;48.91091594
1304.974;5.941781746;52.14401239
1305.73;5.733044947;48.1644362
1306.487;5.670503241;50.86292787
